Itterate ,Time ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_X ,MAX_ABS_U_Error_position_Y ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_X, MAX_ABS_V_Error_position_Y ,MAX_RS_Error ,MAX_RS_Error_Position_X ,MAX_RS_Error_Position_Y ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_X ,Bulk_Velocity_ABS_Error_Position_Y
1001,0.264498,1,0.0836915,2,437,0.0285429,1,437,1,0,437,0.00700445,2,437,
2001,0.528731,2.65705,0.040323,364,436,0.0544334,365,435,112.991,123,200,0.00331215,44,436,
3001,0.792965,0.998169,0.0214068,362,435,0.0347767,371,422,205.592,81,281,0.00180068,94,436,
4001,1.0572,1.01347,0.0139986,360,435,0.0311588,379,405,178.606,131,181,0.00189261,367,429,
5001,1.32143,0.410255,0.0142585,375,400,0.027184,384,391,28.9302,371,426,0.00128351,375,412,
6001,1.58567,0.344507,0.0210195,386,378,0.0345033,387,374,40.2991,299,430,0.00190765,386,378,
7001,1.8499,0.571177,0.0338383,391,371,0.0386928,391,375,107.926,403,356,0.00205274,385,363,
8001,2.11413,0.28456,0.038406,376,354,0.0499819,394,360,16.6927,147,428,0.00240496,170,435,
9001,2.37837,0.323723,0.0350921,383,356,0.0446313,397,346,33.7228,260,417,0.00369872,209,435,
10001,2.6426,0.440482,0.0386268,402,341,0.0362543,405,327,56.9797,224,424,0.00499966,251,435,
11001,2.90683,0.531373,0.0451355,270,435,0.0551383,402,348,65.8187,332,375,0.00543596,270,435,
12001,3.17107,0.603205,0.0589716,408,316,0.0394946,419,308,101.115,424,315,0.00504566,295,435,
13001,3.4353,0.522247,0.0467922,413,298,0.0455138,370,419,71.3253,433,300,0.00441634,371,420,
14001,3.69953,0.535499,0.0431544,418,281,0.0454164,389,385,63.7924,383,313,0.00426572,266,435,
15001,3.96377,0.510066,0.0418132,421,267,0.0499858,400,361,95.0854,288,431,0.00422548,290,435,
16001,4.228,1.01026,0.0477364,386,372,0.0509786,367,432,356.642,354,413,0.00434,310,435,
17001,4.49223,1.2244,0.046357,407,336,0.0481728,408,344,356.76,438,290,0.00428773,330,435,
18001,4.75647,0.4811,0.0452781,393,368,0.0518571,367,432,53.1909,488,190,0.00396593,350,435,
19001,5.0207,0.808277,0.0593807,400,351,0.0615508,384,385,238.976,395,376,0.00406662,384,385,
20001,5.28493,1.02781,0.0537223,409,330,0.0648055,389,381,342.409,426,230,0.00524116,380,391,
21001,5.54917,0.814906,0.0564789,384,365,0.0528198,401,338,183.612,366,435,0.00438888,381,391,
22001,5.8134,1.1601,0.0712489,383,365,0.0488404,386,384,151.724,567,1,0.00468672,377,394,
23001,6.07764,0.928037,0.0536879,376,376,0.0606071,394,363,89.7295,500,155,0.00458956,394,363,
24001,6.34187,1.14039,0.0481745,385,320,0.0559703,395,362,175.1,531,3,0.00445911,389,364,
25001,6.6061,1.18846,0.0481972,409,331,0.0493535,409,337,252.952,408,350,0.00427496,338,435,
26001,6.87034,1.57512,0.0448985,385,389,0.0422253,377,303,426.338,542,9,0.00333182,384,388,
27001,7.13457,0.888059,0.0523835,389,363,0.0419148,371,298,130.196,393,380,0.0029256,396,348,
28001,7.3988,0.73169,0.0444206,388,341,0.041224,370,186,75.9665,407,150,0.00310986,404,330,
29001,7.66304,0.614161,0.0430955,398,351,0.0404896,360,433,50.7158,393,144,0.00398645,338,435,
30001,7.92727,0.647406,0.0466204,402,319,0.0382014,348,184,76.9198,339,431,0.00477988,357,435,
31001,8.1915,0.7991,0.0471199,396,329,0.0378137,392,354,97.4878,575,16,0.00431133,379,401,
32001,8.45574,1.34872,0.0557352,406,307,0.0394545,392,377,202.581,551,23,0.0041783,378,402,
33001,8.71997,1.57074,0.0539765,430,248,0.0702645,386,391,459.324,361,426,0.00428825,381,392,
34001,8.9842,1.27798,0.0539696,427,274,0.0526479,422,320,309.98,397,2,0.00381005,387,368,
35001,9.24844,0.924828,0.0629451,393,362,0.0474817,430,302,95.6415,345,3,0.00356613,387,368,
36001,9.51267,1.50599,0.056195,393,339,0.0401182,438,283,432.385,162,117,0.00298736,392,337,
37001,9.7769,1.33991,0.0457292,390,322,0.0576896,397,360,359.91,181,81,0.00313095,390,363,
38001,10.0411,0.827901,0.0530565,398,359,0.0477509,389,319,69.2315,425,153,0.003308,387,380,
39001,10.3054,1.47917,0.0449503,384,325,0.0518308,382,320,434.996,403,197,0.00320249,417,310,
40001,10.5696,1.00656,0.0442518,403,287,0.0495782,374,308,204.23,283,95,0.00328006,317,435,
41001,10.8338,0.817815,0.0393617,425,279,0.0477781,418,285,116.86,503,159,0.00397476,340,435,
42001,11.0981,0.90664,0.0390886,361,316,0.0454927,367,432,147.753,507,151,0.00373671,338,435,
43001,11.3623,1.88372,0.0424307,401,293,0.0578544,367,432,649.155,450,266,0.00347892,388,378,
44001,11.6265,1.06643,0.0497858,405,286,0.048706,408,338,152.525,281,181,0.00339804,406,287,
45001,11.8908,0.890955,0.0473074,396,361,0.0523582,367,432,56.8022,387,364,0.00295178,408,337,
46001,12.155,1.43262,0.0516602,399,332,0.0473904,367,433,404.629,423,320,0.00260955,397,331,
47001,12.4192,0.881935,0.05054,410,271,0.0410965,401,264,184.704,424,318,0.00256482,394,364,
48001,12.6835,0.661986,0.0533654,404,306,0.0396464,409,329,61.7041,487,192,0.00245532,402,308,
49001,12.9477,6.85696,0.0538076,400,311,0.0443634,413,301,2727.92,456,253,0.00384363,394,363,
50001,13.2119,1.04867,0.0648062,411,276,0.0494591,390,363,209.069,440,136,0.00394214,390,364,
51001,13.4762,1.63773,0.0600189,413,252,0.056458,408,337,458.382,490,186,0.00340941,403,345,
52001,13.7404,0.967746,0.0593588,417,241,0.0696186,403,346,85.154,459,243,0.00380566,403,345,
53001,14.0046,1.75725,0.0510138,432,215,0.0467523,367,432,544.058,187,315,0.00288267,415,312,
