Itterate ,Time ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_X ,MAX_ABS_U_Error_position_Y ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_X, MAX_ABS_V_Error_position_Y ,MAX_RS_Error ,MAX_RS_Error_Position_X ,MAX_RS_Error_Position_Y ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_X ,Bulk_Velocity_ABS_Error_Position_Y
1001,0.323942,1,0.103199,363,437,0.0344912,1,437,1,0,437,0.0106502,363,437,
2001,0.647561,8.37756,0.0526182,75,435,0.0536074,365,434,2254.88,55,332,0.00632102,73,436,
3001,0.97118,3.12307,0.028005,353,435,0.0479231,374,416,673.235,70,301,0.00311918,373,418,
4001,1.2948,0.756488,0.0339654,371,407,0.0505054,380,403,116.16,215,16,0.00423356,367,429,
5001,1.61842,0.392522,0.0347451,383,378,0.0514443,385,389,77.0315,390,381,0.00389625,385,387,
6001,1.94204,0.305918,0.050487,379,363,0.0529565,389,377,34.0815,570,1,0.00438492,388,372,
7001,2.26565,0.437533,0.0592583,383,352,0.0553625,393,367,136.422,246,425,0.00450313,392,369,
8001,2.58927,0.422495,0.0409872,392,346,0.0547476,392,337,58.7044,399,367,0.00459821,259,435,
9001,2.91289,0.602164,0.0561812,332,374,0.0430574,386,320,72.1039,446,274,0.00800885,317,434,
10001,3.23651,0.658575,0.0418126,315,435,0.0464593,320,432,85.408,435,296,0.0088078,315,435,
11001,3.56013,0.680152,0.0426327,391,366,0.0594897,385,392,59.9838,425,313,0.00779136,391,365,
12001,3.88375,0.916373,0.052588,393,346,0.0471955,397,361,158.976,436,285,0.00669675,390,366,
13001,4.20737,0.820188,0.0623449,393,347,0.0770088,381,401,152.049,550,1,0.00959988,376,402,
14001,4.53098,0.974203,0.0504607,387,299,0.072606,382,399,106.676,512,2,0.0100414,376,402,
15001,4.8546,0.984076,0.06955,388,352,0.0795681,392,372,119.19,478,210,0.00636241,382,378,
16001,5.17822,0.743533,0.0760341,388,350,0.079134,406,336,100.187,362,338,0.00557863,407,334,
17001,5.50184,0.845845,0.0714681,385,329,0.0697528,374,309,189.293,311,273,0.00464076,406,335,
18001,5.82546,2.2422,0.0660918,372,321,0.0768071,362,308,455.748,562,40,0.00346481,430,274,
19001,6.14908,2.4917,0.0448419,335,284,0.0616665,340,300,963.24,340,277,0.0028128,429,259,
20001,6.4727,0.581313,0.0454913,444,247,0.0579111,327,293,43.5622,287,244,0.00255191,438,237,
21001,6.79632,0.67537,0.0403289,449,237,0.0386491,319,295,167.528,322,202,0.00295299,436,228,
22001,7.11993,0.606119,0.0427379,451,222,0.0286613,429,222,113.439,53,335,0.00221792,429,225,
23001,7.44355,0.44654,0.0390222,457,184,0.0440883,438,196,41.5857,322,280,0.00292126,436,202,
24001,7.76717,0.641559,0.0316958,374,303,0.037416,437,181,79.0391,527,112,0.00230731,379,405,
25001,8.09079,0.583082,0.0323247,474,186,0.0312442,442,163,72.0325,307,290,0.00204419,402,359,
26001,8.41441,0.92052,0.0271605,461,176,0.0342428,448,247,237.32,493,180,0.00210771,447,249,
27001,8.73803,0.58776,0.0302414,461,165,0.0504698,450,226,48.0092,397,170,0.00314003,447,231,
28001,9.06165,0.672431,0.0483977,458,221,0.0554967,452,205,92.8723,492,182,0.00348427,451,211,
29001,9.38526,0.796862,0.0395614,467,134,0.04128,456,185,148.146,292,248,0.00275398,453,192,
30001,9.70888,1.05842,0.0363791,474,118,0.0358132,436,179,273.564,379,345,0.0018726,451,201,
31001,10.0325,0.917376,0.0268222,482,69,0.0446808,460,157,179.975,517,132,0.00247241,447,150,
32001,10.3561,0.526064,0.0240261,461,137,0.0404799,448,148,58.5215,472,163,0.00341767,447,116,
33001,10.6797,0.398735,0.0376641,466,101,0.0349837,447,117,28.1837,411,237,0.00289471,448,115,
34001,11.0034,0.83496,0.0337878,421,229,0.0278789,511,68,290.208,397,154,0.001718,471,201,
35001,11.327,0.480472,0.0289547,425,213,0.0246682,476,189,96.5015,302,346,0.00160266,378,408,
36001,11.6506,0.415864,0.0239816,427,199,0.0289642,447,137,79.3616,389,328,0.00178676,447,139,
37001,11.9742,4.40316,0.0224014,481,152,0.03004,437,116,1755.11,486,194,0.00170372,481,156,
38001,12.2978,0.515385,0.0237514,484,139,0.0242397,489,162,80.8216,568,4,0.00183386,481,138,
39001,12.6215,0.779986,0.0206612,489,127,0.0276862,492,143,205.763,416,1,0.00161138,481,142,
40001,12.9451,0.716939,0.0240686,478,128,0.0357571,494,123,152.014,565,35,0.00176107,493,126,
41001,13.2687,0.581077,0.024971,502,119,0.0323033,492,107,90.2505,558,43,0.00176054,491,112,
42001,13.5923,1.28933,0.0197659,500,85,0.0283842,487,94,469.088,530,106,0.00137093,487,104,
43001,13.9159,0.52164,0.0207712,487,75,0.0258873,497,101,61.1236,511,113,0.00146439,479,102,
44001,14.2395,0.502764,0.02034,430,53,0.0313117,483,93,40.1733,476,39,0.00169785,466,94,
45001,14.5632,3.60166,0.0224857,477,109,0.0313947,464,83,1428.27,367,434,0.0018473,379,406,
46001,14.8868,0.503437,0.026943,443,37,0.0265285,446,72,83.8584,510,111,0.00152062,376,412,
47001,15.2104,0.489874,0.0236238,501,12,0.0231014,496,77,57.0128,572,22,0.00120306,495,81,
48001,15.534,0.790727,0.0331622,492,9,0.0287665,499,62,172.089,563,40,0.00138502,497,67,
49001,15.8576,0.700664,0.0311137,513,56,0.0310745,502,45,142.904,552,36,0.00133756,500,49,
50001,16.1813,0.746042,0.0304198,461,7,0.0357269,427,48,97.3524,520,126,0.00179748,388,73,
51001,16.5049,3.01152,0.0315824,444,7,0.0375115,404,52,1146.27,568,30,0.00182629,364,81,
52001,16.8285,2.00126,0.0302516,437,19,0.0386101,379,54,641.325,521,124,0.00178736,342,86,
53001,17.1521,1.07947,0.0297216,417,19,0.0367584,355,55,259.091,538,76,0.00188271,375,77,
54001,17.4757,1.09087,0.0266304,398,20,0.0328482,339,60,174.104,320,16,0.00184409,297,103,
55001,17.7994,2.32222,0.0278833,326,94,0.0308427,315,72,736.88,438,250,0.0017162,283,125,
56001,18.123,1.00025,0.0285629,251,147,0.0296854,287,90,196.869,170,101,0.00147826,259,144,
57001,18.4466,1.00097,0.0288819,250,169,0.0260476,263,108,156.135,543,37,0.00121854,373,415,
58001,18.7702,4.695,0.0279746,244,124,0.019828,246,134,1294.92,350,1,0.00115172,287,105,
59001,19.0938,2.43301,0.0296017,227,144,0.0184916,514,39,712.81,534,98,0.0013889,268,120,
60001,19.4174,4.24839,0.031453,210,167,0.0212641,521,47,1616.45,89,263,0.0014188,253,140,
61001,19.7411,1.39412,0.0324807,199,187,0.0188938,513,39,264.482,491,124,0.00123011,241,160,
62001,20.0647,1.13159,0.0328434,191,207,0.0191153,519,81,265.444,200,41,0.00114092,231,176,
63001,20.3883,0.857047,0.0320513,186,228,0.0213684,521,63,120.148,523,83,0.00136724,509,66,
64001,20.7119,0.982433,0.0292373,182,249,0.0178829,507,49,192.025,526,113,0.001435,507,52,
65001,21.0355,1.03126,0.0248338,180,267,0.0204295,507,34,279.76,78,285,0.00136351,507,35,
66001,21.3592,0.714635,0.0205957,177,284,0.0197025,507,47,66.1286,121,329,0.00131337,507,45,
67001,21.6828,0.853554,0.0175571,177,299,0.0205215,188,292,203.902,168,105,0.00119937,508,26,
68001,22.0064,0.750687,0.0215816,509,3,0.0230441,194,304,87.0161,453,70,0.00109751,496,43,
69001,22.33,0.879677,0.0231746,499,3,0.0243639,493,25,183.722,283,28,0.00114541,495,49,
70001,22.6536,1.10209,0.0266583,487,3,0.0227456,209,324,210.787,318,1,0.00123485,471,34,
71001,22.9772,1.00876,0.0271103,470,4,0.0214605,219,332,103.591,477,6,0.0012618,456,33,
72001,23.3009,0.957183,0.023084,450,5,0.0207314,231,334,157.746,198,45,0.0010212,493,27,
73001,23.6245,0.883417,0.018314,430,6,0.0207351,244,335,130.675,457,90,0.00094346,341,435,
74001,23.9481,1.21308,0.0154039,418,6,0.0222361,363,431,338.636,575,16,0.0025992,360,434,
75001,24.2717,0.8677,0.0250419,372,414,0.0365557,385,394,117.889,53,338,0.00397893,356,434,
76001,24.5953,0.798462,0.0223953,398,362,0.0263037,415,332,68.847,143,155,0.00238627,410,334,
77001,24.919,1.18815,0.0181749,415,18,0.0255604,424,301,370.881,358,2,0.0023778,424,303,
78001,25.2426,0.809811,0.0169135,406,18,0.0316443,438,269,154.766,349,5,0.00278611,438,272,
79001,25.5662,0.658245,0.0224569,451,242,0.0352108,451,238,42.173,306,415,0.00291099,438,271,
80001,25.8898,1.99205,0.0374233,463,214,0.0429387,474,206,701.691,161,119,0.00343834,462,211,
81001,26.2134,0.786635,0.0413421,473,183,0.0386092,488,173,157.538,358,373,0.00320071,463,212,
82001,26.5371,0.782878,0.041514,476,152,0.030462,488,174,123.693,157,127,0.00273549,471,182,
83001,26.8607,0.8121,0.041442,474,152,0.0305941,334,68,101.501,464,238,0.00247921,475,152,
84001,27.1843,2.00183,0.0423082,470,127,0.0289474,313,84,661.062,561,44,0.00239154,471,127,
85001,27.5079,0.856266,0.0396482,459,108,0.0387198,459,213,161.279,535,96,0.00257555,458,218,
86001,27.8315,0.897272,0.0344335,441,96,0.0474073,455,208,134.79,213,153,0.00379207,456,211,
87001,28.1551,1.33107,0.0363431,461,196,0.0464584,449,198,229.259,300,1,0.00395517,450,200,
