Itterate ,Time ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_X ,MAX_ABS_U_Error_position_Y ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_X, MAX_ABS_V_Error_position_Y ,MAX_RS_Error ,MAX_RS_Error_Position_X ,MAX_RS_Error_Position_Y ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_X ,Bulk_Velocity_ABS_Error_Position_Y
1001,0.523011,1,0.17682,181,217,0.100565,179,218,1,0,221,0.0319439,181,217,
2001,1.0455,-nan,0,0,0,0,0,0,0,0,0,0,0,0,
3001,1.56799,-nan,0,0,0,0,0,0,0,0,0,0,0,0,
