Itterate ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_R ,MAX_ABS_U_Error_position_C ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_R ,MAX_ABS_V_Error_position_C ,MAX_RS_Error ,MAX_RS_Error_Position_R ,MAX_RS_Error_Position_C ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_R ,Bulk_Velocity_ABS_Error_Position_C
19600,0.0019369430372068255,5.793569081841143e-7,92,51,2.7882369242442084e-7,48,7,0.17967726172404705,4,4,6.639707747328749e-8,96,57
19700,0.0009734363707308985,4.88871625357705e-7,6,50,1.0361759491747669e-7,49,14,0.07899312784540269,4,4,6.947452393501335e-8,98,54
19800,0.0017729887943084533,3.8042286169825967e-7,12,50,2.8788276315236394e-7,57,68,0.16956469255096907,4,4,3.483244169488753e-8,95,60
19900,0.0014015003956737331,5.648576100886205e-7,95,51,1.0256785951730935e-7,51,4,0.12357905838153126,4,4,7.61590409929444e-8,97,55
20000,0.0009650239246384017,1.5442302827520932e-7,75,51,2.406354932087129e-7,48,10,0.09152050161654186,4,4,1.62936163727867e-8,69,83
20100,0.0016401150059558523,5.373580698568581e-7,8,50,1.4374235220680764e-7,53,97,0.15035580785307767,4,4,6.642017300658581e-8,97,56
20200,0.000574748017307837,2.030633615979216e-7,98,49,2.0492474727372423e-7,57,69,0.051314281127368015,4,4,3.265619840948225e-8,99,51
20300,0.001487601402749016,4.613486388749255e-7,92,51,1.909194949252513e-7,48,7,0.13739691579872915,4,4,5.495806774426237e-8,96,57
20400,0.0005249579978935766,3.0014941521799843e-7,5,50,1.1029025627322386e-7,48,13,0.03939320235640595,4,4,4.3941200130771796e-8,98,54
20500,0.0014021163014303342,3.3452345545720297e-7,11,50,2.0390156760079214e-7,56,67,0.13316688869266402,4,4,3.364616824432301e-8,95,58
20600,0.0008377851134955677,3.7639459436050737e-7,95,49,5.142675087426579e-8,52,3,0.07159646458047046,4,4,5.212679455007113e-8,98,53
20700,0.0008888184062280439,1.7994355180114396e-7,75,51,1.8779296000366597e-7,48,9,0.08434901094904887,4,4,1.758317731042139e-8,94,59
20800,0.0010786703547131147,3.817357201243987e-7,8,50,8.49933972889294e-8,54,98,0.09742470382011846,4,4,4.91446714651414e-8,97,56
20900,0.0005820661219544849,9.922182063470952e-8,99,49,1.688210430807885e-7,57,68,0.055125609106699634,4,4,1.64945816146303e-8,99,51
21000,0.0010863086354076764,3.5320640786457025e-7,93,51,1.2587296269357673e-7,49,6,0.09966943218708149,4,4,4.3308783961859554e-8,96,57
21100,0.00031582376822536783,1.737763901253804e-7,4,50,1.0519232908172416e-7,48,12,0.023837566143493923,4,4,2.6102036646685756e-8,99,54
21200,0.0010693472364298854,2.768711831468984e-7,10,50,1.3841837698605475e-7,56,67,0.10082956646059332,4,4,2.989237225369673e-8,96,58
21300,0.0004592135605717152,2.42173035569504e-7,96,49,6.374399855874069e-8,55,72,0.03673624203911026,4,4,3.479499971394823e-8,98,53
21400,0.0007652907695531137,1.76203269593167e-7,90,53,1.4162294948230625e-7,48,9,0.07235728158856015,4,4,1.8353905689976607e-8,95,59
21500,0.000681651749157974,2.631606771177908e-7,7,50,4.5953294846440285e-8,54,98,0.06037681045449649,4,4,3.497040743961899e-8,97,56
21600,0.0005579431215888264,7.77735710711519e-8,13,48,1.333654737496054e-7,57,67,0.05345442508682773,4,4,9.709706094707116e-9,68,86
21700,0.0007542045681253997,2.608811890819629e-7,93,51,7.906323687932593e-8,49,5,0.06849623344466342,4,4,3.314553027097128e-8,97,55
21800,0.00026909950533359427,9.365706929356094e-8,4,50,9.341795235984218e-8,48,11,0.023593617739124852,4,4,1.4799179139102225e-8,99,54
21900,0.0007890561231894235,2.1872867930327472e-7,10,50,9.178773058456102e-8,52,96,0.07384401055604828,4,4,2.5003492509084735e-8,96,58
22000,0.0002363009318949198,1.4875464098007551e-7,97,49,6.566824571618834e-8,56,70,0.016549149663560074,4,4,2.2137556484995435e-8,98,53
22100,0.0006222853385750469,1.573122446196784e-7,91,53,1.0348466219535501e-7,48,8,0.05852594682189636,4,4,1.7302650460408048e-8,95,57
22200,0.00041025109811923126,1.7507170782570317e-7,6,50,2.2587932790689436e-8,55,99,0.03530991016728472,4,4,2.4086380672957985e-8,98,54
22300,0.0004975436501383551,8.880722036311989e-8,12,50,1.0143420038806472e-7,56,67,0.04764649201802671,4,4,7.924594593380907e-9,67,84
22400,0.0004958536505500126,1.8684671809765518e-7,94,51,4.6596595793674256e-8,50,4,0.044299156116763376,4,4,2.44823646477349e-8,97,55
22500,0.0002663349545808612,4.640640226326147e-8,3,50,7.868285488953075e-8,48,10,0.02491192048701324,4,4,7.351002095229431e-9,99,52
22600,0.0005638984424734237,1.6664200519836414e-7,9,50,5.968967087092991e-8,52,97,0.052350464288791004,4,4,1.9846760284693288e-8,97,56
22700,0.00014900742913896524,8.624120376166111e-8,97,49,6.101362908482455e-8,57,69,0.010838208230875052,4,4,1.323820316301988e-8,98,53
22800,0.00048109067375359495,1.3171569464287547e-7,92,51,7.304906904891106e-8,48,7,0.044948532892328544,4,4,1.5111375035840868e-8,96,57
22900,0.00023442659214656015,1.1214076151531971e-7,6,50,2.6519024406979064e-8,49,13,0.019288532819018975,4,4,1.6085499253762348e-8,98,54
23000,0.0004187761978168943,8.581509464838932e-8,11,50,7.432971427766277e-8,56,66,0.03995930302698934,4,4,8.076463138897982e-9,95,60
23100,0.00030561843420823644,1.2936863414553246e-7,95,51,2.544879519703752e-8,51,4,0.026518312961875103,4,4,1.7428693404285267e-8,97,55
23200,0.00025230515364508676,3.561653212288962e-8,73,53,6.351846346987211e-8,48,10,0.02393675617334517,4,4,4.4770386321835165e-9,70,85
23300,0.00039017714349182407,1.2262374897691747e-7,8,50,3.711699378579347e-8,52,97,0.03589840577593378,4,4,1.5318285933110798e-8,97,56
23400,0.0001448702989213568,4.714124783589124e-8,98,49,5.292493233076401e-8,57,68,0.012900321849917653,4,4,7.570118182483043e-9,99,51
23500,0.0003546889178053426,1.053058597544343e-7,92,51,4.9633822596199806e-8,48,6,0.03285568370245734,4,4,1.2543079241054966e-8,96,57
23600,0.0001319871009040733,6.914802143723198e-8,5,50,2.881759584259791e-8,48,12,0.010286306881020842,4,4,1.0230758259663353e-8,98,54
23700,0.00033680707636401575,7.580911137814589e-8,11,50,5.2388476648804194e-8,56,66,0.031995350338151096,4,4,7.792995630750976e-9,95,58
23800,0.00017320516649179613,8.659309497921486e-8,95,49,1.317009688112103e-8,56,88,0.014130800469046799,4,4,1.1970975484325297e-8,98,53
23900,0.00022268309524692864,4.2118357826588515e-8,72,53,4.940938666021799e-8,48,9,0.021122251001948943,4,4,4.001334817736041e-9,94,59
24000,0.00026117657039018767,8.732328907537501e-8,8,50,2.170626368404316e-8,52,98,0.023776990650879362,4,4,1.1361224101259781e-8,97,56
24100,0.0001504317039758652,2.3420717074063013e-8,99,47,4.3581888750643394e-8,56,68,0.014210290041855957,4,4,3.888083929468045e-9,99,51
24200,0.00024918373903272704,8.093549372367725e-8,93,51,3.2351166684777e-8,49,6,0.022805090362073944,4,4,9.915660755151212e-9,96,57
24300,8.5733437217432e-5,4.0312463150168204e-8,4,50,2.7633005933794252e-8,48,12,0.0068639857012376335,4,4,6.123455981860149e-9,99,52
24400,0.00026102523696508846,6.298288999714852e-8,10,50,3.5408222524152544e-8,52,95,0.024682523542987903,4,4,6.922146384737149e-9,96,58
24500,8.806198357702176e-5,5.602113724301194e-8,96,49,1.6190500343182812e-8,55,72,0.006043027202389132,4,4,8.032245472910926e-9,98,53
24600,0.00018450413644117007,4.162256204238643e-8,72,53,3.710362720017735e-8,48,8,0.017411481764939424,4,4,4.204246004720774e-9,95,59
24700,0.00016919135558524212,6.042031831972328e-8,7,50,1.1526623377999812e-8,53,99,0.015207160986768315,4,4,8.117446667968431e-9,97,56
24800,0.00014484412556791507,1.7404493824445255e-8,13,48,3.437113528341473e-8,56,67,0.013862128725011552,4,4,2.5708730270503077e-9,69,86
24900,0.0001659192919663655,6.008978931104636e-8,93,51,2.014349771619489e-8,49,5,0.014898200237810452,4,4,7.617861775416346e-9,97,55
25000,7.246520527011062e-5,2.2026441683174053e-8,4,50,2.4556921003615617e-8,48,11,0.006393601409019153,4,4,3.533993672352742e-9,99,52
25100,0.00019613098943949855,4.9933458669097763e-8,9,50,2.390003874495894e-8,52,96,0.01846267843938722,4,4,5.803851884332578e-9,96,58
25200,4.440166080825735e-5,3.469862258631551e-8,97,49,1.6836928174585042e-8,56,70,0.0021579520912045364,7,96,5.153813744697422e-9,98,53
25300,0.00014462137701823843,3.746254196787535e-8,72,53,2.6896725079800232e-8,48,8,0.013537116180148492,4,4,3.982460285156808e-9,95,57
25400,0.00010671477867870349,4.04040435644272e-8,6,50,5.457928836313797e-9,53,99,0.009449779301447426,4,4,5.62292109054785e-9,98,54
25500,0.00013017549902343085,2.0120881410665148e-8,12,48,2.6065661219709657e-8,56,66,0.012480904544288096,4,4,2.0739464512073424e-9,67,84
25600,0.00010343960947097324,4.328568473099814e-8,94,51,1.176399139646983e-8,50,4,0.008968281825495684,4,4,5.657269690033384e-9,97,55
25700,6.73415067067769e-5,1.1191534422501717e-8,3,50,2.064495725762061e-8,48,10,0.0062175592661888705,4,4,1.823316342526582e-9,99,52
25800,0.00014367413855821576,3.820679211636452e-8,9,50,1.5428008532172854e-8,52,97,0.013467470793133145,4,4,4.62600300253635e-9,96,56
25900,3.8602642971964876e-5,2.0455258042950675e-8,97,49,1.5680685618024715e-8,56,69,0.0028451933355692896,4,4,3.128188272652488e-9,98,53
26000,0.00010763421765651299,3.1782392813026195e-8,71,53,1.8876594261654778e-8,48,7,0.009955909433075599,4,4,3.499005907930952e-9,96,57
26100,6.705034261481398e-5,2.6129387764584067e-8,96,50,6.905412831825775e-9,48,13,0.005857963501056818,4,4,3.7931341565974885e-9,98,54
26200,0.00011125753525450784,1.9602569995176566e-8,11,50,1.902525907995778e-8,56,66,0.010654295224029506,4,4,1.9246359718623485e-9,95,60
26300,5.9073649349043586e-5,3.020188780317179e-8,95,51,6.249513582849697e-9,51,4,0.004722547032219416,4,4,4.058801949917423e-9,97,55
26400,6.044585595529927e-5,1.0080692622663201e-8,71,55,1.6590589799539424e-8,48,9,0.005635660919833779,4,4,1.2455145404627332e-9,70,85
26500,0.00010331452629440924,2.8271995078377188e-8,8,50,9.448563945135824e-9,52,97,0.009648557619650729,4,4,3.591471658265233e-9,97,56
26600,4.498758214514685e-5,1.1486238279956318e-8,98,47,1.3597343600027512e-8,56,68,0.004091423992686534,4,4,1.8365994402386177e-9,99,51
26700,7.604651873843861e-5,2.587280076900983e-8,71,53,1.2752206380271802e-8,49,6,0.006904591458497224,4,4,2.925112149894382e-9,96,57
26800,4.4337286945054034e-5,1.638531255121478e-8,97,50,7.54763933817626e-9,48,12,0.0038673236280951737,4,4,2.4532087672043956e-9,98,54
26900,9.179932832378478e-5,1.7869354199465115e-8,68,52,1.3344856546193551e-8,55,64,0.008774073408844512,4,4,1.8598144317996668e-9,95,58
27000,3.0451394869107156e-5,2.0685774028590675e-8,72,53,3.4670781974555087e-9,56,88,0.0018563880989380813,4,4,2.820918156183627e-9,98,53
27100,5.118308931304612e-5,1.1670637713179222e-8,71,55,1.2840022043866806e-8,48,9,0.004747909114665939,4,4,1.0210158725432184e-9,68,83
27200,7.371212858985989e-5,2.0731729556168477e-8,69,52,5.469933547774808e-9,52,98,0.0068652073875638975,4,4,2.689212226167359e-9,97,56
27300,4.817050335441862e-5,6.006802374947107e-9,99,47,1.1174096842259118e-8,56,67,0.004564516766591036,4,4,9.958807918944435e-10,99,51
27400,5.0908085397049086e-5,2.0434432782164003e-8,71,53,8.223946153414208e-9,49,5,0.004474518775402906,4,4,2.3343732728081656e-9,96,57
27500,3.29496023836708e-5,9.793912694733287e-9,97,48,7.23139737326961e-9,48,11,0.0029179373748332658,4,4,1.5099406005039673e-9,99,52
27600,7.405156507931818e-5,1.5636744091392096e-8,69,52,9.149448769799062e-9,51,96,0.007064296321681192,4,4,1.6618723168437821e-9,96,58
27700,1.7816406022310208e-5,1.393962247020486e-8,71,53,4.224139132230631e-9,55,89,0.0007493596100476578,7,96,1.9261523574037875e-9,98,53
27800,4.1141128550841065e-5,1.1624919956342017e-8,71,55,9.598932509957692e-9,48,8,0.0037628186576416367,4,4,1.0253113228234079e-9,95,59
27900,5.309226363485605e-5,1.5057907101767576e-8,70,52,2.8743674324385737e-9,52,99,0.0049381830558706255,4,4,1.949163050581071e-9,97,56
28000,4.7382984262095514e-5,5.510185044355076e-9,89,88,8.78869755964462e-9,56,66,0.004533703642049198,4,4,7.132674247241344e-10,69,86
28100,3.2530462428461634e-5,1.579187781063085e-8,71,53,5.071948888657474e-9,50,5,0.0026872662739198293,4,4,1.8163741144841539e-9,97,55
28200,2.7504105041475866e-5,5.672086814123567e-9,98,48,6.399322811240227e-9,48,10,0.00247278288114264,4,4,9.157179120880543e-10,99,52
28300,5.912092480587094e-5,1.3141425112168925e-8,70,54,6.133774620165067e-9,51,96,0.00563030695134764,4,4,1.4080288263454421e-9,96,58
28400,1.9144598679255e-5,9.280924575735816e-9,71,55,4.313539182093651e-9,55,70,0.001459329226123753,4,4,1.271090761291449e-9,98,53
28500,3.189837529546481e-5,1.0714725219920784e-8,71,55,6.920094558146572e-9,48,7,0.002850841544112676,4,4,9.793099777291592e-10,95,59
28600,3.9551515650403664e-5,1.0822367127460986e-8,70,54,1.3060082971680376e-9,52,99,0.003678417124454843,4,4,1.3793303270392965e-9,98,54
28700,4.420843250919948e-5,6.4798002094232365e-9,71,58,6.641633191334373e-9,55,66,0.004236895990627829,4,4,5.808823346376696e-10,68,84
28800,2.1193562194193453e-5,1.2035303549769172e-8,71,53,2.937712975659146e-9,50,4,0.0015887446837534514,4,4,1.3730662362307355e-9,97,55
28900,2.436513273533664e-5,4.2121056941825386e-9,89,91,5.361181781501911e-9,48,10,0.0021984151595790848,4,4,5.218198104520178e-10,99,52
29000,4.733494320993621e-5,1.07648431505597e-8,70,54,3.933551337084729e-9,51,97,0.004500332535433327,4,4,1.1399858080088365e-9,96,58
29100,2.3224045758349766e-5,6.203503571944324e-9,71,57,4.0117252401994374e-9,55,68,0.0020830306010891347,4,4,8.090089310269777e-10,98,53
29200,2.4624863640105408e-5,9.435703282080488e-9,71,55,4.820315702147582e-9,49,7,0.0021342279224854255,4,4,8.728312543213046e-10,96,57
29300,3.120045730249121e-5,7.772597209083909e-9,71,56,1.8097325860111368e-9,48,12,0.0029012966765396904,4,4,9.610091836892432e-10,98,54
29400,4.004854904733579e-5,6.63016923134474e-9,71,58,4.830064903593723e-9,55,64,0.003833976176882984,4,4,5.189171605433918e-10,95,60
29500,1.6993284459433278e-5,9.127047762534646e-9,71,55,1.5373593448622658e-9,51,3,0.001277580175018069,4,4,1.0106598370696052e-9,97,55
29600,2.2096669503517983e-5,4.574475196209016e-9,74,69,4.2893602471977266e-9,48,9,0.0019850724708490993,4,4,3.799319600247819e-10,70,85
29700,3.853176314963678e-5,8.690387505103092e-9,70,54,2.37653862041054e-9,51,97,0.003655856612363155,4,4,9.049401722763251e-10,97,56
29800,2.573643798364623e-5,4.307704951425628e-9,73,65,3.4713887563098123e-9,55,68,0.002397160701609198,4,4,5.144015274502478e-10,99,51
29900,2.002335575117976e-5,8.087144178284267e-9,71,55,3.239324682623168e-9,49,6,0.0016937851799383482,4,4,7.444598947720094e-10,96,57
30000,2.6301529331070086e-5,5.6736173831978265e-9,71,58,1.9692313422275953e-9,48,12,0.002441410385819881,4,4,6.539090918050716e-10,98,54
30100,3.582278193808932e-5,6.311589466345691e-9,71,58,3.397902962470889e-9,51,95,0.003421294569009249,4,4,5.041166551041087e-10,95,60
30200,1.7547905948402254e-5,6.958244662749746e-9,71,57,9.211781754059345e-10,56,89,0.0014709083049668364,4,4,7.303523532481426e-10,98,55
30300,2.0436708819427932e-5,4.871977436066155e-9,73,65,3.300358568034123e-9,48,8,0.0018260367664958946,4,4,3.187888720362908e-10,68,83
30400,3.2269593294684884e-5,6.993037491957732e-9,71,56,1.3620387361371056e-9,51,98,0.0030528421254664103,4,4,6.991688261334672e-10,97,56
30500,2.663714305602752e-5,3.933266516306655e-9,100,100,2.8451349817770755e-9,55,66,0.0025082714940185494,4,4,3.210290401567395e-10,99,51
30600,1.808231980434254e-5,6.837712205470803e-9,71,57,2.0744535993502677e-9,49,5,0.0015367728757757651,4,4,6.112426068766164e-10,96,57
30700,2.3475219089950498e-5,4.311792134274739e-9,72,64,1.8812641609453062e-9,56,63,0.0021715835971371357,4,4,4.3769876698768195e-10,99,52
30800,3.2033187417621925e-5,5.776476779545403e-9,71,58,2.3394157531303472e-9,51,96,0.003049612756520136,4,4,4.5925847499961314e-10,96,58
30900,1.9336699510571506e-5,5.40467421858426e-9,71,59,1.112362944810652e-9,55,89,0.0017253099398032757,4,4,5.262241805498169e-10,98,53
31000,1.9409309543649935e-5,4.83539526995036e-9,72,63,2.4562745032374877e-9,49,8,0.0017318174195464719,4,4,3.1031753035259957e-10,95,61
31100,2.7985098724448285e-5,5.668814059660299e-9,71,58,7.135776899924728e-10,50,3,0.0026372290875102643,4,4,5.299069351719088e-10,97,56
31200,2.6478614834153323e-5,3.8638545999877816e-9,100,100,2.2306486605755405e-9,55,66,0.00250017727829704,4,4,2.7918766604129175e-10,100,96
31300,1.7957991775718e-5,5.7653590269934885e-9,71,59,1.2634004328826443e-9,50,5,0.001566645970066598,4,4,4.947631297713695e-10,97,57
31400,2.1818120837461158e-5,3.745418457150318e-9,100,100,1.6556148986490715e-9,48,10,0.0020107593086157345,4,4,3.002830761822395e-10,99,52
31500,2.8883243251176127e-5,5.182920264842905e-9,71,60,1.5542625797504428e-9,51,96,0.0027393249841501607,4,4,4.0119220359041696e-10,96,58
31600,2.0787837122140537e-5,4.347403573419506e-9,72,63,1.1168796061611364e-9,54,90,0.0019045511197992716,4,4,3.761661208218081e-10,98,55
31700,1.8958956538400998e-5,4.609117486113756e-9,72,63,1.761008743342285e-9,49,7,0.0016981561339803265,4,4,2.9977365294947544e-10,95,61
31800,2.5121159228865067e-5,4.68451199272385e-9,72,62,3.7171901320909306e-10,55,89,0.0023567073346017213,4,4,4.000843189730374e-10,98,54
31900,2.5744728710034026e-5,3.7857147416886505e-9,100,100,1.6800911634140547e-9,55,64,0.0024298942515993066,4,4,2.7738057033557806e-10,100,96
32000,1.8595734272403917e-5,4.901236561570543e-9,72,61,7.273713489158729e-10,50,4,0.0016630917608743817,4,4,3.9381005748073683e-10,97,57
32100,2.082425437764906e-5,3.6610845154105842e-9,100,100,1.37900436729399e-9,48,10,0.0019139654071361081,4,4,2.7234277506782423e-10,100,96
32200,2.638920462942154e-5,4.6241751651757146e-9,72,62,9.940794940682673e-10,49,5,0.00249244183606616,4,4,3.405730402555873e-10,97,58
32300,2.1613464443526526e-5,3.675378991603584e-9,100,100,1.0216636738002993e-9,55,70,0.00200281035497477,4,4,2.722163323747029e-10,100,97
32400,1.8912764170541784e-5,4.3036044311550725e-9,73,65,1.2184652705207744e-9,49,6,0.001705881479360822,4,4,2.7646850867674155e-10,96,59
32500,2.3214539454230477e-5,3.989648817044611e-9,73,66,5.025726466934e-10,53,90,0.002168225300399028,4,4,3.035693198552569e-10,98,54
32600,2.476533254431931e-5,3.741284835753755e-9,75,72,1.2173063997783506e-9,55,64,0.0023332823711245117,4,4,2.7338100012930244e-10,100,96
32700,1.932395232864185e-5,4.235927917456417e-9,73,65,3.7480080671004057e-10,51,3,0.0017570181641394437,4,4,3.1086036696159614e-10,97,57
32800,2.022316546633289e-5,3.5876367857415326e-9,100,100,1.0972882203558187e-9,48,9,0.0018565840580304542,4,4,2.646572570472183e-10,100,97
32900,2.4469536390219912e-5,4.141482900545113e-9,73,66,5.988414477839377e-10,49,5,0.0023015104318161992,4,4,2.8637794999980537e-10,97,58
33000,2.1908249282596746e-5,3.6168251024357168e-9,100,100,8.810562210359585e-10,55,68,0.0020399877318693065,4,4,2.638395162068985e-10,100,97
33100,1.906755012955255e-5,3.9873512061583405e-9,73,67,8.153018321230276e-10,49,6,0.001732651547844245,4,4,2.688742501213981e-10,100,97
33200,2.1927575403296355e-5,3.5943342443015003e-9,100,100,5.258176845324147e-10,53,90,0.0020403558690959547,4,4,2.6940020570256906e-10,100,96
33300,2.3737314801513267e-5,3.632236423960211e-9,75,72,8.641695258687632e-10,51,95,0.0022310881428745004,4,4,2.6816915485103343e-10,100,96
33400,1.986489102028163e-5,3.749262901010797e-9,74,69,2.4562571768194097e-10,57,89,0.0018241002856873396,4,4,2.652711548686848e-10,100,97
33500,1.9857888159096493e-5,3.5209502041375074e-9,100,100,8.41790786382246e-10,49,8,0.0018234819927237422,4,4,2.6060401796604293e-10,100,97
33600,2.3008183672953268e-5,3.749204107762749e-9,74,70,3.3979140508233474e-10,49,4,0.0021556802338402003,4,4,2.686353726272239e-10,100,96
33700,2.1833955112826444e-5,3.552992088907969e-9,100,100,7.198557184368015e-10,55,66,0.0020366890550856773,4,4,2.5748274172510133e-10,100,96
33800,1.926374942423596e-5,3.6952701462991677e-9,74,69,5.173824519852377e-10,49,5,0.0017615853461732383,4,4,2.620914934733931e-10,100,97
33900,2.1034389961579174e-5,3.5152081263173374e-9,100,100,4.890829130577146e-10,52,92,0.0019517987033247665,4,4,2.6096996352115154e-10,100,96
34000,2.2763084725915434e-5,3.5436665841298565e-9,100,100,5.910387075591661e-10,51,96,0.002134017859527389,4,4,2.623954959563024e-10,100,96
34100,2.0155111086877462e-5,3.484123540023476e-9,100,100,2.913751982747126e-10,55,89,0.0018612326058625734,4,4,2.5786526993559766e-10,100,97
34200,1.9625205267332455e-5,3.458282756517439e-9,100,100,6.230856941513707e-10,49,8,0.001804127385470686,4,4,2.5592942088509263e-10,100,97
34300,2.1891671099099267e-5,3.500338278776549e-9,100,100,1.7847814632460102e-10,51,3,0.0020442020669631062,4,4,2.6079375985144093e-10,100,96
34400,2.1531900517198524e-5,3.4865739826500652e-9,100,100,5.62506921250594e-10,55,64,0.002008984271891707,4,4,2.5414967005921163e-10,100,96
34500,1.9406505585986512e-5,3.4442745964341492e-9,74,71,3.1293899242779144e-10,50,4,0.001783169365657147,4,4,2.556351805585444e-10,100,97
34600,2.038945350903812e-5,3.4428886564602523e-9,100,100,4.257234243951191e-10,55,61,0.001888510225720474,4,4,2.5388745533011514e-10,100,96
34700,2.1885300260488536e-5,3.467318862582225e-9,100,100,3.9117833711826977e-10,49,5,0.002046592573556753,4,4,2.5646881016486156e-10,100,96
34800,2.0219620496652517e-5,3.4264882424472898e-9,100,100,2.8951878047744906e-10,54,91,0.0018729960453296702,4,4,2.513368866328969e-10,100,97
34900,1.9453654352378822e-5,3.3979053303684337e-9,100,100,4.432604092802217e-10,49,7,0.0017910082892502572,4,4,2.5095853043236027e-10,100,97
35000,2.1025170206853192e-5,3.4244057632928926e-9,100,100,1.0791172816437822e-10,57,90,0.001957957596602895,4,4,2.5376391309464563e-10,100,96
35100,2.1105075945831016e-5,3.4194043265281526e-9,100,100,4.224652416090491e-10,54,64,0.001968062106859666,4,4,2.5010298389596675e-10,100,96
35200,1.9454499081392584e-5,3.3758762339394788e-9,100,100,1.795189301032063e-10,51,4,0.001793630234113318,4,4,2.495707590241536e-10,100,97
35300,1.989889972596695e-5,3.375428627577781e-9,100,100,3.5192343310341823e-10,49,10,0.0018411739221807055,4,4,2.47791900713501e-10,100,96
35400,2.11127836037341e-5,3.3942496495756314e-9,100,100,2.515406207978521e-10,49,5,0.0019698492019105942,4,4,2.506278357593261e-10,100,96
35500,2.011007450982112e-5,3.366695496172245e-9,100,100,2.632491030718498e-10,53,91,0.0018657671093503683,4,4,2.4549840155554947e-10,100,97
35600,1.92956620614431e-5,3.338801390743995e-9,100,100,3.0677977866377937e-10,49,6,0.001779092768219384,4,4,2.4590219790954215e-10,100,97
35700,2.0335644820659102e-5,3.3534140724683636e-9,100,100,1.368678607949203e-10,55,90,0.0018897991276467844,4,4,2.474430946600159e-10,100,96
35800,2.0621393027003058e-5,3.3526643119716204e-9,100,100,3.07490932022203e-10,51,95,0.001921145054782745,4,4,2.456549629513416e-10,100,96
35900,1.94005625403812e-5,3.318884955923196e-9,100,100,8.963289138685937e-11,50,3,0.0017926741860566165,4,4,2.4389990678150286e-10,100,97
36000,1.9501198757267902e-5,3.3114207235659943e-9,100,100,2.781561456860482e-10,49,8,0.0018035200100702596,4,4,2.42399698403839e-10,100,96
36100,2.0437600477061555e-5,3.3244134823445792e-9,100,100,1.5055685777948247e-10,50,5,0.0019030788557717682,4,4,2.4499714236514425e-10,100,96
36200,1.9878552954391014e-5,3.305886201940278e-9,100,100,2.2357770496084228e-10,53,91,0.0018454428314266802,4,4,2.4061171024353234e-10,100,96
36300,1.9122846897309277e-5,3.2804308193468135e-9,100,100,2.0409771789298148e-10,50,6,0.0017654031322391949,4,4,2.408888527018205e-10,100,97
36400,1.976910601954812e-5,3.2863659623488806e-9,100,100,1.3958611003173083e-10,53,90,0.00183434156828208,4,4,2.41711262116695e-10,100,96
36500,2.0122091502879243e-5,3.287060173530476e-9,100,100,2.1791908902391022e-10,51,95,0.001872576182620805,4,4,2.4102041673232377e-10,100,96
36600,1.9255451917328037e-5,3.261119620873165e-9,100,100,6.568581789601069e-11,58,89,0.0017817380344489887,4,4,2.38590685836676e-10,100,97
36700,1.915575828041938e-5,3.2498873097849823e-9,100,100,2.133188643088646e-10,49,8,0.0017713304803168343,4,4,2.3749775453565936e-10,100,96
36800,1.9845085096616593e-5,3.2575723628996966e-9,100,100,8.365836148827022e-11,51,3,0.0018448436789462695,4,4,2.396280600162892e-10,100,96
36900,1.9568169081713582e-5,3.24489474005929e-9,100,100,1.8142853192015806e-10,54,64,0.0018167288129865367,4,4,2.3670327373506717e-10,100,96
37000,1.8921293867701058e-5,3.2225611779762575e-9,100,100,1.2821340343582843e-10,50,6,0.0017485102270771284,4,4,2.359897837041214e-10,100,97
37100,1.928653896727178e-5,3.2224436521954836e-9,100,100,1.2792734926936333e-10,53,92,0.0017876220858005318,4,4,2.364521143986831e-10,100,96
37200,1.962999529943595e-5,3.2229698458674516e-9,100,100,1.4913545398620442e-10,49,7,0.0018247503395886098,4,4,2.3634010330383926e-10,100,96
37300,1.9037054010125956e-5,3.203049625012666e-9,100,100,7.619733663477568e-11,56,89,0.0017628828270214094,4,4,2.3359680596107824e-10,100,97
37400,1.8836235214613487e-5,3.190175561218478e-9,100,100,1.5719306759032214e-10,49,8,0.0017418351453602503,4,4,2.3293188905482154e-10,100,96
37500,1.931929459269797e-5,3.193406383945885e-9,100,100,5.7984219856144215e-11,100,97,0.0017935382205620562,4,4,2.3452834336037953e-10,100,96
37600,1.9211168715606962e-5,3.184305075697169e-9,100,100,1.416613285010193e-10,52,93,0.001783078053631103,4,4,2.326114426944026e-10,100,96
37700,1.8686982210518618e-5,3.1651375262051196e-9,100,100,7.82972194024456e-11,51,4,0.0017280323767075196,4,4,2.3123883407041856e-10,100,97
37800,1.8860071437743917e-5,3.161008774177354e-9,100,100,1.0989675142125677e-10,52,92,0.0017467650620163822,4,4,2.3156367578644477e-10,100,96
37900,1.915613699686793e-5,3.160553095279961e-9,100,100,9.917160929268087e-11,50,5,0.001778824579287669,4,4,2.3170092884258753e-10,100,96
38000,1.8764201456394933e-5,3.145075482165194e-9,100,100,7.504034199579124e-11,55,91,0.001738186025453749,4,4,2.292082955726582e-10,100,96
38100,1.8526337077724784e-5,3.131869337653914e-9,100,100,1.1128947416394475e-10,50,8,0.0017133108747159342,4,4,2.2859510074788036e-10,100,96
