title="d2z6      Re=1000     iterations=123001 "
 zone t="d2z6"variables=u/U,Y
-0.000128 0.000000
-0.004913 0.004505
-0.014690 0.009009
-0.024118 0.013514
-0.033612 0.018018
-0.042643 0.022523
-0.052012 0.027027
-0.060806 0.031532
-0.070198 0.036036
-0.078918 0.040541
-0.088467 0.045045
-0.097269 0.049550
-0.107079 0.054054
-0.116094 0.058559
-0.126231 0.063063
-0.135550 0.067568
-0.146030 0.072072
-0.155689 0.076577
-0.166474 0.081081
-0.176450 0.085586
-0.187450 0.090090
-0.197660 0.094595
-0.208735 0.099099
-0.219047 0.103604
-0.230020 0.108108
-0.240262 0.112613
-0.250930 0.117117
-0.260904 0.121622
-0.271048 0.126126
-0.280540 0.130631
-0.289939 0.135135
-0.298735 0.139640
-0.307178 0.144144
-0.315073 0.148649
-0.322367 0.153153
-0.329179 0.157658
-0.335167 0.162162
-0.340745 0.166667
-0.345312 0.171171
-0.349550 0.175676
-0.352634 0.180180
-0.355477 0.184685
-0.357071 0.189189
-0.358518 0.193694
-0.358674 0.198198
-0.358777 0.202703
-0.357597 0.207207
-0.356458 0.211712
-0.354087 0.216216
-0.351846 0.220721
-0.348459 0.225225
-0.345282 0.229730
-0.341070 0.234234
-0.337139 0.238739
-0.332294 0.243243
-0.327792 0.247748
-0.322499 0.252252
-0.317597 0.256757
-0.312020 0.261261
-0.306873 0.265766
-0.301153 0.270270
-0.295889 0.274775
-0.290137 0.279279
-0.284861 0.283784
-0.279160 0.288288
-0.273949 0.292793
-0.268356 0.297297
-0.263260 0.301802
-0.257807 0.306306
-0.252859 0.310811
-0.247560 0.315315
-0.242771 0.319820
-0.237626 0.324324
-0.232995 0.328829
-0.227994 0.333333
-0.223511 0.337838
-0.218634 0.342342
-0.214283 0.346847
-0.209512 0.351351
-0.205272 0.355856
-0.200584 0.360360
-0.196436 0.364865
-0.191810 0.369369
-0.187733 0.373874
-0.183151 0.378378
-0.179128 0.382883
-0.174574 0.387387
-0.170588 0.391892
-0.166050 0.396396
-0.162088 0.400901
-0.157555 0.405405
-0.153607 0.409910
-0.149071 0.414414
-0.145129 0.418919
-0.140585 0.423423
-0.136642 0.427928
-0.132087 0.432432
-0.128139 0.436937
-0.123570 0.441441
-0.119614 0.445946
-0.115030 0.450450
-0.111065 0.454955
-0.106466 0.459459
-0.102489 0.463964
-0.097874 0.468468
-0.093886 0.472973
-0.089256 0.477477
-0.085255 0.481982
-0.080610 0.486486
-0.076596 0.490991
-0.071937 0.495495
-0.067909 0.500000
-0.063236 0.504505
-0.059194 0.509009
-0.054506 0.513514
-0.050450 0.518018
-0.045748 0.522523
-0.041676 0.527027
-0.036958 0.531532
-0.032870 0.536036
-0.028136 0.540541
-0.024030 0.545045
-0.019280 0.549550
-0.015154 0.554054
-0.010386 0.558559
-0.006239 0.563063
-0.001452 0.567568
0.002719 0.572072
0.007526 0.576577
0.011722 0.581081
0.016552 0.585586
0.020776 0.590090
0.025629 0.594595
0.029885 0.599099
0.034764 0.603604
0.039054 0.608108
0.043961 0.612613
0.048289 0.617117
0.053226 0.621622
0.057596 0.626126
0.062566 0.630631
0.066980 0.635135
0.071987 0.639640
0.076451 0.644144
0.081497 0.648649
0.086014 0.653153
0.091102 0.657658
0.095678 0.662162
0.100813 0.666667
0.105451 0.671171
0.110635 0.675676
0.115342 0.680180
0.120579 0.684685
0.125359 0.689189
0.130651 0.693694
0.135508 0.698198
0.140859 0.702703
0.145797 0.707207
0.151209 0.711712
0.156232 0.716216
0.161705 0.720721
0.166814 0.725225
0.172347 0.729730
0.177544 0.734234
0.183135 0.738739
0.188418 0.743243
0.194062 0.747748
0.199428 0.752252
0.205116 0.756757
0.210559 0.761261
0.216281 0.765766
0.221791 0.770270
0.227530 0.774775
0.233095 0.779279
0.238833 0.783784
0.244435 0.788288
0.250146 0.792793
0.255764 0.797297
0.261419 0.801802
0.267028 0.806306
0.272592 0.810811
0.278162 0.815315
0.283596 0.819820
0.289091 0.824324
0.294352 0.828829
0.299733 0.833333
0.304773 0.837838
0.309999 0.842342
0.314766 0.846847
0.319791 0.851351
0.324233 0.855856
0.329014 0.860360
0.333080 0.864865
0.337576 0.869369
0.341225 0.873874
0.345415 0.878378
0.348629 0.882883
0.352536 0.887387
0.355355 0.891892
0.359096 0.896396
0.361683 0.900901
0.365567 0.905405
0.368320 0.909910
0.372992 0.914414
0.376715 0.918919
0.383357 0.923423
0.389473 0.927928
0.400000 0.932432
0.410741 0.936937
0.427887 0.941441
0.446301 0.945946
0.473391 0.950450
0.502943 0.954955
0.543105 0.959459
0.586596 0.963964
0.641198 0.968468
0.698820 0.972973
0.765138 0.977477
0.831835 0.981982
0.900584 0.986486
0.963920 0.990991
