title="d2z6      Re=86000     iterations=125001 "
 zone t="d2z6"variables=u/U,Y
0.000030 0.000000
0.020343 0.002283
0.039056 0.004566
0.036627 0.006849
0.032400 0.009132
0.034062 0.011416
0.033659 0.013699
0.036167 0.015982
0.036165 0.018265
0.039283 0.020548
0.039697 0.022831
0.043435 0.025114
0.044124 0.027397
0.048032 0.029680
0.046596 0.031963
0.045984 0.034247
0.036304 0.036530
0.028951 0.038813
0.014641 0.041096
0.004913 0.043379
-0.010546 0.045662
-0.020584 0.047945
-0.032021 0.050228
-0.037660 0.052511
-0.042578 0.054795
-0.043717 0.057078
-0.044395 0.059361
-0.042214 0.061644
-0.039434 0.063927
-0.034367 0.066210
-0.029684 0.068493
-0.024488 0.070776
-0.021053 0.073059
-0.019514 0.075342
-0.021028 0.077626
-0.025550 0.079909
-0.031985 0.082192
-0.042416 0.084475
-0.055034 0.086758
-0.073893 0.089041
-0.093891 0.091324
-0.119643 0.093607
-0.144817 0.095890
-0.174689 0.098174
-0.202112 0.100457
-0.232009 0.102740
-0.258017 0.105023
-0.284075 0.107306
-0.305419 0.109589
-0.324919 0.111872
-0.339855 0.114155
-0.351266 0.116438
-0.359534 0.118721
-0.364716 0.121005
-0.368255 0.123288
-0.368799 0.125571
-0.367393 0.127854
-0.364227 0.130137
-0.358858 0.132420
-0.354607 0.134703
-0.349783 0.136986
-0.347390 0.139269
-0.344431 0.141553
-0.342836 0.143836
-0.339251 0.146119
-0.336511 0.148402
-0.331784 0.150685
-0.328990 0.152968
-0.325606 0.155251
-0.324320 0.157534
-0.323218 0.159817
-0.323268 0.162100
-0.323301 0.164384
-0.323761 0.166667
-0.323931 0.168950
-0.324435 0.171233
-0.324195 0.173516
-0.324266 0.175799
-0.323390 0.178082
-0.323121 0.180365
-0.321737 0.182648
-0.320996 0.184932
-0.319664 0.187215
-0.319040 0.189498
-0.318918 0.191781
-0.318464 0.194064
-0.318820 0.196347
-0.317938 0.198630
-0.318736 0.200913
-0.318116 0.203196
-0.321056 0.205479
-0.320606 0.207763
-0.322398 0.210046
-0.318638 0.212329
-0.317670 0.214612
-0.312961 0.216895
-0.310986 0.219178
-0.301657 0.221461
-0.295413 0.223744
-0.282360 0.226027
-0.268601 0.228311
-0.248774 0.230594
-0.227018 0.232877
-0.202775 0.235160
-0.173897 0.237443
-0.146423 0.239726
-0.112181 0.242009
-0.086859 0.244292
-0.053163 0.246575
-0.026716 0.248858
0.005789 0.251142
0.020421 0.253425
0.047432 0.255708
0.059173 0.257991
0.078681 0.260274
0.082126 0.262557
0.094848 0.264840
0.093406 0.267123
0.099819 0.269406
0.094644 0.271689
0.097989 0.273973
0.092425 0.276256
0.094903 0.278539
0.089805 0.280822
0.091482 0.283105
0.086277 0.285388
0.086528 0.287671
0.081043 0.289954
0.079687 0.292237
0.073996 0.294521
0.071584 0.296804
0.065800 0.299087
0.062898 0.301370
