title="d2z6      Re=86000     iterations=30001 "
 zone t="d2z6"variables=u/U,Y
-0.000020 0.000000
-0.001862 0.002283
-0.004926 0.004566
-0.007036 0.006849
-0.008461 0.009132
-0.009507 0.011416
-0.010199 0.013699
-0.010733 0.015982
-0.011054 0.018265
-0.011320 0.020548
-0.011449 0.022831
-0.011581 0.025114
-0.011626 0.027397
-0.011697 0.029680
-0.011699 0.031963
-0.011739 0.034247
-0.011724 0.036530
-0.011755 0.038813
-0.011742 0.041096
-0.011773 0.043379
-0.011755 0.045662
-0.011775 0.047945
-0.011757 0.050228
-0.011779 0.052511
-0.011770 0.054795
-0.011798 0.057078
-0.011786 0.059361
-0.011800 0.061644
-0.011790 0.063927
-0.011807 0.066210
-0.011805 0.068493
-0.011832 0.070776
-0.011827 0.073059
-0.011835 0.075342
-0.011834 0.077626
-0.011845 0.079909
-0.011851 0.082192
-0.011874 0.084475
-0.011877 0.086758
-0.011878 0.089041
-0.011888 0.091324
-0.011890 0.093607
-0.011905 0.095890
-0.011923 0.098174
-0.011934 0.100457
-0.011929 0.102740
-0.011949 0.105023
-0.011943 0.107306
-0.011965 0.109589
-0.011978 0.111872
-0.011997 0.114155
-0.011987 0.116438
-0.012016 0.118721
-0.012000 0.121005
-0.012030 0.123288
-0.012039 0.125571
-0.012063 0.127854
-0.012049 0.130137
-0.012086 0.132420
-0.012062 0.134703
-0.012098 0.136986
-0.012103 0.139269
-0.012131 0.141553
-0.012115 0.143836
-0.012158 0.146119
-0.012126 0.148402
-0.012167 0.150685
-0.012170 0.152968
-0.012200 0.155251
-0.012184 0.157534
-0.012229 0.159817
-0.012192 0.162100
-0.012235 0.164384
-0.012238 0.166667
-0.012267 0.168950
-0.012252 0.171233
-0.012297 0.173516
-0.012258 0.175799
-0.012300 0.178082
-0.012304 0.180365
-0.012330 0.182648
-0.012319 0.184932
-0.012361 0.187215
-0.012321 0.189498
-0.012361 0.191781
-0.012366 0.194064
-0.012385 0.196347
-0.012379 0.198630
-0.012418 0.200913
-0.012378 0.203196
-0.012414 0.205479
-0.012419 0.207763
-0.012430 0.210046
-0.012430 0.212329
-0.012464 0.214612
-0.012424 0.216895
-0.012457 0.219178
-0.012459 0.221461
-0.012462 0.223744
-0.012468 0.226027
-0.012495 0.228311
-0.012457 0.230594
-0.012485 0.232877
-0.012482 0.235160
-0.012476 0.237443
-0.012487 0.239726
-0.012507 0.242009
-0.012471 0.244292
-0.012494 0.246575
-0.012487 0.248858
-0.012471 0.251142
-0.012485 0.253425
-0.012496 0.255708
-0.012463 0.257991
-0.012480 0.260274
-0.012470 0.262557
-0.012444 0.264840
-0.012460 0.267123
-0.012460 0.269406
-0.012433 0.271689
-0.012441 0.273973
-0.012429 0.276256
-0.012391 0.278539
-0.012408 0.280822
-0.012395 0.283105
-0.012377 0.285388
-0.012374 0.287671
-0.012361 0.289954
-0.012310 0.292237
-0.012328 0.294521
-0.012300 0.296804
-0.012292 0.299087
-0.012274 0.301370
-0.012263 0.303653
-0.012196 0.305936
-0.012216 0.308219
-0.012171 0.310502
