title="d2z6      Re=86000     iterations=385001 "
 zone t="d2z6"variables=X,v/U
0.001370 0.000000
0.004110 0.013791
0.006849 0.069028
0.009589 0.103069
0.012329 0.122872
0.015068 0.131807
0.017808 0.138468
0.020548 0.149431
0.023288 0.161755
0.026027 0.175692
0.028767 0.192909
0.031507 0.210219
0.034247 0.226934
0.036986 0.243241
0.039726 0.257364
0.042466 0.268458
0.045205 0.279114
0.047945 0.289019
0.050685 0.296262
0.053425 0.300741
0.056164 0.303265
0.058904 0.304413
0.061644 0.304831
0.064384 0.303910
0.067123 0.301839
0.069863 0.299666
0.072603 0.296680
0.075342 0.292833
0.078082 0.289358
0.080822 0.285693
0.083562 0.281886
0.086301 0.279456
0.089041 0.277874
0.091781 0.276676
0.094521 0.276829
0.097260 0.277251
0.100000 0.276829
0.102740 0.276540
0.105479 0.275867
0.108219 0.274078
0.110959 0.272337
0.113699 0.270789
0.116438 0.268446
0.119178 0.266576
0.121918 0.265011
0.124658 0.263042
0.127397 0.261224
0.130137 0.259749
0.132877 0.257821
0.135616 0.255629
0.138356 0.254113
0.141096 0.251346
0.143836 0.249448
0.146575 0.246433
0.149315 0.244687
0.152055 0.240712
0.154795 0.239450
0.157534 0.235170
0.160274 0.233624
0.163014 0.229559
0.165753 0.227935
0.168493 0.223931
0.171233 0.222031
0.173973 0.218775
0.176712 0.216142
0.179452 0.213469
0.182192 0.210878
0.184932 0.208075
0.187671 0.205798
0.190411 0.203101
0.193151 0.200964
0.195890 0.198278
0.198630 0.196656
0.201370 0.193869
0.204110 0.192447
0.206849 0.190200
0.209589 0.188625
0.212329 0.186729
0.215068 0.185616
0.217808 0.183603
0.220548 0.182812
0.223288 0.181163
0.226027 0.180178
0.228767 0.178680
0.231507 0.177869
0.234247 0.176071
0.236986 0.175144
0.239726 0.173526
0.242466 0.172098
0.245205 0.170512
0.247945 0.169183
0.250685 0.167409
0.253425 0.166152
0.256164 0.164767
0.258904 0.163454
0.261644 0.162263
0.264384 0.161477
0.267123 0.160182
0.269863 0.159778
0.272603 0.158773
0.275342 0.158503
0.278082 0.157579
0.280822 0.157706
0.283562 0.156724
0.286301 0.156910
0.289041 0.156246
0.291781 0.156274
0.294521 0.155694
0.297260 0.155891
0.300000 0.155204
0.302740 0.155392
0.305479 0.154855
0.308219 0.154908
0.310959 0.154296
0.313699 0.154487
0.316438 0.153646
0.319178 0.153774
0.321918 0.152951
0.324658 0.152860
0.327397 0.151863
0.330137 0.151836
0.332877 0.150500
0.335616 0.150407
0.338356 0.149070
0.341096 0.148786
0.343836 0.147397
0.346575 0.147263
0.349315 0.145721
0.352055 0.145637
0.354795 0.144197
0.357534 0.143935
0.360274 0.142454
0.363014 0.142150
0.365753 0.140467
0.368493 0.140017
0.371233 0.138390
0.373973 0.137754
0.376712 0.136199
0.379452 0.135669
0.382192 0.134155
0.384932 0.133774
0.387671 0.132487
0.390411 0.132294
0.393151 0.131214
0.395890 0.131418
0.398630 0.130516
0.401370 0.131117
0.404110 0.130442
0.406849 0.131388
0.409589 0.130801
0.412329 0.132014
0.415068 0.131341
0.417808 0.132615
0.420548 0.131626
0.423288 0.132782
0.426027 0.131316
0.428767 0.132151
0.431507 0.130232
0.434247 0.130763
0.436986 0.128358
0.439726 0.128769
0.442466 0.125934
0.445205 0.126244
0.447945 0.123007
0.450685 0.123329
0.453425 0.119518
0.456164 0.119902
0.458904 0.115606
0.461644 0.115799
0.464384 0.111159
0.467123 0.111214
0.469863 0.106243
0.472603 0.106323
0.475342 0.101366
0.478082 0.101443
0.480822 0.096675
0.483562 0.096905
0.486301 0.092102
0.489041 0.092474
0.491781 0.087635
0.494521 0.087925
0.497260 0.083029
0.500000 0.083302
0.502740 0.078191
0.505479 0.078438
0.508219 0.073263
0.510959 0.073333
0.513699 0.068146
0.516438 0.068188
0.519178 0.062938
0.521918 0.062961
0.524658 0.057846
0.527397 0.057732
0.530137 0.052698
0.532877 0.052499
0.535616 0.047362
0.538356 0.046885
0.541096 0.041596
0.543836 0.040690
0.546575 0.035081
0.549315 0.033806
0.552055 0.027801
0.554795 0.026113
0.557534 0.019710
0.560274 0.017442
0.563014 0.010669
0.565753 0.007600
0.568493 0.000223
0.571233 -0.003432
0.573973 -0.011713
0.576712 -0.016160
0.579452 -0.025051
0.582192 -0.030303
0.584932 -0.040048
0.587671 -0.045734
0.590411 -0.056121
0.593151 -0.062362
0.595890 -0.072997
0.598630 -0.079453
0.601370 -0.090386
0.604110 -0.096657
0.606849 -0.107377
0.609589 -0.113522
0.612329 -0.123857
0.615068 -0.129215
0.617808 -0.139200
0.620548 -0.143817
0.623288 -0.152929
0.626027 -0.156742
0.628767 -0.165260
0.631507 -0.167856
0.634247 -0.175735
0.636986 -0.177570
0.639726 -0.184453
0.642466 -0.185513
0.645205 -0.191900
0.647945 -0.191991
0.650685 -0.197865
0.653425 -0.197564
0.656164 -0.202826
0.658904 -0.202087
0.661644 -0.207459
0.664384 -0.206252
0.667123 -0.211651
0.669863 -0.210785
0.672603 -0.215789
0.675342 -0.215016
0.678082 -0.219839
0.680822 -0.218729
0.683562 -0.222810
0.686301 -0.221904
0.689041 -0.224976
0.691781 -0.223925
0.694521 -0.226678
0.697260 -0.225373
0.700000 -0.227828
0.702740 -0.227327
0.705479 -0.229629
0.708219 -0.229684
0.710959 -0.232226
0.713699 -0.232069
0.716438 -0.233967
0.719178 -0.233468
0.721918 -0.233942
0.724658 -0.232544
0.727397 -0.232135
0.730137 -0.229873
0.732877 -0.229006
0.735616 -0.226894
0.738356 -0.225924
0.741096 -0.224131
0.743836 -0.223828
0.746575 -0.222005
0.749315 -0.222252
0.752055 -0.220808
0.754795 -0.220982
0.757534 -0.219943
0.760274 -0.220395
0.763014 -0.219292
0.765753 -0.220093
0.768493 -0.219416
0.771233 -0.219948
0.773973 -0.219900
0.776712 -0.220543
0.779452 -0.220398
0.782192 -0.221488
0.784932 -0.221392
0.787671 -0.222392
0.790411 -0.222539
0.793151 -0.223668
0.795890 -0.223617
0.798630 -0.224905
0.801370 -0.225070
0.804110 -0.226057
0.806849 -0.226334
0.809589 -0.227596
0.812329 -0.227533
0.815068 -0.228701
0.817808 -0.229255
0.820548 -0.229632
0.823288 -0.230500
0.826027 -0.231289
0.828767 -0.231552
0.831507 -0.232726
0.834247 -0.233513
0.836986 -0.233938
0.839726 -0.235740
0.842466 -0.236484
0.845205 -0.238600
0.847945 -0.241462
0.850685 -0.244147
0.853425 -0.249515
0.856164 -0.252579
0.858904 -0.259781
0.861644 -0.262005
0.864384 -0.268910
0.867123 -0.270121
0.869863 -0.274419
0.872603 -0.274202
0.875342 -0.275924
0.878082 -0.274521
0.880822 -0.274239
0.883562 -0.272519
0.886301 -0.271923
0.889041 -0.272008
0.891781 -0.273539
0.894521 -0.275082
0.897260 -0.275473
0.900000 -0.274268
0.902740 -0.273109
0.905479 -0.271438
0.908219 -0.270504
0.910959 -0.269020
0.913699 -0.267270
0.916438 -0.265259
0.919178 -0.263407
0.921918 -0.262459
0.924658 -0.262898
0.927397 -0.262938
0.930137 -0.264314
0.932877 -0.266143
0.935616 -0.268057
0.938356 -0.270175
0.941096 -0.273388
0.943836 -0.276249
0.946575 -0.277912
0.949315 -0.281076
0.952055 -0.282968
0.954795 -0.283875
0.957534 -0.285904
0.960274 -0.288364
0.963014 -0.288969
0.965753 -0.291763
0.968493 -0.293858
0.971233 -0.295288
0.973973 -0.297281
0.976712 -0.299138
0.979452 -0.299160
0.982192 -0.298299
0.984932 -0.296103
0.987671 -0.290186
0.990411 -0.276641
0.993151 -0.228341
0.995890 -0.107238
0.998630 -0.000010
