title="d2z6      Re=86000     iterations=345001 "
 zone t="d2z6"variables=X,v/U
0.001370 0.000000
0.004110 -0.001180
0.006849 0.003876
0.009589 0.013759
0.012329 0.018899
0.015068 0.021851
0.017808 0.023068
0.020548 0.024500
0.023288 0.031633
0.026027 0.036815
0.028767 0.047357
0.031507 0.054828
0.034247 0.066221
0.036986 0.075733
0.039726 0.090808
0.042466 0.101654
0.045205 0.119642
0.047945 0.133936
0.050685 0.152531
0.053425 0.167858
0.056164 0.185965
0.058904 0.198959
0.061644 0.213125
0.064384 0.222773
0.067123 0.231238
0.069863 0.237820
0.072603 0.243363
0.075342 0.246938
0.078082 0.249652
0.080822 0.250621
0.083562 0.250226
0.086301 0.249826
0.089041 0.248254
0.091781 0.245482
0.094521 0.243006
0.097260 0.240530
0.100000 0.238622
0.102740 0.237664
0.105479 0.235875
0.108219 0.233221
0.110959 0.230364
0.113699 0.226325
0.116438 0.221426
0.119178 0.216811
0.121918 0.212680
0.124658 0.209547
0.127397 0.208175
0.130137 0.207858
0.132877 0.206626
0.135616 0.204729
0.138356 0.202396
0.141096 0.198047
0.143836 0.193489
0.146575 0.189834
0.149315 0.186563
0.152055 0.186499
0.154795 0.188595
0.157534 0.190632
0.160274 0.194709
0.163014 0.200485
0.165753 0.207837
0.168493 0.218112
0.171233 0.229728
0.173973 0.241923
0.176712 0.254031
0.179452 0.264902
0.182192 0.274174
0.184932 0.281086
0.187671 0.285716
0.190411 0.288549
0.193151 0.289766
0.195890 0.289358
0.198630 0.289349
0.201370 0.287673
0.204110 0.286386
0.206849 0.285072
0.209589 0.282311
0.212329 0.278231
0.215068 0.273898
0.217808 0.267563
0.220548 0.262576
0.223288 0.257003
0.226027 0.252067
0.228767 0.248685
0.231507 0.246753
0.234247 0.243981
0.236986 0.242263
0.239726 0.239712
0.242466 0.236271
0.245205 0.232280
0.247945 0.227128
0.250685 0.220928
0.253425 0.214962
0.256164 0.208119
0.258904 0.200997
0.261644 0.194514
0.264384 0.188371
0.267123 0.183073
0.269863 0.179544
0.272603 0.176635
0.275342 0.174600
0.278082 0.173860
0.280822 0.173177
0.283562 0.173098
0.286301 0.173837
0.289041 0.174205
0.291781 0.175275
0.294521 0.176026
0.297260 0.176835
0.300000 0.176849
0.302740 0.177260
0.305479 0.175815
0.308219 0.175716
0.310959 0.173253
0.313699 0.173151
0.316438 0.170111
0.319178 0.170116
0.321918 0.165187
0.324658 0.163477
0.327397 0.156420
0.330137 0.152988
0.332877 0.146121
0.335616 0.144613
0.338356 0.139978
0.341096 0.142903
0.343836 0.138384
0.346575 0.143257
0.349315 0.137292
0.352055 0.141113
0.354795 0.134781
0.357534 0.134412
0.360274 0.130112
0.363014 0.125439
0.365753 0.124690
0.368493 0.119729
0.371233 0.120866
0.373973 0.118403
0.376712 0.118941
0.379452 0.117183
0.382192 0.116948
0.384932 0.114463
0.387671 0.114277
0.390411 0.111844
0.393151 0.111561
0.395890 0.109634
0.398630 0.109221
0.401370 0.107317
0.404110 0.106454
0.406849 0.103959
0.409589 0.101923
0.412329 0.098177
0.415068 0.094778
0.417808 0.089371
0.420548 0.084901
0.423288 0.078446
0.426027 0.073424
0.428767 0.066941
0.431507 0.062124
0.434247 0.056639
0.436986 0.052506
0.439726 0.048916
0.442466 0.045625
0.445205 0.043397
0.447945 0.040799
0.450685 0.038912
0.453425 0.036448
0.456164 0.034700
0.458904 0.032035
0.461644 0.030104
0.464384 0.027378
0.467123 0.025221
0.469863 0.022343
0.472603 0.020101
0.475342 0.017491
0.478082 0.014499
0.480822 0.012963
0.483562 0.008682
0.486301 0.008336
0.489041 0.003226
0.491781 0.003139
0.494521 -0.001452
0.497260 -0.002451
0.500000 -0.005637
0.502740 -0.007820
0.505479 -0.009536
0.508219 -0.012640
0.510959 -0.013404
0.513699 -0.016443
0.516438 -0.017285
0.519178 -0.019314
0.521918 -0.020560
0.524658 -0.021477
0.527397 -0.023360
0.530137 -0.023120
0.532877 -0.026202
0.535616 -0.025319
0.538356 -0.028898
0.541096 -0.028495
0.543836 -0.031020
0.546575 -0.031784
0.549315 -0.031749
0.552055 -0.034946
0.554795 -0.030809
0.557534 -0.037776
0.560274 -0.029221
0.563014 -0.039498
0.565753 -0.027627
0.568493 -0.039592
0.571233 -0.026482
0.573973 -0.037722
0.576712 -0.026002
0.579452 -0.034074
0.582192 -0.025965
0.584932 -0.029447
0.587671 -0.026275
0.590411 -0.024639
0.593151 -0.026401
0.595890 -0.020786
0.598630 -0.025466
0.601370 -0.018379
0.604110 -0.023659
0.606849 -0.017216
0.609589 -0.021725
0.612329 -0.017312
0.615068 -0.020386
0.617808 -0.018028
0.620548 -0.020299
0.623288 -0.019020
0.626027 -0.020558
0.628767 -0.021549
0.631507 -0.020120
0.634247 -0.025945
0.636986 -0.019991
0.639726 -0.030942
0.642466 -0.020590
0.645205 -0.035873
0.647945 -0.021150
0.650685 -0.040113
0.653425 -0.022028
0.656164 -0.042832
0.658904 -0.023173
0.661644 -0.044264
0.664384 -0.024350
0.667123 -0.044204
0.669863 -0.026835
0.672603 -0.042429
0.675342 -0.030532
0.678082 -0.040538
0.680822 -0.034035
0.683562 -0.039176
0.686301 -0.037136
0.689041 -0.038233
0.691781 -0.038867
0.694521 -0.038906
0.697260 -0.039112
0.700000 -0.041100
0.702740 -0.040396
0.705479 -0.044530
0.708219 -0.044049
0.710959 -0.049848
0.713699 -0.050051
0.716438 -0.056183
0.719178 -0.058286
0.721918 -0.062884
0.724658 -0.067056
0.727397 -0.070779
0.730137 -0.075427
0.732877 -0.079301
0.735616 -0.084439
0.738356 -0.088176
0.741096 -0.093732
0.743836 -0.098282
0.746575 -0.103238
0.749315 -0.108733
0.752055 -0.113829
0.754795 -0.119090
0.757534 -0.124623
0.760274 -0.130085
0.763014 -0.135260
0.765753 -0.141012
0.768493 -0.146405
0.771233 -0.151557
0.773973 -0.157332
0.776712 -0.162443
0.779452 -0.167484
0.782192 -0.172919
0.784932 -0.177922
0.787671 -0.182532
0.790411 -0.187749
0.793151 -0.192427
0.795890 -0.196684
0.798630 -0.201615
0.801370 -0.206064
0.804110 -0.209881
0.806849 -0.214707
0.809589 -0.218891
0.812329 -0.222592
0.815068 -0.227221
0.817808 -0.231381
0.820548 -0.235004
0.823288 -0.239652
0.826027 -0.243910
0.828767 -0.247366
0.831507 -0.252252
0.834247 -0.256295
0.836986 -0.260072
0.839726 -0.264482
0.842466 -0.268922
0.845205 -0.272186
0.847945 -0.276715
0.850685 -0.280775
0.853425 -0.283983
0.856164 -0.288101
0.858904 -0.291853
0.861644 -0.294979
0.864384 -0.298319
0.867123 -0.302279
0.869863 -0.304428
0.872603 -0.308116
0.875342 -0.310922
0.878082 -0.313773
0.880822 -0.315996
0.883562 -0.319698
0.886301 -0.321506
0.889041 -0.324239
0.891781 -0.327033
0.894521 -0.329836
0.897260 -0.331560
0.900000 -0.334762
0.902740 -0.337252
0.905479 -0.339017
0.908219 -0.341151
0.910959 -0.343657
0.913699 -0.344549
0.916438 -0.345410
0.919178 -0.347025
0.921918 -0.347609
0.924658 -0.347100
0.927397 -0.348426
0.930137 -0.349104
0.932877 -0.348617
0.935616 -0.349910
0.938356 -0.350839
0.941096 -0.349558
0.943836 -0.349051
0.946575 -0.348485
0.949315 -0.346351
0.952055 -0.342774
0.954795 -0.341124
0.957534 -0.343315
0.960274 -0.344804
0.963014 -0.347313
0.965753 -0.356246
0.968493 -0.364225
0.971233 -0.368358
0.973973 -0.383082
0.976712 -0.408985
0.979452 -0.435783
0.982192 -0.456386
0.984932 -0.449744
0.987671 -0.379665
0.990411 -0.239328
0.993151 -0.066454
0.995890 0.000399
0.998630 0.000023
