title="d2z6      Re=86000     iterations=230001 "
 zone t="d2z6"variables=X,v/U
0.001370 0.000000
0.004110 0.019062
0.006849 0.103061
0.009589 0.171028
0.012329 0.211033
0.015068 0.229541
0.017808 0.236824
0.020548 0.240960
0.023288 0.241873
0.026027 0.240459
0.028767 0.239163
0.031507 0.236947
0.034247 0.233959
0.036986 0.232179
0.039726 0.230479
0.042466 0.228325
0.045205 0.227098
0.047945 0.225880
0.050685 0.224176
0.053425 0.223560
0.056164 0.223288
0.058904 0.222816
0.061644 0.223294
0.064384 0.224172
0.067123 0.224830
0.069863 0.226233
0.072603 0.227877
0.075342 0.229042
0.078082 0.230242
0.080822 0.231056
0.083562 0.230927
0.086301 0.230637
0.089041 0.230217
0.091781 0.229385
0.094521 0.228720
0.097260 0.228097
0.100000 0.227097
0.102740 0.226062
0.105479 0.224919
0.108219 0.223360
0.110959 0.221468
0.113699 0.219525
0.116438 0.216453
0.119178 0.213322
0.121918 0.208723
0.124658 0.204139
0.127397 0.197360
0.130137 0.191813
0.132877 0.182914
0.135616 0.176627
0.138356 0.166201
0.141096 0.159694
0.143836 0.148099
0.146575 0.142403
0.149315 0.130082
0.152055 0.126015
0.154795 0.113972
0.157534 0.111556
0.160274 0.100848
0.163014 0.101305
0.165753 0.092814
0.168493 0.096535
0.171233 0.090175
0.173973 0.094533
0.176712 0.089458
0.179452 0.093529
0.182192 0.089044
0.184932 0.092567
0.187671 0.089503
0.190411 0.091691
0.193151 0.090034
0.195890 0.091792
0.198630 0.090578
0.201370 0.091995
0.204110 0.091826
0.206849 0.092340
0.209589 0.092718
0.212329 0.093477
0.215068 0.093503
0.217808 0.094315
0.220548 0.094941
0.223288 0.095361
0.226027 0.095971
0.228767 0.096575
0.231507 0.095758
0.234247 0.095885
0.236986 0.095891
0.239726 0.097622
0.242466 0.098939
0.245205 0.101840
0.247945 0.102874
0.250685 0.105144
0.253425 0.108175
0.256164 0.110427
0.258904 0.113740
0.261644 0.116462
0.264384 0.119859
0.267123 0.122674
0.269863 0.126486
0.272603 0.130088
0.275342 0.133640
0.278082 0.137503
0.280822 0.141340
0.283562 0.144808
0.286301 0.148536
0.289041 0.152209
0.291781 0.155299
0.294521 0.158595
0.297260 0.161411
0.300000 0.163653
0.302740 0.165725
0.305479 0.167381
0.308219 0.168511
0.310959 0.169500
0.313699 0.170231
0.316438 0.170468
0.319178 0.170920
0.321918 0.171076
0.324658 0.171283
0.327397 0.171414
0.330137 0.171970
0.332877 0.171959
0.335616 0.172935
0.338356 0.173172
0.341096 0.174393
0.343836 0.174783
0.346575 0.176613
0.349315 0.176820
0.352055 0.179121
0.354795 0.179372
0.357534 0.181724
0.360274 0.181862
0.363014 0.184338
0.365753 0.184007
0.368493 0.186303
0.371233 0.185722
0.373973 0.187433
0.376712 0.186602
0.379452 0.187900
0.382192 0.186785
0.384932 0.187791
0.387671 0.186760
0.390411 0.187685
0.393151 0.186887
0.395890 0.188173
0.398630 0.187591
0.401370 0.189263
0.404110 0.188858
0.406849 0.190713
0.409589 0.190190
0.412329 0.192054
0.415068 0.191113
0.417808 0.192756
0.420548 0.191074
0.423288 0.192249
