title="d2z6      Re=86000     iterations=500001 "
 zone t="d2z6"variables=X,v/U
0.001370 0.000000
0.004110 0.023795
0.006849 0.118191
0.009589 0.187770
0.012329 0.228073
0.015068 0.244848
0.017808 0.248610
0.020548 0.249087
0.023288 0.247808
0.026027 0.245058
0.028767 0.243510
0.031507 0.241670
0.034247 0.239119
0.036986 0.237474
0.039726 0.235635
0.042466 0.233158
0.045205 0.231597
0.047945 0.229981
0.050685 0.228043
0.053425 0.227682
0.056164 0.227961
0.058904 0.228709
0.061644 0.231682
0.064384 0.235380
0.067123 0.239313
0.069863 0.244041
0.072603 0.247663
0.075342 0.249601
0.078082 0.250839
0.080822 0.250535
0.083562 0.249347
0.086301 0.248968
0.089041 0.249229
0.091781 0.249819
0.094521 0.251802
0.097260 0.253830
0.100000 0.256295
0.102740 0.259521
0.105479 0.263998
0.108219 0.268504
0.110959 0.274014
0.113699 0.279355
0.116438 0.284884
0.119178 0.289658
0.121918 0.294478
0.124658 0.297097
0.127397 0.298351
0.130137 0.297618
0.132877 0.295215
0.135616 0.292658
0.138356 0.289891
0.141096 0.287304
0.143836 0.285038
0.146575 0.283277
0.149315 0.282263
0.152055 0.280867
0.154795 0.281553
0.157534 0.280199
0.160274 0.283419
0.163014 0.281427
0.165753 0.287252
0.168493 0.281296
0.171233 0.290308
0.173973 0.279397
0.176712 0.293200
0.179452 0.278595
0.182192 0.295951
0.184932 0.279775
0.187671 0.296957
0.190411 0.282739
0.193151 0.294512
0.195890 0.287078
0.198630 0.291123
0.201370 0.291543
0.204110 0.289634
0.206849 0.293831
0.209589 0.289675
0.212329 0.291262
0.215068 0.288237
0.217808 0.283980
0.220548 0.281487
0.223288 0.272856
0.226027 0.267820
0.228767 0.256325
0.231507 0.249254
0.234247 0.233268
0.236986 0.228339
0.239726 0.204958
0.242466 0.205394
0.245205 0.173461
0.247945 0.179667
0.250685 0.140140
0.253425 0.152117
0.256164 0.106890
0.258904 0.125510
0.261644 0.077882
0.264384 0.101075
0.267123 0.056489
0.269863 0.076116
0.272603 0.042323
0.275342 0.049542
0.278082 0.031806
0.280822 0.026906
0.283562 0.024081
0.286301 0.016586
0.289041 0.022250
0.291781 0.019390
0.294521 0.022985
0.297260 0.025166
0.300000 0.023407
0.302740 0.028210
0.305479 0.025159
0.308219 0.029204
0.310959 0.027026
0.313699 0.028550
0.316438 0.027815
0.319178 0.026915
0.321918 0.027358
0.324658 0.025023
0.327397 0.024612
0.330137 0.022131
0.332877 0.020501
0.335616 0.018268
0.338356 0.016383
0.341096 0.014263
0.343836 0.011922
0.346575 0.010360
0.349315 0.008263
0.352055 0.006845
0.354795 0.005362
0.357534 0.003658
0.360274 0.001707
0.363014 -0.000183
0.365753 -0.002531
0.368493 -0.004653
0.371233 -0.006956
0.373973 -0.009116
0.376712 -0.011582
0.379452 -0.013320
0.382192 -0.015565
0.384932 -0.016805
0.387671 -0.018088
0.390411 -0.018624
0.393151 -0.019163
0.395890 -0.018693
0.398630 -0.018660
0.401370 -0.017470
0.404110 -0.016643
0.406849 -0.014946
0.409589 -0.013700
0.412329 -0.011652
0.415068 -0.010574
0.417808 -0.008689
0.420548 -0.008055
0.423288 -0.006604
0.426027 -0.006407
0.428767 -0.005354
0.431507 -0.005718
0.434247 -0.005150
0.436986 -0.005541
0.439726 -0.004965
0.442466 -0.004437
0.445205 -0.003131
0.447945 -0.001784
0.450685 -0.000106
0.453425 0.001375
0.456164 0.002843
0.458904 0.004035
0.461644 0.005270
0.464384 0.006076
0.467123 0.007128
0.469863 0.007777
0.472603 0.008588
0.475342 0.009185
0.478082 0.009946
0.480822 0.010388
0.483562 0.011248
0.486301 0.011611
0.489041 0.012483
0.491781 0.012836
0.494521 0.013751
0.497260 0.013925
0.500000 0.014989
0.502740 0.014959
0.505479 0.015959
0.508219 0.015926
0.510959 0.016713
0.513699 0.016519
0.516438 0.017261
0.519178 0.016838
0.521918 0.017324
0.524658 0.016953
0.527397 0.017185
0.530137 0.016692
0.532877 0.016996
0.535616 0.016392
0.538356 0.016607
0.541096 0.016184
0.543836 0.016295
0.546575 0.015768
0.549315 0.016023
0.552055 0.015346
0.554795 0.015429
0.557534 0.015074
0.560274 0.015199
0.563014 0.015395
0.565753 0.016652
0.568493 0.018088
0.571233 0.020903
0.573973 0.023991
0.576712 0.027822
0.579452 0.031004
0.582192 0.034512
0.584932 0.036443
0.587671 0.038572
0.590411 0.039700
0.593151 0.041286
0.595890 0.041955
0.598630 0.043323
0.601370 0.043268
0.604110 0.043326
0.606849 0.042275
0.609589 0.041326
0.612329 0.039230
0.615068 0.038118
0.617808 0.035992
0.620548 0.034872
0.623288 0.033222
0.626027 0.032627
0.628767 0.031153
0.631507 0.031301
0.634247 0.030199
0.636986 0.030489
0.639726 0.029707
0.642466 0.030140
0.645205 0.028945
0.647945 0.029620
0.650685 0.028176
0.653425 0.028597
0.656164 0.027218
0.658904 0.027582
0.661644 0.025764
0.664384 0.026162
0.667123 0.024017
0.669863 0.023816
0.672603 0.021243
0.675342 0.020688
0.678082 0.016847
0.680822 0.015969
0.683562 0.011145
0.686301 0.009292
0.689041 0.003927
0.691781 0.001852
0.694521 -0.004092
0.697260 -0.005749
0.700000 -0.011124
0.702740 -0.012938
0.705479 -0.017313
0.708219 -0.018775
0.710959 -0.023022
0.713699 -0.024149
0.716438 -0.027912
0.719178 -0.029592
0.721918 -0.033206
0.724658 -0.034915
0.727397 -0.039243
0.730137 -0.041163
0.732877 -0.045885
0.735616 -0.048566
0.738356 -0.053809
0.741096 -0.057209
0.743836 -0.063216
0.746575 -0.067146
0.749315 -0.074305
0.752055 -0.078790
0.754795 -0.086546
0.757534 -0.092248
0.760274 -0.100680
0.763014 -0.106711
0.765753 -0.116370
0.768493 -0.123197
0.771233 -0.132846
0.773973 -0.140874
0.776712 -0.151042
0.779452 -0.159140
0.782192 -0.169673
0.784932 -0.178484
0.787671 -0.188366
0.790411 -0.197390
0.793151 -0.207337
0.795890 -0.215713
0.798630 -0.225212
0.801370 -0.233531
0.804110 -0.242085
0.806849 -0.249569
0.809589 -0.257886
0.812329 -0.264639
0.815068 -0.271923
0.817808 -0.278133
0.820548 -0.284676
0.823288 -0.289977
0.826027 -0.295972
0.828767 -0.300188
0.831507 -0.305615
0.834247 -0.309099
0.836986 -0.313570
0.839726 -0.316186
0.842466 -0.320190
0.845205 -0.321684
0.847945 -0.325015
0.850685 -0.325821
0.853425 -0.328117
0.856164 -0.328608
0.858904 -0.330215
0.861644 -0.329870
0.864384 -0.331445
0.867123 -0.331254
0.869863 -0.332093
0.872603 -0.332209
0.875342 -0.333218
0.878082 -0.333213
0.880822 -0.333920
0.883562 -0.333997
0.886301 -0.334794
0.889041 -0.334796
0.891781 -0.335209
0.894521 -0.335686
0.897260 -0.335878
0.900000 -0.334908
0.902740 -0.334784
0.905479 -0.333906
0.908219 -0.332764
0.910959 -0.331465
0.913699 -0.330953
0.916438 -0.331226
0.919178 -0.331605
0.921918 -0.332442
0.924658 -0.333320
0.927397 -0.335722
0.930137 -0.337020
0.932877 -0.338580
0.935616 -0.339246
0.938356 -0.341683
0.941096 -0.342693
0.943836 -0.344806
0.946575 -0.343589
0.949315 -0.345665
0.952055 -0.344160
0.954795 -0.344920
0.957534 -0.339828
0.960274 -0.342712
0.963014 -0.341794
0.965753 -0.346873
0.968493 -0.353378
0.971233 -0.372376
0.973973 -0.398970
0.976712 -0.434107
0.979452 -0.457520
0.982192 -0.450167
0.984932 -0.387767
0.987671 -0.251577
0.990411 -0.084644
0.993151 -0.035889
0.995890 -0.011200
0.998630 0.000018
