title="d2z6      Re=86000     iterations=180001 "
 zone t="d2z6"variables=u/U,Y
-0.000001 0.000000
-0.015439 0.002283
-0.048935 0.004566
-0.086177 0.006849
-0.119420 0.009132
-0.149315 0.011416
-0.169446 0.013699
-0.183211 0.015982
-0.190463 0.018265
-0.195677 0.020548
-0.198449 0.022831
-0.203475 0.025114
-0.204699 0.027397
-0.210100 0.029680
-0.209371 0.031963
-0.214275 0.034247
-0.211451 0.036530
-0.215169 0.038813
-0.210533 0.041096
-0.212597 0.043379
-0.206796 0.045662
-0.206938 0.047945
-0.200906 0.050228
-0.199725 0.052511
-0.194307 0.054795
-0.192558 0.057078
-0.188084 0.059361
-0.186283 0.061644
-0.182838 0.063927
-0.181212 0.066210
-0.178851 0.068493
-0.177522 0.070776
-0.176184 0.073059
-0.175125 0.075342
-0.174623 0.077626
-0.173879 0.079909
-0.174101 0.082192
-0.173563 0.084475
-0.174467 0.086758
-0.174115 0.089041
-0.175577 0.091324
-0.175367 0.093607
-0.177320 0.095890
-0.177182 0.098174
-0.179527 0.100457
-0.179342 0.102740
-0.181887 0.105023
-0.181531 0.107306
-0.184144 0.109589
-0.183719 0.111872
-0.186491 0.114155
-0.186602 0.116438
-0.190738 0.118721
-0.194474 0.121005
-0.200994 0.123288
-0.207043 0.125571
-0.209996 0.127854
-0.206506 0.130137
-0.198556 0.132420
-0.180822 0.134703
-0.164961 0.136986
-0.142896 0.139269
-0.126773 0.141553
-0.110128 0.143836
-0.101806 0.146119
-0.097709 0.148402
-0.097225 0.150685
-0.096832 0.152968
-0.096470 0.155251
-0.094471 0.157534
-0.092660 0.159817
-0.089151 0.162100
-0.086403 0.164384
-0.082361 0.166667
-0.080194 0.168950
-0.078160 0.171233
-0.080004 0.173516
-0.084318 0.175799
-0.093142 0.178082
-0.104874 0.180365
-0.119934 0.182648
-0.137912 0.184932
-0.157491 0.187215
-0.179359 0.189498
-0.199758 0.191781
-0.220589 0.194064
-0.237308 0.196347
-0.253019 0.198630
-0.263225 0.200913
-0.271633 0.203196
-0.274719 0.205479
-0.276148 0.207763
-0.273647 0.210046
-0.269796 0.212329
-0.263758 0.214612
-0.256991 0.216895
-0.251506 0.219178
-0.245242 0.221461
-0.242408 0.223744
