title="d2z6      Re=86000     iterations=480001 "
 zone t="d2z6"variables=u/U,Y
-0.000007 0.000000
-0.079339 0.002283
-0.197777 0.004566
-0.245783 0.006849
-0.253260 0.009132
-0.255303 0.011416
-0.266174 0.013699
-0.274896 0.015982
-0.284318 0.018265
-0.291196 0.020548
-0.298070 0.022831
-0.301310 0.025114
-0.304728 0.027397
-0.305013 0.029680
-0.306612 0.031963
-0.306815 0.034247
-0.308588 0.036530
-0.308664 0.038813
-0.309824 0.041096
-0.308263 0.043379
-0.308219 0.045662
-0.306001 0.047945
-0.306309 0.050228
-0.305318 0.052511
-0.306649 0.054795
-0.306627 0.057078
-0.308255 0.059361
-0.308202 0.061644
-0.309636 0.063927
-0.309332 0.066210
-0.310692 0.068493
-0.310342 0.070776
-0.311735 0.073059
-0.311384 0.075342
-0.312772 0.077626
-0.312212 0.079909
-0.313406 0.082192
-0.312427 0.084475
-0.313338 0.086758
-0.311814 0.089041
-0.312273 0.091324
-0.309641 0.093607
-0.308991 0.095890
-0.304916 0.098174
-0.303531 0.100457
-0.299022 0.102740
-0.297808 0.105023
-0.293359 0.107306
-0.292336 0.109589
-0.287799 0.111872
-0.286600 0.114155
-0.281791 0.116438
-0.280175 0.118721
-0.274856 0.121005
-0.272431 0.123288
-0.266608 0.125571
-0.263362 0.127854
-0.256949 0.130137
-0.252487 0.132420
-0.245819 0.134703
-0.240974 0.136986
-0.233872 0.139269
-0.227316 0.141553
-0.221057 0.143836
-0.215495 0.146119
-0.208725 0.148402
-0.201272 0.150685
-0.196361 0.152968
-0.190967 0.155251
-0.185799 0.157534
-0.179074 0.159817
-0.175892 0.162100
-0.171309 0.164384
-0.167783 0.166667
-0.162613 0.168950
-0.160999 0.171233
-0.157593 0.173516
-0.155029 0.175799
-0.151180 0.178082
-0.150041 0.180365
-0.147580 0.182648
-0.144733 0.184932
-0.141669 0.187215
-0.139919 0.189498
-0.137784 0.191781
-0.134879 0.194064
-0.132198 0.196347
-0.131376 0.198630
-0.129626 0.200913
-0.128264 0.203196
-0.126180 0.205479
-0.126744 0.207763
-0.125465 0.210046
-0.125633 0.212329
-0.124172 0.214612
-0.125245 0.216895
-0.124316 0.219178
-0.124443 0.221461
-0.123265 0.223744
-0.122815 0.226027
-0.121838 0.228311
-0.120638 0.230594
-0.119507 0.232877
-0.118316 0.235160
-0.117577 0.237443
-0.116519 0.239726
-0.115747 0.242009
-0.115570 0.244292
-0.115264 0.246575
-0.113995 0.248858
-0.113508 0.251142
-0.113433 0.253425
-0.113234 0.255708
-0.111971 0.257991
-0.111596 0.260274
-0.111498 0.262557
-0.111286 0.264840
-0.111141 0.267123
-0.110727 0.269406
-0.111012 0.271689
-0.110861 0.273973
-0.111198 0.276256
-0.110836 0.278539
-0.111607 0.280822
-0.111852 0.283105
-0.111457 0.285388
-0.111594 0.287671
-0.112183 0.289954
-0.112801 0.292237
-0.112110 0.294521
-0.112450 0.296804
-0.112652 0.299087
-0.113239 0.301370
-0.112675 0.303653
-0.112990 0.305936
-0.112748 0.308219
-0.113360 0.310502
-0.112749 0.312785
-0.113192 0.315068
-0.113209 0.317352
-0.113958 0.319635
-0.114079 0.321918
-0.114613 0.324201
-0.115329 0.326484
-0.116324 0.328767
-0.116840 0.331050
-0.117439 0.333333
-0.118307 0.335616
-0.119332 0.337900
-0.120210 0.340183
-0.120531 0.342466
-0.121029 0.344749
-0.121855 0.347032
-0.122792 0.349315
-0.122902 0.351598
-0.122911 0.353881
-0.123787 0.356164
-0.124356 0.358447
-0.124268 0.360731
-0.124796 0.363014
-0.125436 0.365297
-0.125888 0.367580
-0.125635 0.369863
-0.126648 0.372146
-0.127143 0.374429
-0.127744 0.376712
-0.127248 0.378995
-0.128693 0.381279
-0.128747 0.383562
-0.129704 0.385845
-0.128901 0.388128
-0.129850 0.390411
-0.129081 0.392694
-0.130515 0.394977
-0.129144 0.397260
-0.128721 0.399543
-0.126960 0.401826
-0.129563 0.404110
-0.127463 0.406393
-0.125309 0.408676
-0.123589 0.410959
-0.126485 0.413242
-0.124044 0.415525
-0.122021 0.417808
-0.120759 0.420091
-0.121448 0.422374
-0.118967 0.424658
-0.118720 0.426941
-0.116599 0.429224
-0.116141 0.431507
-0.113786 0.433790
-0.112195 0.436073
-0.109595 0.438356
-0.109488 0.440639
-0.105625 0.442922
-0.105196 0.445205
-0.102472 0.447489
-0.098457 0.449772
-0.094564 0.452055
-0.094533 0.454338
-0.090764 0.456621
-0.085789 0.458904
-0.080290 0.461187
-0.082914 0.463470
-0.080139 0.465753
-0.066530 0.468037
-0.060396 0.470320
-0.070864 0.472603
-0.067868 0.474886
-0.045795 0.477169
-0.038944 0.479452
-0.055822 0.481735
-0.052887 0.484018
-0.025283 0.486301
-0.017973 0.488584
-0.036314 0.490868
-0.033371 0.493151
-0.006458 0.495434
0.000873 0.497717
-0.011483 0.500000
-0.007789 0.502283
0.010616 0.504566
0.017376 0.506849
0.016337 0.509132
0.019522 0.511416
0.028513 0.513699
0.034015 0.515982
0.038957 0.518265
0.041236 0.520548
0.046473 0.522831
0.051905 0.525114
0.058058 0.527397
0.057583 0.529680
0.062792 0.531963
0.068179 0.534247
0.073050 0.536530
0.073718 0.538813
0.078542 0.541096
0.081738 0.543379
0.085431 0.545662
0.085773 0.547945
0.091753 0.550228
0.093572 0.552511
0.092885 0.554795
0.092716 0.557078
0.102432 0.559361
0.103945 0.561644
0.099755 0.563927
0.099222 0.566210
0.109915 0.568493
0.111503 0.570776
0.106750 0.573059
0.105333 0.575342
0.114389 0.577626
0.114946 0.579909
0.110527 0.582192
0.109982 0.584475
0.119410 0.586758
0.121022 0.589041
0.119773 0.591324
0.119818 0.593607
0.125622 0.595890
0.125807 0.598174
0.125379 0.600457
0.124531 0.602740
0.127288 0.605023
0.127083 0.607306
0.126873 0.609589
0.125708 0.611872
0.127312 0.614155
0.127070 0.616438
0.126507 0.618721
0.125501 0.621005
0.126396 0.623288
0.126266 0.625571
0.126290 0.627854
0.125743 0.630137
0.125933 0.632420
0.126354 0.634703
0.126792 0.636986
0.126758 0.639269
0.127292 0.641553
0.128290 0.643836
0.128847 0.646119
0.129511 0.648402
0.130389 0.650685
0.131917 0.652968
0.132936 0.655251
0.134060 0.657534
0.135441 0.659817
0.137259 0.662100
0.138753 0.664384
0.140208 0.666667
0.141847 0.668950
0.143770 0.671233
0.146010 0.673516
0.147573 0.675799
0.149175 0.678082
0.151287 0.680365
0.154158 0.682648
0.155755 0.684932
0.157280 0.687215
0.159476 0.689498
0.162844 0.691781
0.164406 0.694064
0.165858 0.696347
0.168131 0.698630
0.171347 0.700913
