title="d2z6      Re=86000     iterations=150001 "
 zone t="d2z6"variables=X,v/U
0.001370 0.000000
0.004110 -0.007927
0.006849 -0.030045
0.009589 -0.037068
0.012329 -0.033595
0.015068 -0.030795
0.017808 -0.029480
0.020548 -0.027815
0.023288 -0.026490
0.026027 -0.027176
0.028767 -0.026432
0.031507 -0.027246
0.034247 -0.028188
0.036986 -0.029189
0.039726 -0.029926
0.042466 -0.032430
0.045205 -0.032626
0.047945 -0.035142
0.050685 -0.035845
0.053425 -0.037494
0.056164 -0.037480
0.058904 -0.038504
0.061644 -0.036569
0.064384 -0.035401
0.067123 -0.030890
0.069863 -0.024831
0.072603 -0.015410
0.075342 -0.005085
0.078082 0.007934
0.080822 0.019476
0.083562 0.031517
0.086301 0.042851
0.089041 0.054557
0.091781 0.065352
0.094521 0.078299
0.097260 0.090907
0.100000 0.104900
0.102740 0.119494
0.105479 0.135415
0.108219 0.150772
0.110959 0.167185
0.113699 0.183246
0.116438 0.198717
0.119178 0.213638
0.121918 0.228268
0.124658 0.241391
0.127397 0.254492
0.130137 0.266679
0.132877 0.278713
0.135616 0.289780
0.138356 0.301510
0.141096 0.311842
0.143836 0.322430
0.146575 0.330678
0.149315 0.337028
0.152055 0.340299
0.154795 0.343343
0.157534 0.345306
0.160274 0.348623
0.163014 0.352466
0.165753 0.356544
0.168493 0.358489
0.171233 0.358904
0.173973 0.356830
0.176712 0.354215
0.179452 0.350444
0.182192 0.346551
0.184932 0.342064
0.187671 0.338515
0.190411 0.334901
0.193151 0.333141
0.195890 0.332298
0.198630 0.332545
0.201370 0.331988
0.204110 0.332082
0.206849 0.331514
0.209589 0.331678
0.212329 0.330270
0.215068 0.328256
0.217808 0.323476
0.220548 0.318974
0.223288 0.313258
0.226027 0.308888
0.228767 0.303569
0.231507 0.298250
0.234247 0.293857
0.236986 0.287754
0.239726 0.283153
0.242466 0.275142
0.245205 0.268048
0.247945 0.260194
0.250685 0.248531
0.253425 0.240153
0.256164 0.226576
0.258904 0.213381
0.261644 0.200579
0.264384 0.183677
0.267123 0.169175
0.269863 0.151903
0.272603 0.135584
0.275342 0.118515
0.278082 0.102510
0.280822 0.086378
0.283562 0.070547
0.286301 0.056762
0.289041 0.043579
0.291781 0.031750
0.294521 0.020011
0.297260 0.010698
0.300000 0.002299
0.302740 -0.004589
0.305479 -0.011988
0.308219 -0.017788
0.310959 -0.022750
0.313699 -0.026980
0.316438 -0.031761
0.319178 -0.035530
0.321918 -0.039222
0.324658 -0.042476
0.327397 -0.045354
0.330137 -0.047071
0.332877 -0.048434
0.335616 -0.049972
0.338356 -0.052598
0.341096 -0.056074
0.343836 -0.060342
0.346575 -0.064809
0.349315 -0.069034
0.352055 -0.072700
0.354795 -0.075925
0.357534 -0.078417
0.360274 -0.080316
0.363014 -0.081944
0.365753 -0.083484
0.368493 -0.084940
0.371233 -0.086520
0.373973 -0.087916
0.376712 -0.088777
0.379452 -0.089091
0.382192 -0.088832
0.384932 -0.088087
0.387671 -0.087457
0.390411 -0.087037
0.393151 -0.086715
0.395890 -0.086651
0.398630 -0.086767
0.401370 -0.087029
0.404110 -0.087669
0.406849 -0.088794
0.409589 -0.090054
0.412329 -0.091696
0.415068 -0.093659
0.417808 -0.095505
0.420548 -0.097706
0.423288 -0.099813
0.426027 -0.102055
0.428767 -0.104015
0.431507 -0.106427
0.434247 -0.108084
0.436986 -0.110212
0.439726 -0.111786
0.442466 -0.113372
0.445205 -0.114488
0.447945 -0.115752
0.450685 -0.116249
0.453425 -0.116913
0.456164 -0.117231
0.458904 -0.117293
0.461644 -0.117408
0.464384 -0.117553
0.467123 -0.117548
0.469863 -0.117965
0.472603 -0.118391
0.475342 -0.119138
0.478082 -0.119942
0.480822 -0.121251
0.483562 -0.122221
0.486301 -0.123676
0.489041 -0.124920
0.491781 -0.126248
0.494521 -0.127646
0.497260 -0.129321
0.500000 -0.131049
0.502740 -0.133328
0.505479 -0.135833
0.508219 -0.138651
0.510959 -0.141608
0.513699 -0.144796
0.516438 -0.147633
0.519178 -0.150569
0.521918 -0.152697
0.524658 -0.154119
0.527397 -0.154198
0.530137 -0.153268
0.532877 -0.149480
0.535616 -0.140918
0.538356 -0.125559
0.541096 -0.106311
0.543836 -0.087047
0.546575 -0.070436
0.549315 -0.055585
0.552055 -0.041062
0.554795 -0.024318
0.557534 -0.004939
0.560274 0.017079
0.563014 0.040604
0.565753 0.065381
0.568493 0.090231
0.571233 0.114650
0.573973 0.137976
0.576712 0.159488
0.579452 0.178527
0.582192 0.195101
0.584932 0.208537
0.587671 0.217482
0.590411 0.220494
0.593151 0.218635
0.595890 0.213895
0.598630 0.209131
0.601370 0.203685
0.604110 0.199620
0.606849 0.195743
0.609589 0.195034
0.612329 0.195267
0.615068 0.199950
0.617808 0.203953
0.620548 0.207555
0.623288 0.207042
0.626027 0.205151
0.628767 0.202114
0.631507 0.195370
0.634247 0.186966
0.636986 0.173757
0.639726 0.161473
0.642466 0.149594
0.645205 0.136572
0.647945 0.122635
0.650685 0.110473
0.653425 0.097596
0.656164 0.086508
0.658904 0.075070
0.661644 0.064903
0.664384 0.054577
0.667123 0.044796
0.669863 0.034722
0.672603 0.024903
0.675342 0.014466
0.678082 0.003669
0.680822 -0.007903
0.683562 -0.019938
0.686301 -0.032518
0.689041 -0.045239
0.691781 -0.057910
0.694521 -0.069195
0.697260 -0.078097
0.700000 -0.084094
0.702740 -0.087007
0.705479 -0.087274
0.708219 -0.085979
0.710959 -0.083876
0.713699 -0.082440
0.716438 -0.082196
0.719178 -0.082070
0.721918 -0.082099
0.724658 -0.082369
0.727397 -0.082194
0.730137 -0.082285
0.732877 -0.082614
0.735616 -0.082499
0.738356 -0.082605
0.741096 -0.082821
0.743836 -0.082636
0.746575 -0.082739
0.749315 -0.082989
0.752055 -0.082842
0.754795 -0.082960
0.757534 -0.083338
0.760274 -0.083217
0.763014 -0.083330
0.765753 -0.083741
0.768493 -0.083683
0.771233 -0.083778
0.773973 -0.084193
0.776712 -0.084173
0.779452 -0.084264
0.782192 -0.084652
0.784932 -0.084745
0.787671 -0.084885
0.790411 -0.085575
0.793151 -0.086191
0.795890 -0.087127
0.798630 -0.088945
0.801370 -0.091036
0.804110 -0.093359
0.806849 -0.096555
0.809589 -0.099620
0.812329 -0.102147
0.815068 -0.105033
0.817808 -0.107228
0.820548 -0.108480
0.823288 -0.110307
0.826027 -0.111341
0.828767 -0.112017
0.831507 -0.113422
0.834247 -0.114236
0.836986 -0.115160
0.839726 -0.116672
0.842466 -0.117724
0.845205 -0.119192
0.847945 -0.120985
0.850685 -0.122559
0.853425 -0.124676
0.856164 -0.126928
0.858904 -0.129200
0.861644 -0.131973
0.864384 -0.134723
0.867123 -0.137597
0.869863 -0.140985
0.872603 -0.144228
0.875342 -0.147703
0.878082 -0.151870
0.880822 -0.156168
0.883562 -0.161100
0.886301 -0.167219
0.889041 -0.174232
0.891781 -0.182462
0.894521 -0.192704
0.897260 -0.204381
0.900000 -0.217410
0.902740 -0.232318
0.905479 -0.247822
0.908219 -0.263791
0.910959 -0.280255
0.913699 -0.295450
0.916438 -0.308099
0.919178 -0.318996
0.921918 -0.325912
0.924658 -0.329610
0.927397 -0.329400
0.930137 -0.325420
0.932877 -0.316451
0.935616 -0.302716
0.938356 -0.284133
0.941096 -0.261425
0.943836 -0.234628
0.946575 -0.207763
0.949315 -0.181616
0.952055 -0.158066
0.954795 -0.139318
0.957534 -0.125646
0.960274 -0.117371
0.963014 -0.114181
0.965753 -0.114433
0.968493 -0.117268
0.971233 -0.122953
0.973973 -0.131399
0.976712 -0.140951
0.979452 -0.150429
0.982192 -0.161650
0.984932 -0.172264
0.987671 -0.172284
0.990411 -0.151555
0.993151 -0.082278
0.995890 -0.019013
0.998630 -0.000001
