title="d2z6      Re=86000     iterations=380001 "
 zone t="d2z6"variables=u/U,Y
0.000079 0.000000
0.036317 0.002283
0.058183 0.004566
0.048900 0.006849
0.040619 0.009132
0.045337 0.011416
0.041568 0.013699
0.048743 0.015982
0.045278 0.018265
0.050370 0.020548
0.041216 0.022831
0.040314 0.025114
0.027697 0.027397
0.026849 0.029680
0.015481 0.031963
0.019379 0.034247
0.009837 0.036530
0.015864 0.038813
0.005224 0.041096
0.011483 0.043379
-0.000226 0.045662
0.004912 0.047945
-0.008018 0.050228
-0.005122 0.052511
-0.019912 0.054795
-0.021953 0.057078
-0.038727 0.059361
-0.045210 0.061644
-0.063502 0.063927
-0.075199 0.066210
-0.094047 0.068493
-0.109125 0.070776
-0.127549 0.073059
-0.145403 0.075342
-0.162364 0.077626
-0.181127 0.079909
-0.195989 0.082192
-0.214780 0.084475
-0.227012 0.086758
-0.244744 0.089041
-0.254235 0.091324
-0.270328 0.093607
-0.277152 0.095890
-0.291357 0.098174
-0.295520 0.100457
-0.307563 0.102740
-0.309582 0.105023
-0.319420 0.107306
-0.320173 0.109589
-0.328417 0.111872
-0.327392 0.114155
-0.334015 0.116438
-0.330141 0.118721
-0.334742 0.121005
-0.329299 0.123288
-0.332744 0.125571
-0.327283 0.127854
-0.329701 0.130137
-0.323667 0.132420
-0.324729 0.134703
-0.318637 0.136986
-0.319091 0.139269
-0.312911 0.141553
-0.312474 0.143836
-0.306564 0.146119
-0.305841 0.148402
-0.300230 0.150685
-0.299237 0.152968
-0.294064 0.155251
-0.292854 0.157534
-0.288185 0.159817
-0.287066 0.162100
-0.282830 0.164384
-0.281588 0.166667
-0.277625 0.168950
-0.276473 0.171233
-0.272740 0.173516
-0.271464 0.175799
-0.267839 0.178082
-0.266529 0.180365
-0.263101 0.182648
-0.261806 0.184932
-0.258586 0.187215
-0.257362 0.189498
-0.254534 0.191781
-0.253639 0.194064
-0.251063 0.196347
-0.250303 0.198630
-0.248191 0.200913
-0.247823 0.203196
-0.246142 0.205479
-0.245870 0.207763
-0.244607 0.210046
-0.244762 0.212329
-0.243866 0.214612
-0.243883 0.216895
-0.243452 0.219178
-0.244032 0.221461
-0.243871 0.223744
-0.244237 0.226027
-0.244581 0.228311
-0.245396 0.230594
-0.245593 0.232877
-0.245843 0.235160
-0.246174 0.237443
-0.246724 0.239726
-0.246870 0.242009
-0.246791 0.244292
-0.246861 0.246575
-0.247104 0.248858
-0.247091 0.251142
-0.246967 0.253425
-0.246906 0.255708
-0.246911 0.257991
-0.246699 0.260274
-0.246877 0.262557
-0.246617 0.264840
-0.246895 0.267123
-0.246475 0.269406
-0.246894 0.271689
-0.246423 0.273973
-0.247046 0.276256
-0.246220 0.278539
-0.246732 0.280822
-0.246068 0.283105
-0.246587 0.285388
-0.245223 0.287671
-0.245700 0.289954
-0.244760 0.292237
-0.244860 0.294521
-0.243057 0.296804
-0.243348 0.299087
-0.241870 0.301370
-0.241442 0.303653
-0.239154 0.305936
-0.238964 0.308219
-0.236716 0.310502
-0.235311 0.312785
-0.232009 0.315068
-0.231361 0.317352
-0.228355 0.319635
-0.225298 0.321918
-0.221069 0.324201
-0.220886 0.326484
-0.217643 0.328767
-0.212480 0.331050
-0.208286 0.333333
-0.210333 0.335616
-0.207637 0.337900
-0.200452 0.340183
-0.197455 0.342466
-0.202074 0.344749
-0.199924 0.347032
-0.193029 0.349315
-0.191754 0.351598
-0.194877 0.353881
-0.192467 0.356164
-0.190235 0.358447
-0.189336 0.360731
-0.187785 0.363014
-0.186112 0.365297
-0.185848 0.367580
-0.184126 0.369863
-0.183298 0.372146
-0.181855 0.374429
-0.180422 0.376712
-0.179143 0.378995
-0.178818 0.381279
-0.177226 0.383562
-0.175535 0.385845
-0.174311 0.388128
-0.174214 0.390411
-0.172789 0.392694
-0.171035 0.394977
-0.169768 0.397260
-0.169626 0.399543
-0.168335 0.401826
-0.166462 0.404110
-0.164843 0.406393
-0.164949 0.408676
-0.163843 0.410959
-0.161604 0.413242
-0.159655 0.415525
-0.160398 0.417808
-0.158869 0.420091
-0.156196 0.422374
-0.153726 0.424658
-0.154134 0.426941
-0.151950 0.429224
-0.147849 0.431507
-0.144371 0.433790
-0.145203 0.436073
-0.142068 0.438356
-0.136143 0.440639
-0.132536 0.442922
-0.133458 0.445205
-0.130028 0.447489
-0.125164 0.449772
-0.121709 0.452055
-0.122508 0.454338
-0.119103 0.456621
-0.114168 0.458904
-0.110106 0.461187
-0.111763 0.463470
-0.108077 0.465753
-0.101002 0.468037
-0.096537 0.470320
-0.100680 0.472603
-0.096949 0.474886
-0.087933 0.477169
-0.083642 0.479452
-0.090412 0.481735
-0.086574 0.484018
-0.075961 0.486301
-0.070991 0.488584
-0.079945 0.490868
-0.075202 0.493151
-0.061467 0.495434
-0.055172 0.497717
-0.065509 0.500000
-0.059326 0.502283
-0.040782 0.504566
-0.032540 0.506849
-0.044325 0.509132
-0.035682 0.511416
-0.012465 0.513699
-0.002514 0.515982
-0.013384 0.518265
-0.003072 0.520548
0.024394 0.522831
0.035179 0.525114
0.026449 0.527397
0.038739 0.529680
0.064992 0.531963
0.075509 0.534247
0.072122 0.536530
0.082907 0.538813
0.107585 0.541096
0.117110 0.543379
0.114859 0.545662
0.124206 0.547945
0.144760 0.550228
0.150861 0.552511
0.152898 0.554795
0.159845 0.557078
0.172196 0.559361
0.176277 0.561644
0.181322 0.563927
0.185431 0.566210
0.192834 0.568493
0.195388 0.570776
0.200250 0.573059
0.202217 0.575342
0.207170 0.577626
0.209308 0.579909
0.213835 0.582192
0.215749 0.584475
0.219872 0.586758
0.221665 0.589041
0.225948 0.591324
0.226591 0.593607
0.229280 0.595890
0.230749 0.598174
0.233044 0.600457
0.232244 0.602740
0.234896 0.605023
0.235893 0.607306
0.238232 0.609589
0.239139 0.611872
0.242172 0.614155
0.243278 0.616438
0.245950 0.618721
0.246781 0.621005
0.248643 0.623288
0.248870 0.625571
0.250509 0.627854
0.249745 0.630137
0.249559 0.632420
0.247923 0.634703
0.247737 0.636986
0.245672 0.639269
0.244998 0.641553
0.243247 0.643836
0.243014 0.646119
0.241769 0.648402
0.242137 0.650685
0.241317 0.652968
0.241630 0.655251
0.240837 0.657534
0.241562 0.659817
0.240837 0.662100
0.240931 0.664384
0.240251 0.666667
0.241267 0.668950
0.240885 0.671233
0.241394 0.673516
0.241391 0.675799
0.242701 0.678082
0.242815 0.680365
0.244056 0.682648
0.244504 0.684932
0.245853 0.687215
0.246246 0.689498
0.247881 0.691781
0.248168 0.694064
0.249668 0.696347
0.250320 0.698630
0.252299 0.700913
0.252491 0.703196
0.254347 0.705479
0.255094 0.707763
0.257313 0.710046
0.257714 0.712329
0.259729 0.714612
0.260303 0.716895
0.262325 0.719178
0.262607 0.721461
0.264311 0.723744
0.264511 0.726027
0.266333 0.728311
0.266616 0.730594
0.267758 0.732877
0.267851 0.735160
0.270159 0.737443
0.270302 0.739726
0.271644 0.742009
0.272547 0.744292
0.275355 0.746575
0.275935 0.748858
0.279020 0.751142
0.280844 0.753425
0.284595 0.755708
0.285981 0.757991
0.288856 0.760274
0.289806 0.762557
0.292712 0.764840
0.292086 0.767123
0.291344 0.769406
0.290035 0.771689
0.290265 0.773973
0.288161 0.776256
0.287655 0.778539
0.286304 0.780822
0.286107 0.783105
0.284101 0.785388
0.282965 0.787671
0.279827 0.789954
0.276836 0.792237
0.272938 0.794521
0.270705 0.796804
0.268381 0.799087
0.268482 0.801370
0.267034 0.803653
0.267452 0.805936
0.265124 0.808219
0.263107 0.810502
0.259006 0.812785
0.255181 0.815068
0.250442 0.817352
0.246894 0.819635
0.242228 0.821918
0.237760 0.824201
0.231799 0.826484
0.225632 0.828767
0.219830 0.831050
0.215656 0.833333
0.210842 0.835616
0.207513 0.837900
0.202782 0.840183
0.199628 0.842466
0.194857 0.844749
0.191746 0.847032
0.186737 0.849315
0.183222 0.851598
0.178387 0.853881
0.176266 0.856164
0.172362 0.858447
0.171962 0.860731
0.168263 0.863014
0.167459 0.865297
0.163415 0.867580
0.161630 0.869863
0.157553 0.872146
0.154476 0.874429
0.150022 0.876712
0.145674 0.878995
0.141382 0.881279
0.136085 0.883562
0.132153 0.885845
0.126642 0.888128
0.123548 0.890411
0.118936 0.892694
0.113802 0.894977
