title="d2z6      Re=86000     iterations=370001 "
 zone t="d2z6"variables=X,v/U
0.001370 0.000000
0.004110 0.013888
0.006849 0.066617
0.009589 0.103443
0.012329 0.132161
0.015068 0.154539
0.017808 0.171178
0.020548 0.184448
0.023288 0.193394
0.026027 0.197674
0.028767 0.201026
0.031507 0.202364
0.034247 0.202558
0.036986 0.202764
0.039726 0.203042
0.042466 0.202402
0.045205 0.202699
0.047945 0.202718
0.050685 0.202670
0.053425 0.202888
0.056164 0.203452
0.058904 0.203456
0.061644 0.204144
0.064384 0.204676
0.067123 0.205142
0.069863 0.205728
0.072603 0.206580
0.075342 0.206968
0.078082 0.207758
0.080822 0.208468
0.083562 0.209030
0.086301 0.209636
0.089041 0.210472
0.091781 0.210869
0.094521 0.211599
0.097260 0.212275
0.100000 0.212835
0.102740 0.213490
0.105479 0.214357
0.108219 0.214986
0.110959 0.216010
0.113699 0.217095
0.116438 0.218389
0.119178 0.219905
0.121918 0.221861
0.124658 0.223690
0.127397 0.225794
0.130137 0.227577
0.132877 0.228878
0.135616 0.229641
0.138356 0.229813
0.141096 0.229279
0.143836 0.228717
0.146575 0.227915
0.149315 0.227270
0.152055 0.226909
0.154795 0.226553
0.157534 0.226286
0.160274 0.226126
0.163014 0.225820
0.165753 0.225671
0.168493 0.225639
0.171233 0.225566
0.173973 0.225702
0.176712 0.225750
0.179452 0.225771
0.182192 0.225821
0.184932 0.225762
0.187671 0.225609
0.190411 0.225508
0.193151 0.225160
0.195890 0.224834
0.198630 0.224504
0.201370 0.223882
0.204110 0.223515
0.206849 0.222808
0.209589 0.222208
0.212329 0.221457
0.215068 0.220791
0.217808 0.219956
0.220548 0.219452
0.223288 0.218942
0.226027 0.218747
0.228767 0.218910
0.231507 0.219214
0.234247 0.219776
0.236986 0.220282
0.239726 0.220938
0.242466 0.221130
0.245205 0.221699
0.247945 0.221689
0.250685 0.221995
0.253425 0.221809
0.256164 0.221859
0.258904 0.221132
0.261644 0.220829
0.264384 0.219529
0.267123 0.218650
0.269863 0.216600
0.272603 0.215261
0.275342 0.212229
0.278082 0.210606
0.280822 0.206742
0.283562 0.204945
0.286301 0.200404
0.289041 0.198881
0.291781 0.193919
0.294521 0.192626
0.297260 0.187983
0.300000 0.186937
0.302740 0.183006
0.305479 0.181996
0.308219 0.179657
0.310959 0.178355
0.313699 0.177616
0.316438 0.176365
0.319178 0.177291
0.321918 0.175605
0.324658 0.178142
0.327397 0.176326
0.330137 0.179287
0.332877 0.177381
0.335616 0.180685
0.338356 0.178231
0.341096 0.181442
0.343836 0.179385
0.346575 0.181713
0.349315 0.180101
0.352055 0.182160
0.354795 0.180840
0.357534 0.181966
0.360274 0.181540
0.363014 0.181496
0.365753 0.181071
0.368493 0.180655
0.371233 0.180120
0.373973 0.178937
0.376712 0.178548
0.379452 0.177360
0.382192 0.176485
0.384932 0.175815
0.387671 0.174873
0.390411 0.174099
0.393151 0.172849
0.395890 0.171965
0.398630 0.169744
0.401370 0.168524
0.404110 0.165775
0.406849 0.164304
0.409589 0.161305
0.412329 0.160331
0.415068 0.157293
0.417808 0.156881
0.420548 0.154223
0.423288 0.154133
0.426027 0.151747
0.428767 0.151884
0.431507 0.149665
0.434247 0.149656
0.436986 0.147732
0.439726 0.147341
0.442466 0.145475
0.445205 0.144717
0.447945 0.142496
0.450685 0.141144
0.453425 0.138502
0.456164 0.136450
0.458904 0.133538
0.461644 0.131094
0.464384 0.128036
0.467123 0.125473
0.469863 0.122245
0.472603 0.119678
0.475342 0.115805
0.478082 0.113277
0.480822 0.107913
0.483562 0.105295
0.486301 0.097759
0.489041 0.094776
0.491781 0.084756
0.494521 0.081261
0.497260 0.068551
0.500000 0.064668
0.502740 0.049414
0.505479 0.045037
