title="d2z6      Re=86000     iterations=75001 "
 zone t="d2z6"variables=X,v/U
0.001370 0.000000
0.004110 0.002633
0.006849 0.013224
0.009589 0.020234
0.012329 0.026242
0.015068 0.030016
0.017808 0.032460
0.020548 0.035285
0.023288 0.036790
0.026027 0.037490
0.028767 0.038930
0.031507 0.039446
0.034247 0.039389
0.036986 0.040241
0.039726 0.040401
0.042466 0.040076
0.045205 0.040713
0.047945 0.040788
0.050685 0.040386
0.053425 0.040947
0.056164 0.041028
0.058904 0.040613
0.061644 0.041141
0.064384 0.041253
0.067123 0.040842
0.069863 0.041351
0.072603 0.041499
0.075342 0.041097
0.078082 0.041590
0.080822 0.041773
0.083562 0.041383
0.086301 0.041861
0.089041 0.042077
0.091781 0.041700
0.094521 0.042165
0.097260 0.042412
0.100000 0.042051
0.102740 0.042504
0.105479 0.042779
0.108219 0.042435
0.110959 0.042876
0.113699 0.043178
0.116438 0.042853
0.119178 0.043284
0.121918 0.043608
0.124658 0.043305
0.127397 0.043727
0.130137 0.044072
0.132877 0.043792
0.135616 0.044207
0.138356 0.044569
0.141096 0.044315
0.143836 0.044722
0.146575 0.045100
0.149315 0.044874
0.152055 0.045275
0.154795 0.045666
0.157534 0.045469
0.160274 0.045866
0.163014 0.046269
0.165753 0.046101
0.168493 0.046494
0.171233 0.046910
0.173973 0.046771
0.176712 0.047161
0.179452 0.047589
0.182192 0.047478
0.184932 0.047868
0.187671 0.048308
0.190411 0.048224
0.193151 0.048614
0.195890 0.049066
0.198630 0.049009
0.201370 0.049400
0.204110 0.049865
0.206849 0.049834
0.209589 0.050225
0.212329 0.050704
0.215068 0.050697
0.217808 0.051091
0.220548 0.051583
0.223288 0.051600
0.226027 0.051996
0.228767 0.052500
0.231507 0.052541
0.234247 0.052940
0.236986 0.053456
0.239726 0.053519
0.242466 0.053921
0.245205 0.054446
0.247945 0.054532
0.250685 0.054937
0.253425 0.055470
0.256164 0.055578
0.258904 0.055986
0.261644 0.056524
0.264384 0.056653
0.267123 0.057063
0.269863 0.057604
0.272603 0.057753
0.275342 0.058165
0.278082 0.058706
0.280822 0.058872
0.283562 0.059285
0.286301 0.059824
0.289041 0.060004
0.291781 0.060418
0.294521 0.060952
0.297260 0.061140
0.300000 0.061553
0.302740 0.062078
0.305479 0.062265
0.308219 0.062672
0.310959 0.063177
0.313699 0.063350
0.316438 0.063736
0.319178 0.064209
0.321918 0.064352
0.324658 0.064711
0.327397 0.065145
0.330137 0.065271
0.332877 0.065614
0.335616 0.066047
0.338356 0.066180
0.341096 0.066561
0.343836 0.067013
0.346575 0.067206
0.349315 0.067618
0.352055 0.068114
0.354795 0.068317
0.357534 0.068757
0.360274 0.069208
0.363014 0.069404
0.365753 0.069769
0.368493 0.070175
0.371233 0.070261
0.373973 0.070586
0.376712 0.070859
0.379452 0.070899
0.382192 0.071119
0.384932 0.071340
0.387671 0.071285
0.390411 0.071486
0.393151 0.071610
0.395890 0.071557
0.398630 0.071703
