title="d2z6      Re=86000     iterations=55001 "
 zone t="d2z6"variables=u/U,Y
-0.000018 0.000000
-0.002924 0.002283
-0.008409 0.004566
-0.012961 0.006849
-0.016659 0.009132
-0.019786 0.011416
-0.022515 0.013699
-0.024985 0.015982
-0.027062 0.018265
-0.028975 0.020548
-0.030449 0.022831
-0.031834 0.025114
-0.032808 0.027397
-0.033779 0.029680
-0.034364 0.031963
-0.035050 0.034247
-0.035367 0.036530
-0.035836 0.038813
-0.035972 0.041096
-0.036289 0.043379
-0.036295 0.045662
-0.036525 0.047945
-0.036448 0.050228
-0.036604 0.052511
-0.036481 0.054795
-0.036583 0.057078
-0.036424 0.059361
-0.036503 0.061644
-0.036323 0.063927
-0.036372 0.066210
-0.036188 0.068493
-0.036211 0.070776
-0.036020 0.073059
-0.036038 0.075342
-0.035843 0.077626
-0.035845 0.079909
-0.035657 0.082192
-0.035642 0.084475
-0.035458 0.086758
-0.035444 0.089041
-0.035262 0.091324
-0.035236 0.093607
-0.035066 0.095890
-0.035030 0.098174
-0.034868 0.100457
-0.034835 0.102740
-0.034677 0.105023
-0.034639 0.107306
-0.034496 0.109589
-0.034453 0.111872
-0.034319 0.114155
-0.034284 0.116438
-0.034156 0.118721
-0.034119 0.121005
-0.034007 0.123288
-0.033970 0.125571
-0.033868 0.127854
-0.033845 0.130137
-0.033748 0.132420
-0.033725 0.134703
-0.033646 0.136986
-0.033629 0.139269
-0.033558 0.141553
-0.033556 0.143836
-0.033489 0.146119
-0.033492 0.148402
-0.033443 0.150685
-0.033456 0.152968
-0.033413 0.155251
-0.033443 0.157534
-0.033402 0.159817
-0.033439 0.162100
-0.033414 0.164384
-0.033468 0.166667
-0.033444 0.168950
-0.033514 0.171233
-0.033488 0.173516
-0.033570 0.175799
-0.033557 0.178082
-0.033657 0.180365
-0.033643 0.182648
-0.033757 0.184932
-0.033735 0.187215
-0.033861 0.189498
-0.033852 0.191781
-0.033997 0.194064
-0.033980 0.196347
-0.034138 0.198630
-0.034107 0.200913
-0.034275 0.203196
-0.034253 0.205479
-0.034443 0.207763
-0.034406 0.210046
-0.034602 0.212329
-0.034545 0.214612
-0.034750 0.216895
-0.034697 0.219178
-0.034922 0.221461
-0.034846 0.223744
-0.035074 0.226027
-0.034968 0.228311
-0.035201 0.230594
-0.035093 0.232877
-0.035343 0.235160
-0.035203 0.237443
-0.035449 0.239726
-0.035272 0.242009
-0.035514 0.244292
-0.035328 0.246575
-0.035586 0.248858
-0.035357 0.251142
-0.035600 0.253425
-0.035326 0.255708
-0.035562 0.257991
-0.035271 0.260274
-0.035512 0.262557
-0.035167 0.264840
-0.035391 0.267123
-0.034995 0.269406
-0.035193 0.271689
-0.034772 0.273973
-0.034983 0.276256
-0.034503 0.278539
-0.034662 0.280822
-0.034130 0.283105
-0.034265 0.285388
-0.033701 0.287671
-0.033843 0.289954
-0.033226 0.292237
-0.033256 0.294521
-0.032565 0.296804
-0.032673 0.299087
-0.031973 0.301370
-0.031886 0.303653
-0.031104 0.305936
-0.031169 0.308219
-0.030327 0.310502
-0.030113 0.312785
-0.029249 0.315068
-0.029232 0.317352
-0.028292 0.319635
-0.027967 0.321918
-0.026963 0.324201
-0.026802 0.326484
-0.025771 0.328767
-0.025356 0.331050
-0.024247 0.333333
-0.023924 0.335616
-0.022741 0.337900
-0.022176 0.340183
-0.020969 0.342466
-0.020485 0.344749
-0.019181 0.347032
-0.018460 0.349315
-0.017076 0.351598
-0.016369 0.353881
-0.014956 0.356164
-0.014030 0.358447
-0.012506 0.360731
-0.011575 0.363014
-0.009974 0.365297
-0.008765 0.367580
-0.007151 0.369863
-0.005841 0.372146
-0.004079 0.374429
-0.002684 0.376712
-0.000914 0.378995
0.000982 0.381279
0.002830 0.383562
0.004517 0.385845
0.006406 0.388128
0.008845 0.390411
0.010742 0.392694
0.013101 0.394977
0.014983 0.397260
0.017812 0.399543
0.019550 0.401826
0.022360 0.404110
0.023862 0.406393
0.026527 0.408676
0.027657 0.410959
0.030034 0.413242
0.030796 0.415525
0.032835 0.417808
0.033210 0.420091
0.035427 0.422374
0.035555 0.424658
0.037898 0.426941
0.037759 0.429224
0.041148 0.431507
0.040628 0.433790
0.044327 0.436073
0.043139 0.438356
0.047481 0.440639
0.045160 0.442922
0.048828 0.445205
0.044948 0.447489
0.047346 0.449772
0.041695 0.452055
0.041797 0.454338
0.034380 0.456621
0.032252 0.458904
0.023338 0.461187
0.018179 0.463470
0.008381 0.465753
0.001151 0.468037
-0.008858 0.470320
-0.018397 0.472603
-0.027705 0.474886
-0.038065 0.477169
-0.045865 0.479452
-0.056830 0.481735
-0.062466 0.484018
-0.072551 0.486301
-0.075830 0.488584
-0.084762 0.490868
-0.085518 0.493151
-0.092750 0.495434
-0.091309 0.497717
-0.096648 0.500000
-0.093300 0.502283
-0.096809 0.504566
-0.091834 0.506849
-0.093726 0.509132
-0.087930 0.511416
-0.088317 0.513699
-0.082750 0.515982
-0.082166 0.518265
-0.076867 0.520548
-0.075594 0.522831
-0.069759 0.525114
-0.067910 0.527397
-0.061322 0.529680
-0.058799 0.531963
-0.052597 0.534247
-0.049827 0.536530
-0.045698 0.538813
-0.042952 0.541096
-0.041020 0.543379
-0.038433 0.545662
-0.036765 0.547945
-0.034120 0.550228
-0.031603 0.552511
