title="d2z6      Re=86000     iterations=165001 "
 zone t="d2z6"variables=u/U,Y
-0.000009 0.000000
-0.015949 0.002283
-0.046871 0.004566
-0.073812 0.006849
-0.094321 0.009132
-0.108687 0.011416
-0.117794 0.013699
-0.122228 0.015982
-0.126303 0.018265
-0.129215 0.020548
-0.133301 0.022831
-0.136841 0.025114
-0.140479 0.027397
-0.143369 0.029680
-0.145885 0.031963
-0.147012 0.034247
-0.148311 0.036530
-0.147675 0.038813
-0.148498 0.041096
-0.147141 0.043379
-0.148551 0.045662
-0.147653 0.047945
-0.149822 0.050228
-0.149165 0.052511
-0.151064 0.054795
-0.149908 0.057078
-0.150626 0.059361
-0.148647 0.061644
-0.147643 0.063927
-0.145008 0.066210
-0.142335 0.068493
-0.139294 0.070776
-0.135445 0.073059
-0.132238 0.075342
-0.127626 0.077626
-0.124649 0.079909
-0.119698 0.082192
-0.117222 0.084475
-0.112543 0.086758
-0.110817 0.089041
-0.106875 0.091324
-0.106103 0.093607
-0.103100 0.095890
-0.102904 0.098174
-0.100809 0.100457
-0.100786 0.102740
-0.099247 0.105023
-0.099342 0.107306
-0.097989 0.109589
-0.097975 0.111872
-0.096759 0.114155
-0.096264 0.116438
-0.095077 0.118721
-0.094301 0.121005
-0.092910 0.123288
-0.091965 0.125571
-0.090354 0.127854
-0.088980 0.130137
-0.087168 0.132420
-0.085455 0.134703
-0.083273 0.136986
-0.081369 0.139269
-0.078675 0.141553
-0.076616 0.143836
-0.073357 0.146119
-0.071198 0.148402
-0.067317 0.150685
-0.065207 0.152968
-0.060669 0.155251
-0.058816 0.157534
-0.053698 0.159817
-0.052146 0.162100
-0.046568 0.164384
-0.045510 0.166667
-0.039578 0.168950
-0.039189 0.171233
-0.033104 0.173516
-0.033505 0.175799
-0.027445 0.178082
-0.029025 0.180365
-0.023292 0.182648
-0.026104 0.184932
-0.021079 0.187215
-0.025504 0.189498
-0.021591 0.191781
-0.027471 0.194064
-0.025051 0.196347
-0.032447 0.198630
-0.031771 0.200913
-0.040093 0.203196
-0.041231 0.205479
-0.050213 0.207763
-0.053034 0.210046
-0.061784 0.212329
-0.065989 0.214612
-0.074443 0.216895
-0.079609 0.219178
-0.087249 0.221461
-0.093022 0.223744
-0.100092 0.226027
-0.106178 0.228311
-0.111802 0.230594
-0.117805 0.232877
-0.121639 0.235160
-0.127240 0.237443
-0.129379 0.239726
-0.134461 0.242009
-0.135550 0.244292
-0.140116 0.246575
-0.140230 0.248858
-0.144116 0.251142
-0.142454 0.253425
-0.145342 0.255708
-0.141335 0.257991
-0.143182 0.260274
-0.137693 0.262557
-0.139174 0.264840
-0.134547 0.267123
-0.137038 0.269406
-0.134868 0.271689
-0.138730 0.273973
-0.137223 0.276256
-0.140796 0.278539
-0.138983 0.280822
-0.142500 0.283105
-0.142374 0.285388
-0.147123 0.287671
-0.148725 0.289954
-0.152876 0.292237
-0.154209 0.294521
-0.157027 0.296804
-0.157970 0.299087
-0.159760 0.301370
-0.158728 0.303653
-0.159282 0.305936
-0.158734 0.308219
-0.158816 0.310502
-0.157035 0.312785
-0.157714 0.315068
-0.156836 0.317352
-0.158028 0.319635
-0.156805 0.321918
-0.157969 0.324201
-0.156525 0.326484
-0.157039 0.328767
-0.154957 0.331050
-0.155024 0.333333
-0.151958 0.335616
-0.151532 0.337900
-0.147663 0.340183
-0.146171 0.342466
-0.143689 0.344749
-0.142613 0.347032
-0.136692 0.349315
-0.135938 0.351598
-0.134468 0.353881
-0.134229 0.356164
-0.128953 0.358447
-0.129191 0.360731
-0.127038 0.363014
-0.126947 0.365297
-0.121813 0.367580
-0.121483 0.369863
-0.117815 0.372146
-0.116626 0.374429
-0.110668 0.376712
-0.108418 0.378995
-0.103278 0.381279
-0.100019 0.383562
-0.092785 0.385845
-0.087913 0.388128
-0.081644 0.390411
-0.074503 0.392694
-0.065358 0.394977
-0.055056 0.397260
-0.050019 0.399543
-0.038383 0.401826
-0.029609 0.404110
-0.018202 0.406393
-0.014521 0.408676
-0.003081 0.410959
0.000511 0.413242
0.010023 0.415525
0.010042 0.417808
0.017543 0.420091
0.016281 0.422374
0.021240 0.424658
0.017433 0.426941
0.020261 0.429224
0.016056 0.431507
0.017191 0.433790
0.012085 0.436073
0.012346 0.438356
0.007840 0.440639
0.007742 0.442922
0.003335 0.445205
0.003459 0.447489
-0.000433 0.449772
0.000046 0.452055
-0.003410 0.454338
-0.002454 0.456621
-0.005396 0.458904
-0.003931 0.461187
-0.006330 0.463470
-0.004334 0.465753
-0.006105 0.468037
-0.003584 0.470320
-0.004721 0.472603
-0.001657 0.474886
-0.002129 0.477169
0.001455 0.479452
0.001644 0.481735
0.005691 0.484018
0.006493 0.486301
0.010939 0.488584
0.012283 0.490868
0.017021 0.493151
0.018846 0.495434
0.023736 0.497717
0.025891 0.500000
0.030834 0.502283
0.033237 0.504566
0.038152 0.506849
0.040728 0.509132
0.045568 0.511416
0.048238 0.513699
0.052904 0.515982
0.055628 0.518265
0.060025 0.520548
0.062799 0.522831
0.066990 0.525114
0.069715 0.527397
0.074003 0.529680
0.076694 0.531963
0.081315 0.534247
0.083970 0.536530
0.088710 0.538813
0.091303 0.541096
0.095472 0.543379
0.097977 0.545662
0.101086 0.547945
0.103498 0.550228
0.105635 0.552511
0.107868 0.554795
0.109348 0.557078
0.111386 0.559361
0.112478 0.561644
0.114332 0.563927
0.115250 0.566210
0.116849 0.568493
0.117648 0.570776
0.118978 0.573059
0.119734 0.575342
0.120797 0.577626
0.121550 0.579909
0.122260 0.582192
0.122910 0.584475
0.123252 0.586758
0.123693 0.589041
0.123669 0.591324
0.123841 0.593607
0.123452 0.595890
0.123246 0.598174
0.122289 0.600457
0.121598 0.602740
0.120477 0.605023
0.119270 0.607306
0.117460 0.609589
0.115697 0.611872
0.113844 0.614155
0.111503 0.616438
0.108682 0.618721
0.105583 0.621005
0.101907 0.623288
0.097521 0.625571
0.092022 0.627854
0.086511 0.630137
0.079668 0.632420
0.072990 0.634703
0.064680 0.636986
0.056770 0.639269
0.049435 0.641553
0.042206 0.643836
0.036676 0.646119
0.027592 0.648402
0.017339 0.650685
0.004530 0.652968
-0.007246 0.655251
-0.017989 0.657534
-0.022491 0.659817
-0.031120 0.662100
-0.032959 0.664384
-0.037800 0.666667
-0.028888 0.668950
-0.029897 0.671233
-0.017983 0.673516
-0.017237 0.675799
-0.004261 0.678082
-0.002098 0.680365
0.008839 0.682648
0.011907 0.684932
0.019707 0.687215
0.022729 0.689498
0.026416 0.691781
0.028546 0.694064
0.029557 0.696347
0.030554 0.698630
0.029107 0.700913
0.028888 0.703196
0.025850 0.705479
0.024419 0.707763
0.020062 0.710046
0.017770 0.712329
0.012854 0.714612
0.010071 0.716895
0.005073 0.719178
0.002162 0.721461
-0.002296 0.723744
-0.004896 0.726027
-0.008700 0.728311
-0.010736 0.730594
-0.013649 0.732877
-0.015016 0.735160
-0.017131 0.737443
-0.017888 0.739726
-0.018922 0.742009
-0.019134 0.744292
-0.020246 0.746575
-0.020303 0.748858
-0.020496 0.751142
-0.020603 0.753425
-0.021751 0.755708
-0.022164 0.757991
-0.023306 0.760274
-0.024109 0.762557
-0.026057 0.764840
-0.026832 0.767123
-0.028289 0.769406
-0.028650 0.771689
-0.030159 0.773973
-0.030016 0.776256
-0.030459 0.778539
-0.029835 0.780822
-0.030123 0.783105
-0.028929 0.785388
-0.028359 0.787671
-0.026774 0.789954
-0.026175 0.792237
-0.024261 0.794521
-0.022435 0.796804
-0.019879 0.799087
-0.018067 0.801370
-0.015172 0.803653
-0.012593 0.805936
-0.009758 0.808219
-0.008107 0.810502
-0.005223 0.812785
-0.003820 0.815068
-0.000840 0.817352
0.000263 0.819635
0.003355 0.821918
0.005272 0.824201
0.008931 0.826484
0.010980 0.828767
0.015026 0.831050
0.018748 0.833333
0.023031 0.835616
0.026542 0.837900
0.031077 0.840183
0.035596 0.842466
0.040312 0.844749
0.044224 0.847032
0.048924 0.849315
0.053870 0.851598
0.058821 0.853881
0.062868 0.856164
0.068103 0.858447
0.073483 0.860731
0.078675 0.863014
0.083651 0.865297
0.089155 0.867580
0.094965 0.869863
0.100563 0.872146
0.106477 0.874429
0.112004 0.876712
0.118550 0.878995
0.124087 0.881279
0.130590 0.883562
0.136135 0.885845
0.143112 0.888128
0.148270 0.890411
0.155413 0.892694
0.160417 0.894977
0.167504 0.897260
0.172229 0.899543
0.179432 0.901826
0.183647 0.904110
0.190789 0.906393
0.194568 0.908676
0.201425 0.910959
0.204649 0.913242
0.211309 0.915525
0.213667 0.917808
0.219966 0.920091
0.221468 0.922374
0.227316 0.924658
0.228105 0.926941
0.233444 0.929224
0.233612 0.931507
0.238760 0.933790
0.238606 0.936073
0.243131 0.938356
0.242776 0.940639
0.247284 0.942922
0.246828 0.945205
0.250883 0.947489
0.250434 0.949772
0.254411 0.952055
0.253950 0.954338
0.257898 0.956621
0.258362 0.958904
0.264006 0.961187
0.267754 0.963470
0.276160 0.965753
0.280576 0.968037
0.286379 0.970320
0.287164 0.972603
0.290799 0.974886
0.290577 0.977169
0.292864 0.979452
0.290665 0.981735
0.291136 0.984018
0.287408 0.986301
0.287672 0.988584
0.322253 0.990868
0.504410 0.993151
0.822592 0.995434
