title="d2z6      Re=86000     iterations=40001 "
 zone t="d2z6"variables=X,v/U
0.001370 0.000000
0.004110 0.000554
0.006849 0.004171
0.009589 0.006523
0.012329 0.009129
0.015068 0.010585
0.017808 0.011214
0.020548 0.012527
0.023288 0.013045
0.026027 0.012975
0.028767 0.013767
0.031507 0.013925
0.034247 0.013584
0.036986 0.014179
0.039726 0.014214
0.042466 0.013784
0.045205 0.014309
0.047945 0.014315
0.050685 0.013861
0.053425 0.014364
0.056164 0.014370
0.058904 0.013914
0.061644 0.014404
0.064384 0.014418
0.067123 0.013966
0.069863 0.014448
0.072603 0.014471
0.075342 0.014026
0.078082 0.014497
0.080822 0.014531
0.083562 0.014093
0.086301 0.014554
0.089041 0.014598
0.091781 0.014168
0.094521 0.014618
0.097260 0.014673
0.100000 0.014251
0.102740 0.014689
0.105479 0.014755
0.108219 0.014341
0.110959 0.014766
0.113699 0.014844
0.116438 0.014439
0.119178 0.014850
0.121918 0.014941
0.124658 0.014544
0.127397 0.014942
0.130137 0.015046
0.132877 0.014657
0.135616 0.015040
0.138356 0.015159
0.141096 0.014777
0.143836 0.015146
0.146575 0.015280
0.149315 0.014904
0.152055 0.015259
0.154795 0.015409
0.157534 0.015039
0.160274 0.015379
0.163014 0.015547
0.165753 0.015182
0.168493 0.015509
0.171233 0.015693
0.173973 0.015334
0.176712 0.015646
0.179452 0.015848
0.182192 0.015494
0.184932 0.015794
0.187671 0.016011
0.190411 0.015663
0.193151 0.015950
0.195890 0.016183
0.198630 0.015841
0.201370 0.016118
0.204110 0.016364
0.206849 0.016029
0.209589 0.016296
0.212329 0.016554
0.215068 0.016227
0.217808 0.016485
0.220548 0.016754
0.223288 0.016436
0.226027 0.016687
0.228767 0.016964
0.231507 0.016657
0.234247 0.016901
0.236986 0.017183
0.239726 0.016889
0.242466 0.017128
0.245205 0.017414
0.247945 0.017133
0.250685 0.017368
0.253425 0.017657
0.256164 0.017390
0.258904 0.017623
0.261644 0.017911
0.264384 0.017660
0.267123 0.017892
0.269863 0.018179
0.272603 0.017945
