title="d2z6      Re=86000     iterations=450001 "
 zone t="d2z6"variables=X,v/U
0.001370 0.000000
0.004110 0.014953
0.006849 0.050768
0.009589 0.046737
0.012329 0.042937
0.015068 0.038560
0.017808 0.030193
0.020548 0.025011
0.023288 0.019950
0.026027 0.014936
0.028767 0.014183
0.031507 0.012960
0.034247 0.012332
0.036986 0.013312
0.039726 0.013095
0.042466 0.012290
0.045205 0.012739
0.047945 0.011668
0.050685 0.011234
0.053425 0.011199
0.056164 0.011078
0.058904 0.010553
0.061644 0.011723
0.064384 0.011494
0.067123 0.012730
0.069863 0.013567
0.072603 0.015028
0.075342 0.015690
0.078082 0.017804
0.080822 0.018471
0.083562 0.020300
0.086301 0.021813
0.089041 0.023805
0.091781 0.025765
0.094521 0.028946
0.097260 0.031861
0.100000 0.036093
0.102740 0.040899
0.105479 0.046531
0.108219 0.052756
0.110959 0.060092
0.113699 0.067564
0.116438 0.075857
0.119178 0.084571
0.121918 0.093716
0.124658 0.103046
0.127397 0.113082
0.130137 0.123178
0.132877 0.133818
0.135616 0.144747
0.138356 0.156257
0.141096 0.167677
0.143836 0.179984
0.146575 0.191975
0.149315 0.204605
0.152055 0.216880
0.154795 0.229696
0.157534 0.241503
0.160274 0.254100
0.163014 0.265251
0.165753 0.276809
0.168493 0.286862
0.171233 0.297298
0.173973 0.305868
0.176712 0.314817
0.179452 0.322171
0.182192 0.329686
0.184932 0.335652
0.187671 0.342047
0.190411 0.346725
0.193151 0.351595
0.195890 0.354972
0.198630 0.358169
0.201370 0.359802
0.204110 0.361262
0.206849 0.361135
0.209589 0.360573
0.212329 0.358588
0.215068 0.356034
0.217808 0.351976
0.220548 0.347540
0.223288 0.341647
0.226027 0.335358
0.228767 0.327962
0.231507 0.320168
0.234247 0.311594
0.236986 0.302989
0.239726 0.293855
0.242466 0.285134
0.245205 0.276336
0.247945 0.268229
0.250685 0.260388
0.253425 0.253614
0.256164 0.247144
0.258904 0.241831
0.261644 0.236893
0.264384 0.233079
0.267123 0.229292
0.269863 0.226840
0.272603 0.224247
0.275342 0.222451
0.278082 0.220974
0.280822 0.219981
0.283562 0.218282
0.286301 0.218608
0.289041 0.215429
0.291781 0.218440
0.294521 0.220846
0.297260 0.228688
0.300000 0.232799
0.302740 0.235932
0.305479 0.232954
0.308219 0.226849
0.310959 0.217775
0.313699 0.208636
0.316438 0.200131
0.319178 0.192844
0.321918 0.186372
0.324658 0.180731
0.327397 0.175756
0.330137 0.170987
0.332877 0.166862
0.335616 0.162841
0.338356 0.159007
0.341096 0.155195
0.343836 0.151495
0.346575 0.147447
0.349315 0.143560
0.352055 0.139569
0.354795 0.135468
0.357534 0.131640
0.360274 0.127990
0.363014 0.124426
0.365753 0.121322
0.368493 0.118547
0.371233 0.115926
0.373973 0.113844
0.376712 0.112028
0.379452 0.110240
0.382192 0.108717
0.384932 0.107463
0.387671 0.106333
0.390411 0.106027
0.393151 0.106513
0.395890 0.107869
0.398630 0.110416
0.401370 0.114622
0.404110 0.119999
0.406849 0.127008
0.409589 0.134767
0.412329 0.142448
0.415068 0.149019
0.417808 0.153783
0.420548 0.155901
0.423288 0.155725
0.426027 0.153787
0.428767 0.151144
0.431507 0.148081
0.434247 0.145029
0.436986 0.141931
0.439726 0.139238
0.442466 0.137251
0.445205 0.135987
0.447945 0.135217
0.450685 0.134505
0.453425 0.133143
0.456164 0.130933
0.458904 0.127914
0.461644 0.124323
0.464384 0.120583
0.467123 0.117684
0.469863 0.115801
0.472603 0.115378
0.475342 0.115964
0.478082 0.116841
0.480822 0.117552
0.483562 0.117591
0.486301 0.117033
0.489041 0.115787
0.491781 0.114266
0.494521 0.112997
0.497260 0.111326
0.500000 0.110282
0.502740 0.108459
0.505479 0.107151
0.508219 0.104936
0.510959 0.103335
0.513699 0.100961
0.516438 0.099046
0.519178 0.096740
0.521918 0.094573
0.524658 0.092236
0.527397 0.089693
0.530137 0.087379
0.532877 0.084294
0.535616 0.081665
0.538356 0.078422
0.541096 0.074887
0.543836 0.071607
0.546575 0.067094
0.549315 0.063807
0.552055 0.057989
0.554795 0.055258
0.557534 0.048028
0.560274 0.045849
0.563014 0.037756
0.565753 0.036259
0.568493 0.027496
0.571233 0.027084
0.573973 0.017754
0.576712 0.018390
0.579452 0.009416
0.582192 0.010617
0.584932 0.002151
0.587671 0.003727
0.590411 -0.003910
0.593151 -0.002382
0.595890 -0.007455
0.598630 -0.006131
0.601370 -0.011704
0.604110 -0.008969
0.606849 -0.020022
0.609589 -0.011673
0.612329 -0.021411
0.615068 -0.004410
0.617808 -0.013627
0.620548 0.001932
0.623288 -0.009122
0.626027 -0.004511
0.628767 -0.014832
