title="d2z6      Re=86000     iterations=25001 "
 zone t="d2z6"variables=u/U,Y
-0.000023 0.000000
-0.001139 0.002283
-0.003111 0.004566
-0.004558 0.006849
-0.005571 0.009132
-0.006303 0.011416
-0.006792 0.013699
-0.007135 0.015982
-0.007338 0.018265
-0.007490 0.020548
-0.007574 0.022831
-0.007640 0.025114
-0.007668 0.027397
-0.007696 0.029680
-0.007694 0.031963
-0.007710 0.034247
-0.007715 0.036530
-0.007728 0.038813
-0.007729 0.041096
-0.007739 0.043379
-0.007729 0.045662
-0.007737 0.047945
-0.007745 0.050228
-0.007754 0.052511
-0.007759 0.054795
-0.007769 0.057078
-0.007761 0.059361
-0.007768 0.061644
-0.007782 0.063927
-0.007787 0.066210
-0.007798 0.068493
-0.007808 0.070776
-0.007804 0.073059
-0.007809 0.075342
-0.007829 0.077626
-0.007832 0.079909
-0.007846 0.082192
-0.007857 0.084475
-0.007858 0.086758
-0.007862 0.089041
-0.007887 0.091324
-0.007888 0.093607
-0.007905 0.095890
-0.007918 0.098174
-0.007922 0.100457
-0.007926 0.102740
-0.007955 0.105023
-0.007955 0.107306
-0.007974 0.109589
-0.007989 0.111872
-0.007996 0.114155
-0.008001 0.116438
-0.008033 0.118721
-0.008032 0.121005
-0.008053 0.123288
-0.008069 0.125571
-0.008080 0.127854
-0.008083 0.130137
-0.008120 0.132420
-0.008116 0.134703
-0.008141 0.136986
-0.008154 0.139269
-0.008171 0.141553
-0.008173 0.143836
-0.008214 0.146119
-0.008207 0.148402
-0.008236 0.150685
-0.008247 0.152968
-0.008269 0.155251
-0.008269 0.157534
-0.008315 0.159817
-0.008305 0.162100
-0.008338 0.164384
-0.008345 0.166667
-0.008373 0.168950
-0.008370 0.171233
-0.008420 0.173516
-0.008409 0.175799
-0.008444 0.178082
-0.008448 0.180365
-0.008482 0.182648
-0.008476 0.184932
-0.008529 0.187215
-0.008518 0.189498
-0.008553 0.191781
-0.008557 0.194064
-0.008595 0.196347
-0.008587 0.198630
-0.008641 0.200913
-0.008631 0.203196
-0.008665 0.205479
-0.008670 0.207763
-0.008712 0.210046
-0.008703 0.212329
-0.008758 0.214612
-0.008748 0.216895
-0.008781 0.219178
-0.008786 0.221461
-0.008831 0.223744
-0.008820 0.226027
-0.008878 0.228311
-0.008867 0.230594
-0.008900 0.232877
-0.008903 0.235160
-0.008954 0.237443
-0.008939 0.239726
-0.009002 0.242009
-0.008987 0.244292
-0.009021 0.246575
-0.009020 0.248858
-0.009078 0.251142
-0.009058 0.253425
-0.009127 0.255708
-0.009105 0.257991
-0.009141 0.260274
-0.009135 0.262557
-0.009202 0.264840
-0.009175 0.267123
-0.009252 0.269406
-0.009221 0.271689
