Itterate ,Time ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_X ,MAX_ABS_U_Error_position_Y ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_X, MAX_ABS_V_Error_position_Y ,MAX_RS_Error ,MAX_RS_Error_Position_X ,MAX_RS_Error_Position_Y ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_X ,Bulk_Velocity_ABS_Error_Position_Y
1001,1.01116,1,0.104087,115,140,0.0684552,119,135,1,0,140,0.0108668,115,140,
2001,2.02132,0.670023,0.0309544,110,137,0.0525951,128,115,30.4512,72,1,0.00378832,127,118,
3001,3.03147,4.36977,0.0368101,124,106,0.0452865,121,132,561.271,120,136,0.00280348,134,101,
4001,4.04162,0.675101,0.0312771,133,78,0.0325106,138,89,32.3987,146,77,0.00223448,138,87,
5001,5.05177,0.3778,0.0335041,132,69,0.027922,142,81,11.2764,119,88,0.00181998,140,76,
6001,6.06193,0.321851,0.0315502,133,61,0.0240226,144,73,8.9333,117,83,0.00154331,143,70,
7001,7.07208,0.803938,0.0264074,137,54,0.0191747,145,62,64.5007,113,81,0.00134177,143,59,
8001,8.08223,4.16463,0.0252912,135,46,0.0125893,148,63,406.157,158,48,0.001229,140,49,
9001,9.09238,1.19817,0.0241448,129,40,0.0149792,92,102,51.4663,160,43,0.00111806,131,41,
10001,10.1025,1.54978,0.0211788,115,38,0.0138228,104,56,114.32,169,33,0.0010062,116,39,
11001,11.1127,0.944826,0.0186253,97,44,0.013724,94,61,28.6019,112,115,0.00091806,98,44,
12001,12.1228,1.41406,0.0170981,81,56,0.0132269,154,45,76.238,163,46,0.000791073,81,55,
13001,13.133,2.48927,0.0169999,69,71,0.0137994,112,66,254.526,42,60,0.000806504,150,32,
14001,14.1431,1.2543,0.0162212,139,21,0.015085,110,59,57.2772,35,78,0.000728526,144,23,
15001,15.1533,1.03415,0.013853,131,17,0.0130765,104,53,55.7281,34,76,0.000594687,134,17,
16001,16.1635,1.49949,0.0125322,46,95,0.0131408,68,94,166.024,14,115,0.000795866,69,90,
17001,17.1736,0.731985,0.0145297,48,129,0.0134006,72,117,26.8372,20,104,0.000743536,72,104,
18001,18.1838,1.11243,0.014418,65,134,0.0117244,88,121,29.2037,29,120,0.000584619,76,138,
19001,19.1939,0.805588,0.0121698,88,133,0.0085224,100,86,31.0685,63,18,0.000583206,121,129,
20001,20.2041,0.669923,0.0108703,111,85,0.00866805,138,71,32.6094,90,1,0.000434167,138,74,
21001,21.2142,0.47056,0.010667,114,74,0.0078334,142,53,18.5306,95,7,0.000392415,80,27,
22001,22.2244,0.892991,0.00891948,70,35,0.00904524,58,49,58.4161,101,1,0.000438196,61,46,
23001,23.2345,1.37296,0.00845371,47,86,0.0105134,47,66,112.759,181,1,0.000561585,48,66,
24001,24.2447,1.63282,0.00998832,45,105,0.0100612,38,87,161.715,71,18,0.000570559,39,88,
25001,25.2548,0.578816,0.00988421,49,100,0.00839824,33,103,30.5615,57,30,0.000487559,36,111,
26001,26.265,1.6084,0.010278,52,115,0.00689491,100,67,146.682,68,9,0.000464774,49,115,
27001,27.2751,0.460123,0.00912631,68,133,0.00757374,102,56,11.2427,177,1,0.000520124,67,133,
