Itterate ,Time ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_X ,MAX_ABS_U_Error_position_Y ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_X, MAX_ABS_V_Error_position_Y ,MAX_RS_Error ,MAX_RS_Error_Position_X ,MAX_RS_Error_Position_Y ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_X ,Bulk_Velocity_ABS_Error_Position_Y
1001,0.323942,1,0.102742,363,437,0.0434841,360,433,1,0,437,0.0105609,363,437,
2001,0.647561,2.89669,0.0614883,363,436,0.0773103,365,435,158.05,348,432,0.00522872,52,436,
3001,0.97118,3.0456,0.0326659,361,435,0.041684,373,418,1023.17,74,296,0.00317945,111,436,
4001,1.2948,1.05041,0.0205678,358,435,0.0325885,367,432,270.715,104,235,0.00302788,367,429,
5001,1.61842,0.513304,0.0211609,376,395,0.0439755,386,382,48.2948,172,99,0.00297524,385,389,
6001,1.94204,0.507632,0.0402637,387,367,0.0511419,388,384,61.3035,275,425,0.00365218,387,367,
7001,2.26565,0.541375,0.0523713,237,435,0.0763093,394,361,144.258,132,429,0.00600003,217,435,
8001,2.58927,0.510439,0.0633497,271,435,0.0512039,373,349,52.8962,142,429,0.0123052,271,435,
9001,2.91289,0.585535,0.0857805,294,435,0.0757216,404,339,76.803,149,431,0.0143655,294,435,
10001,3.23651,0.596478,0.0728906,366,431,0.0667584,370,417,102.628,236,422,0.0120297,346,435,
11001,3.56013,2.5495,0.0615761,401,348,0.0772522,379,391,994.271,388,378,0.0115042,346,435,
12001,3.88375,0.824687,0.0808186,381,380,0.0694141,387,377,128.701,385,334,0.0101463,289,435,
13001,4.20737,0.568589,0.0918585,385,379,0.067406,345,432,57.3127,445,276,0.0103544,301,435,
14001,4.53098,1.37362,0.0649193,366,426,0.0780991,393,332,458.738,426,300,0.0104374,312,435,
15001,4.8546,0.999046,0.0655824,366,426,0.0625459,377,403,225.382,420,326,0.0103224,302,435,
16001,5.17822,0.650832,0.0650103,378,391,0.0662818,394,367,61.9233,422,322,0.0106934,313,435,
17001,5.50184,0.959452,0.069641,376,398,0.0621924,364,310,240.8,429,306,0.00997512,335,435,
18001,5.82546,1.8459,0.0738086,372,407,0.0546383,369,428,568.556,407,301,0.0106454,345,435,
19001,6.14908,0.765377,0.0871306,387,330,0.0605779,378,397,88.0023,408,350,0.00772094,374,410,
20001,6.4727,0.764306,0.0856812,384,371,0.0670024,395,320,80.0722,268,358,0.0106696,295,435,
21001,6.79632,1.71631,0.0783083,394,349,0.0683204,383,391,617.84,390,206,0.0105795,311,435,
22001,7.11993,0.944768,0.0714333,416,275,0.0612507,350,433,72.9998,431,277,0.0113484,324,435,
23001,7.44355,1.07593,0.0693433,383,383,0.0609067,397,322,144.829,427,272,0.0109763,325,435,
24001,7.76717,0.891087,0.0768716,383,383,0.0560313,375,406,150.419,520,126,0.0107639,333,435,
25001,8.09079,0.859107,0.078202,370,413,0.080214,363,430,117.256,300,351,0.0115999,372,415,
26001,8.41441,1.32088,0.0900866,378,388,0.0692564,387,384,237.392,388,149,0.0116248,312,435,
27001,8.73803,0.866499,0.078438,397,336,0.0669853,394,360,118.48,375,416,0.0122997,312,435,
28001,9.06165,1.1927,0.076898,398,334,0.0734665,408,318,251.029,444,193,0.0110214,345,435,
29001,9.38526,0.960997,0.082427,413,273,0.0687148,373,411,111.99,489,187,0.0112427,373,411,
30001,9.70888,2.46342,0.077535,379,270,0.0732832,390,362,846.203,479,208,0.0107178,351,435,
31001,10.0325,1.46413,0.0937535,377,396,0.0844566,382,393,249.373,369,430,0.0122831,351,435,
32001,10.3561,1.22166,0.110224,380,372,0.0920074,387,364,131.17,416,334,0.0107433,354,435,
33001,10.6797,1.07462,0.0877547,376,384,0.0807128,382,375,83.3351,371,307,0.0100299,371,416,
34001,11.0034,1.68256,0.113632,372,380,0.106515,384,372,281.393,432,302,0.00965304,371,416,
35001,11.327,1.17129,0.0794108,369,357,0.0882223,383,373,102.125,383,344,0.00934299,335,435,
36001,11.6506,1.33724,0.0727705,396,294,0.0775714,389,352,187.667,235,245,0.00916619,291,435,
37001,11.9742,2.35424,0.0902651,363,412,0.0725896,393,331,606.068,429,265,0.0110935,313,435,
38001,12.2978,1.70251,0.10695,371,404,0.104608,358,416,202.634,427,294,0.0135207,341,435,
39001,12.6215,1.77649,0.0786693,360,394,0.0819181,354,250,225.467,563,30,0.0104636,372,404,
40001,12.9451,1.16494,0.0880249,365,378,0.0720902,335,244,151.055,347,291,0.00909625,306,435,
41001,13.2687,1.0759,0.0828591,380,395,0.0776826,380,400,139.044,406,205,0.0111841,322,435,
42001,13.5923,5.41414,0.0686837,359,375,0.0783814,339,373,2128.2,371,426,0.0119638,322,435,
43001,13.9159,1.19306,0.0630583,328,379,0.0641872,368,224,177.013,269,427,0.00955214,304,435,
44001,14.2395,2.35378,0.0824369,304,435,0.0697425,399,356,868.763,392,382,0.0129816,304,435,
45001,14.5632,2.47949,0.0885832,340,435,0.0750138,408,304,733.287,312,426,0.0203167,340,435,
46001,14.8868,1.21327,0.0835771,342,426,0.0775953,344,430,270.187,218,33,0.017193,336,435,
47001,15.2104,1.01845,0.0993901,373,404,0.0974761,378,400,126.983,304,180,0.0131395,343,434,
48001,15.534,1.29275,0.135429,377,397,0.0967218,346,429,249.473,446,274,0.0195804,339,435,
49001,15.8576,1.06563,0.101642,375,397,0.0947444,343,432,144.361,425,189,0.0175965,345,435,
50001,16.1813,1.31153,0.0926922,427,276,0.0925227,363,368,174.718,409,348,0.0121038,371,420,
51001,16.5049,2.29584,0.0752266,427,272,0.0824761,357,368,781.397,429,308,0.0117513,381,374,
52001,16.8285,0.994025,0.0723094,381,377,0.0971519,394,366,104.678,437,241,0.0131939,380,375,
53001,17.1521,0.864878,0.0877224,394,320,0.0682844,398,341,113.839,318,173,0.012633,320,435,
54001,17.4757,2.03438,0.070775,321,435,0.082269,357,432,410.875,321,267,0.0119462,322,435,
55001,17.7994,1.26695,0.096074,344,435,0.0747568,381,383,164.152,479,206,0.0171819,344,435,
56001,18.123,1.07624,0.0797811,382,385,0.0806096,389,368,178.913,466,234,0.0141049,344,435,
57001,18.4466,1.19449,0.0898115,373,380,0.0744753,389,367,183.912,473,114,0.0142583,353,435,
58001,18.7702,1.34674,0.0869777,377,391,0.094214,365,387,164.963,453,258,0.0121888,375,404,
59001,19.0938,0.975212,0.0867184,352,392,0.0727532,361,259,104.21,209,29,0.0103762,350,435,
60001,19.4174,1.74507,0.0703843,374,379,0.0703106,367,432,367.77,324,167,0.0115384,350,435,
61001,19.7411,1.67415,0.105144,335,410,0.0716572,386,387,467.793,480,206,0.0079766,370,422,
62001,20.0647,1.02496,0.0948657,324,430,0.0852453,399,353,77.7629,147,153,0.0125959,333,435,
63001,20.3883,0.889912,0.0913743,376,344,0.0824372,402,336,99.682,445,88,0.0133363,335,434,
64001,20.7119,0.856288,0.101611,374,405,0.106098,373,404,56.2279,365,95,0.0206837,373,405,
65001,21.0355,0.993011,0.0966384,364,381,0.106347,373,404,128.325,481,204,0.0214755,373,405,
66001,21.3592,1.11831,0.101984,376,395,0.0713264,367,428,148.499,412,263,0.0134028,343,434,
67001,21.6828,0.820946,0.104428,364,384,0.084504,350,404,108.158,100,241,0.0129878,376,395,
68001,22.0064,1.25287,0.0770335,407,267,0.0784933,377,399,288.277,361,418,0.0130089,324,435,
69001,22.33,1.05889,0.0846418,421,247,0.08042,362,348,153.808,253,383,0.0163948,372,408,
70001,22.6536,1.40817,0.0941223,372,408,0.0875565,378,391,287.401,517,132,0.0172646,378,392,
71001,22.9772,1.20219,0.112461,375,379,0.107016,378,392,187.356,465,215,0.0181907,378,392,
72001,23.3009,1.23932,0.124779,382,368,0.115378,366,396,141.95,97,247,0.0191756,365,399,
73001,23.6245,1.22784,0.101869,367,381,0.0745677,389,362,227.799,487,189,0.0170152,365,399,
74001,23.9481,1.67907,0.109334,405,329,0.0720787,363,418,305.108,507,152,0.00937058,371,405,
75001,24.2717,1.1783,0.0794954,370,393,0.0623117,373,418,116.323,196,266,0.0109828,372,410,
76001,24.5953,1.36182,0.075871,367,345,0.0702957,377,406,292.882,372,273,0.0110439,372,410,
77001,24.919,1.14492,0.0898998,362,380,0.065274,368,341,131.083,467,81,0.00886974,362,380,
78001,25.2426,1.16944,0.0742793,378,385,0.0846825,394,333,156.809,414,338,0.00787046,377,384,
79001,25.5662,1.31345,0.0884922,383,348,0.108231,382,336,129.143,527,112,0.0115915,384,351,
80001,25.8898,1.22404,0.074587,343,354,0.0737858,376,328,247.955,477,212,0.0114826,384,351,
81001,26.2134,0.911428,0.0754613,311,377,0.0834704,404,348,72.2412,533,1,0.00703899,391,362,
82001,26.5371,1.02189,0.0717412,413,321,0.0839404,414,328,141.665,564,37,0.00558357,367,429,
83001,26.8607,1.11772,0.061637,321,434,0.0647096,367,432,244.588,486,2,0.0119698,319,435,
84001,27.1843,1.1159,0.0716692,347,435,0.0661088,396,371,145.684,372,424,0.015369,347,435,
85001,27.5079,1.48986,0.0670192,386,378,0.0944012,379,405,333.454,437,292,0.0111521,349,435,
86001,27.8315,1.2885,0.0811036,383,377,0.0920603,394,368,243.158,359,46,0.00879036,407,324,
87001,28.1551,1.11357,0.0917362,388,354,0.0825196,384,394,196.523,426,197,0.00913745,407,324,
88001,28.4788,1.16888,0.0864798,397,347,0.0861463,400,354,274.869,56,329,0.00979141,422,235,
89001,28.8024,1.43959,0.0719503,379,345,0.065097,406,344,274.788,466,206,0.0088661,420,235,
90001,29.126,2.25004,0.0608374,406,334,0.0866936,336,347,786.756,513,140,0.00588163,382,394,
91001,29.4496,1.11507,0.0574824,407,309,0.0868111,378,202,158.155,383,174,0.00653351,419,304,
92001,29.7732,0.978806,0.0634871,361,211,0.0708163,308,336,164.877,471,224,0.00572501,419,304,
93001,30.0969,1.18739,0.0733882,351,227,0.0471754,291,350,191.359,407,304,0.00581944,356,435,
94001,30.4205,1.11785,0.0754162,343,245,0.0585021,389,386,155.893,319,24,0.00956257,350,435,
95001,30.7441,1.2779,0.0659681,256,407,0.0689766,367,432,245.369,374,396,0.00759122,345,435,
96001,31.0677,0.795108,0.0626803,450,192,0.0776182,353,273,87.9744,495,176,0.00728759,345,435,
97001,31.3913,2.35435,0.0530585,190,435,0.0731878,364,279,873.095,504,158,0.00827298,190,435,
98001,31.715,1.12796,0.0697429,341,435,0.0601925,367,432,145.15,549,3,0.0132488,341,435,
99001,32.0386,1.15372,0.0725676,307,435,0.0561028,372,416,116.512,146,151,0.0129887,307,435,
100001,32.3622,1.61939,0.0821876,253,434,0.0628049,255,433,396.351,114,217,0.0120239,252,435,
101001,32.6858,1.1265,0.0910079,280,435,0.0703167,285,432,163.182,428,310,0.0171552,280,435,
102001,33.0094,1.2015,0.0968001,334,435,0.0648363,290,431,219.551,391,73,0.0175797,334,435,
103001,33.333,1.17651,0.0855736,300,435,0.0733918,283,432,139.148,239,386,0.0175848,345,435,
104001,33.6567,1.09427,0.0965838,372,403,0.0791854,394,363,103.554,545,76,0.0178894,328,435,
105001,33.9803,1.33369,0.115855,375,390,0.0799376,358,431,187.459,525,116,0.0141388,353,435,
106001,34.3039,1.52876,0.121997,379,370,0.102727,378,367,314.629,483,200,0.0151692,378,369,
107001,34.6275,1.47519,0.0757113,368,421,0.0755676,363,368,298.007,525,116,0.0140917,378,369,
108001,34.9511,1.20263,0.0762181,385,387,0.0821277,385,329,109.147,116,209,0.011428,241,435,
109001,35.2748,1.28846,0.0841617,378,392,0.0770264,277,433,119.443,471,224,0.014218,274,435,
110001,35.5984,1.22251,0.0882431,383,390,0.0766651,309,432,100.968,521,122,0.0145093,277,435,
111001,35.922,1.29223,0.0604433,411,276,0.0759011,314,432,114.559,180,81,0.012317,284,435,
112001,36.2456,1.32672,0.0768106,356,435,0.0741074,390,384,163.711,471,224,0.0157592,325,435,
113001,36.5692,3.22747,0.104347,341,434,0.095678,382,389,1201.04,440,286,0.0191361,371,414,
114001,36.8929,1.09039,0.100083,410,298,0.0921325,356,404,62.594,256,214,0.0166636,341,434,
115001,37.2165,1.23724,0.0916748,344,395,0.104831,367,380,94.6672,201,41,0.0145195,374,406,
116001,37.5401,1.36035,0.0822439,417,271,0.0915577,337,388,236.184,182,77,0.015636,374,406,
117001,37.8637,1.22008,0.083638,420,255,0.0978753,318,390,152.392,512,142,0.00907706,376,376,
118001,38.1873,1.24071,0.0930595,334,398,0.0839117,384,370,178.87,510,83,0.0102536,375,413,
