Itterate ,Time ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_X ,MAX_ABS_U_Error_position_Y ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_X, MAX_ABS_V_Error_position_Y ,MAX_RS_Error ,MAX_RS_Error_Position_X ,MAX_RS_Error_Position_Y ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_X ,Bulk_Velocity_ABS_Error_Position_Y
1001,0.323942,1,0.103189,363,437,0.0345284,1,437,1,0,437,0.0106482,363,437,
2001,0.647561,2.26696,0.0515164,72,435,0.0535161,365,434,133.656,55,332,0.00628428,73,436,
3001,0.97118,1.55613,0.0282072,353,435,0.0480349,374,416,166.19,82,277,0.00307875,373,418,
4001,1.2948,0.643552,0.0323907,371,407,0.0480402,380,403,87.5371,199,47,0.00430023,367,429,
5001,1.61842,0.319445,0.0358689,383,377,0.0503471,385,389,26.4161,391,375,0.00377144,385,385,
6001,1.94204,0.307002,0.0508144,378,364,0.0538021,389,381,32.9397,183,428,0.00426748,388,371,
7001,2.26565,1.4998,0.055768,381,352,0.0530725,393,366,581.363,218,423,0.00467682,392,366,
8001,2.58927,0.44158,0.0406272,390,342,0.0545589,390,332,37.7734,404,357,0.00519843,256,435,
9001,2.91289,0.805163,0.052576,335,381,0.0476419,383,317,172.322,275,422,0.00892866,314,434,
10001,3.23651,1.45378,0.0477125,338,434,0.0475287,401,336,504.73,344,422,0.00897199,311,435,
11001,3.56013,0.941211,0.0500779,388,372,0.0654232,395,368,122.708,431,303,0.00873803,378,398,
12001,3.88375,0.662926,0.0660107,388,371,0.0554861,387,389,114.34,512,142,0.00711444,394,360,
13001,4.20737,1.17427,0.0621341,385,332,0.0682334,379,405,259.42,541,1,0.00854137,374,412,
14001,4.53098,0.904231,0.0856233,391,357,0.0636321,381,402,170.414,475,216,0.00780112,374,410,
15001,4.8546,2.47441,0.0907581,377,389,0.103457,385,383,863.527,538,1,0.0115379,384,384,
16001,5.17822,0.89393,0.102901,382,359,0.0929668,387,382,194.327,393,349,0.00984042,379,391,
17001,5.50184,0.828812,0.0891203,379,359,0.062161,398,362,88.7025,461,242,0.00598453,398,312,
18001,5.82546,0.854971,0.0880822,374,337,0.0709629,370,328,86.209,310,275,0.00460444,390,285,
19001,6.14908,0.793876,0.0577767,370,327,0.0692581,351,317,107.687,276,335,0.0032368,419,290,
20001,6.4727,0.714037,0.0687619,330,327,0.0610444,377,254,64.2131,315,361,0.00351011,424,272,
21001,6.79632,0.630757,0.0608476,302,370,0.0467809,363,259,55.4077,310,376,0.00328774,425,255,
22001,7.11993,1.80845,0.0550559,300,367,0.0408906,431,232,661.556,438,290,0.00297493,423,266,
23001,7.44355,0.882656,0.042716,446,229,0.0419897,303,399,249.397,273,276,0.00293881,432,221,
