Itterate ,Time ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_X ,MAX_ABS_U_Error_position_Y ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_X, MAX_ABS_V_Error_position_Y ,MAX_RS_Error ,MAX_RS_Error_Position_X ,MAX_RS_Error_Position_Y ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_X ,Bulk_Velocity_ABS_Error_Position_Y
1001,0.264498,1,0.0838422,357,437,0.0437846,364,435,1,0,437,0.00703283,357,437,
2001,0.528731,2.72475,0.0501663,364,436,0.065257,365,435,77.5777,220,1,0.00325376,44,436,
3001,0.792965,63.2669,0.0210711,356,435,0.0314463,373,418,25328.8,76,291,0.00184653,91,436,
4001,1.0572,0.992954,0.0141869,358,435,0.026061,378,407,193.416,150,145,0.00154775,369,425,
5001,1.32143,0.346837,0.0132059,376,401,0.0293389,382,394,51.4876,360,431,0.00150916,382,396,
6001,1.58567,0.296736,0.0199267,386,379,0.0335202,386,379,24.9522,327,430,0.00208461,386,380,
7001,1.8499,0.356969,0.0312707,386,366,0.0399003,389,381,43.6904,399,366,0.00210412,389,381,
8001,2.11413,0.301272,0.045088,389,357,0.049722,394,363,21.502,392,353,0.00265024,170,435,
9001,2.37837,0.49008,0.0375308,388,358,0.0420217,399,344,135.418,366,338,0.00400484,208,435,
10001,2.6426,0.442003,0.042815,228,435,0.0690611,367,432,47.883,406,354,0.00564091,250,435,
11001,2.90683,0.458906,0.0555051,408,335,0.0602454,367,432,47.5271,413,339,0.00493154,293,435,
12001,3.17107,0.453367,0.0501593,412,322,0.0528346,366,434,77.1836,317,426,0.00466522,349,435,
13001,3.4353,0.567552,0.0371135,367,422,0.0507214,367,432,117.246,354,410,0.00471665,348,435,
14001,3.69953,1.13779,0.0417157,421,299,0.0463141,420,310,397.471,415,336,0.00455052,264,435,
15001,3.96377,1.07521,0.0535137,419,302,0.0597824,392,375,301.735,424,318,0.00487988,284,435,
16001,4.228,0.546504,0.0415351,421,301,0.0556108,394,373,117.334,400,365,0.00495182,304,435,
17001,4.49223,0.595378,0.0460636,385,375,0.0484921,404,266,151.589,347,355,0.00479926,324,435,
18001,4.75647,0.485859,0.0515469,410,324,0.0458277,396,261,97.5679,353,361,0.00439149,344,435,
19001,5.0207,1.84869,0.0530112,388,365,0.0596234,367,432,682.949,447,272,0.00395583,345,435,
20001,5.28493,0.476188,0.0564316,404,331,0.0631175,367,432,43.8417,434,295,0.00318394,321,435,
21001,5.54917,0.667369,0.0536456,396,359,0.0574384,397,366,105.876,405,298,0.00316736,328,435,
22001,5.8134,0.693453,0.0637001,396,354,0.0512824,367,432,158.93,404,330,0.00339191,349,435,
23001,6.07764,0.800763,0.0616372,401,335,0.0579023,388,384,148.829,359,402,0.00413814,379,395,
24001,6.34187,0.740008,0.057756,417,305,0.0583736,402,316,82.0881,438,290,0.00539745,401,318,
25001,6.6061,0.701386,0.060218,386,348,0.0573397,401,317,127.787,337,273,0.00533443,401,318,
26001,6.87034,0.638832,0.0542471,386,328,0.0615963,392,370,87.0183,324,343,0.00481036,319,435,
27001,7.13457,1.00344,0.0706829,391,318,0.0507086,367,432,169.684,483,195,0.00463588,292,435,
28001,7.3988,0.837512,0.0506894,392,297,0.0520742,367,432,211.967,407,273,0.00597143,337,435,
29001,7.66304,0.622197,0.0518485,392,368,0.0511636,389,278,81.7429,474,218,0.00453941,356,435,
30001,7.92727,0.850299,0.0431497,436,195,0.0579351,385,265,230.495,425,316,0.00364599,373,412,
31001,8.1915,0.687691,0.050008,402,345,0.0604524,376,260,113.972,488,190,0.00418217,286,435,
32001,8.45574,3.85461,0.0435765,404,338,0.0551132,367,259,1514.14,408,350,0.00471013,307,435,
33001,8.71997,0.643206,0.0588453,395,358,0.0666177,397,363,69.6731,381,401,0.00461845,352,435,
34001,8.9842,0.844547,0.0606649,403,338,0.0535996,404,343,126.948,426,314,0.00366595,326,435,
35001,9.24844,0.717914,0.0581753,329,294,0.046481,381,387,59.1898,373,391,0.00325833,388,354,
36001,9.51267,0.781636,0.055091,375,342,0.0498346,367,432,102.408,343,322,0.00413651,392,366,
37001,9.7769,0.749199,0.0515765,382,328,0.0542587,367,432,65.9346,295,342,0.00280286,393,342,
38001,10.0411,0.873251,0.048168,386,311,0.0419754,385,391,121.493,353,312,0.00421857,326,435,
39001,10.3054,0.818362,0.0580557,405,329,0.0442767,407,333,151.183,511,144,0.00379109,348,435,
40001,10.5696,1.00564,0.0483868,399,346,0.0613955,401,352,106.077,514,138,0.00421619,306,435,
41001,10.8338,0.849993,0.0496962,402,328,0.0558391,412,276,65.3603,327,431,0.00535148,351,435,
42001,11.0981,0.877824,0.0567155,430,229,0.051804,395,355,129.408,465,236,0.00573738,345,435,
43001,11.3623,0.778051,0.0510292,413,314,0.0490136,388,223,69.3838,471,64,0.00367413,368,426,
44001,11.6265,0.770301,0.0400323,391,366,0.0428891,366,434,101.304,485,196,0.00299984,366,434,
45001,11.8908,0.810712,0.0568522,398,355,0.0563853,367,432,94.7163,422,213,0.00286888,408,333,
46001,12.155,0.781613,0.0470717,386,357,0.0518137,367,432,133.358,573,18,0.00368404,388,380,
47001,12.4192,1.0766,0.0376978,376,373,0.0476598,367,433,154.184,478,210,0.00400057,384,364,
48001,12.6835,0.911602,0.0740559,384,365,0.0537391,367,432,107.772,443,1,0.00489066,389,350,
49001,12.9477,1.74687,0.0535893,389,351,0.0658827,379,384,578,369,430,0.0043036,389,350,
50001,13.2119,0.767166,0.0481059,382,380,0.0503924,378,374,72.248,394,313,0.00490325,378,374,
51001,13.4762,0.757634,0.0585665,379,381,0.0697812,378,375,64.7577,371,426,0.00521067,378,374,
52001,13.7404,0.679071,0.061664,398,339,0.0635901,382,354,39.6394,331,191,0.00465463,379,392,
53001,14.0046,1.9229,0.0577465,405,321,0.0660487,395,361,687.208,412,342,0.00480172,395,324,
54001,14.2689,0.81488,0.0583341,396,329,0.0667065,396,359,65.0759,435,296,0.00569002,395,326,
55001,14.5331,0.927695,0.0488579,407,280,0.0598521,367,432,121.114,451,261,0.00421725,397,295,
56001,14.7973,0.82814,0.0501869,419,256,0.0488891,404,268,80.9313,397,1,0.00432725,312,435,
57001,15.0616,1.05115,0.0558471,433,233,0.0452056,367,433,238.747,524,118,0.00421332,334,435,
58001,15.3258,0.820398,0.0622411,401,332,0.0642313,401,361,115.345,435,192,0.00379691,413,306,
59001,15.59,0.771981,0.0488145,406,307,0.0500941,405,354,167.342,283,374,0.00349012,352,435,
60001,15.8543,2.29341,0.0584963,408,285,0.0426972,402,360,879.903,333,424,0.00389317,327,435,
61001,16.1185,0.656979,0.0499768,409,267,0.0584302,414,335,66.6891,314,379,0.00366011,348,435,
62001,16.3827,0.723202,0.0550276,397,355,0.054678,367,432,102.116,468,230,0.00365553,384,385,
63001,16.647,1.7465,0.0535264,404,335,0.0577533,367,432,554.637,555,56,0.00295654,367,432,
64001,16.9112,0.983957,0.0494648,402,345,0.0600672,367,432,114.329,292,2,0.00320103,393,365,
65001,17.1754,0.943496,0.0418938,394,367,0.056332,367,432,94.0994,381,365,0.00325226,383,390,
66001,17.4397,1.04277,0.0516652,401,329,0.0573377,412,321,128.775,309,4,0.00398103,401,326,
67001,17.7039,0.966613,0.0630442,386,386,0.0570774,385,382,120.697,410,246,0.00539433,385,382,
68001,17.9681,0.826098,0.0527598,393,363,0.0803347,387,353,63.974,419,230,0.00553048,387,353,
69001,18.2324,1.66692,0.0640886,388,358,0.0561875,387,353,351.528,208,32,0.0056433,387,353,
70001,18.4966,0.968108,0.0503885,374,356,0.0545346,389,382,113.175,419,262,0.00340908,383,366,
71001,18.7608,0.875282,0.0485931,435,262,0.0451475,372,352,96.7455,357,63,0.00285018,370,421,
72001,19.0251,0.971407,0.05096,360,361,0.0533589,405,324,141.279,498,169,0.00368729,405,324,
73001,19.2893,0.924768,0.0468124,433,242,0.0368775,451,127,93.5285,211,38,0.00324404,390,374,
74001,19.5535,1.08188,0.0497019,429,250,0.0475972,404,331,148.404,480,206,0.00386238,404,331,
75001,19.8178,1.1574,0.043061,395,320,0.0439997,390,381,129.694,279,11,0.00339555,413,274,
76001,20.082,1.4265,0.0416297,390,324,0.0599514,400,364,211.695,434,298,0.00364987,421,242,
77001,20.3462,1.12673,0.0460999,399,359,0.0544919,406,352,227.425,459,248,0.00344511,389,373,
78001,20.6105,1.11585,0.0500849,398,359,0.0553071,398,367,208.262,348,172,0.00396591,390,368,
79001,20.8747,0.942378,0.0469058,448,203,0.0523534,367,432,97.844,422,53,0.00307306,367,432,
80001,21.1389,0.915711,0.0415392,393,366,0.0445873,367,432,77.1352,379,325,0.00352238,406,334,
81001,21.4032,1.0089,0.054113,394,367,0.0594112,394,372,181.908,421,189,0.00347481,387,374,
82001,21.6674,0.839804,0.044139,394,335,0.0483994,394,331,110.251,430,174,0.00414455,394,332,
83001,21.9316,0.941353,0.0540445,393,336,0.0459288,415,323,134.468,423,181,0.00374886,393,334,
84001,22.1959,0.767139,0.0529587,401,301,0.0397624,367,432,60.9301,379,315,0.00316538,386,385,
85001,22.4601,0.72183,0.0483012,402,288,0.0456696,392,380,78.5523,494,178,0.00358316,350,435,
86001,22.7243,0.783261,0.0473073,400,278,0.0591745,395,369,107.265,293,230,0.00406806,389,371,
87001,22.9886,0.794396,0.0456466,395,348,0.0474433,422,298,124.83,453,260,0.00361327,349,435,
88001,23.2528,0.889175,0.0628837,400,340,0.0471849,367,432,114.099,315,102,0.00350988,399,337,
89001,23.517,0.924081,0.0499968,404,310,0.0630481,406,336,177.223,486,194,0.00390733,399,337,
90001,23.7813,0.910283,0.0544376,405,303,0.0588008,416,303,165.944,264,342,0.00335736,406,336,
91001,24.0455,0.801065,0.0512018,397,305,0.0546762,367,432,119.341,560,32,0.00323977,343,435,
92001,24.3097,0.854442,0.0454335,398,287,0.055288,406,343,92.0108,356,143,0.00323849,366,434,
93001,24.574,1.14464,0.0474445,402,278,0.0462225,367,433,148.297,475,214,0.00412419,319,435,
94001,24.8382,1.02254,0.0420702,408,264,0.0539112,410,319,192.515,287,193,0.00323193,409,319,
95001,25.1024,0.782216,0.0531628,413,295,0.0486686,400,344,58.9266,429,282,0.00336167,400,345,
96001,25.3667,1.09486,0.0480931,434,191,0.0578951,392,372,191.183,298,249,0.00389706,386,374,
97001,25.6309,0.820437,0.0610315,392,368,0.0638528,392,372,80.9955,449,248,0.00399921,386,374,
98001,25.8952,0.927982,0.0522655,396,334,0.0460594,391,330,143.276,274,246,0.00299629,392,365,
99001,26.1594,0.896994,0.0510247,388,338,0.0422045,369,164,76.7665,414,338,0.00293239,399,342,
100001,26.4236,1.46772,0.0477449,387,325,0.0454488,407,312,396.077,504,158,0.00282301,400,341,
101001,26.6879,1.37724,0.0433029,393,297,0.049459,403,340,379.578,548,70,0.0032342,408,336,
102001,26.9521,1.00182,0.0478393,408,336,0.0564404,367,432,149.051,515,45,0.00300772,343,435,
103001,27.2163,1.48571,0.0464458,401,302,0.0515788,367,432,357.692,477,212,0.00254481,366,434,
104001,27.4806,1.07059,0.0405704,406,344,0.0481036,367,432,197.385,412,235,0.00288973,341,435,
105001,27.7448,15.1653,0.0369337,418,317,0.0536922,403,345,6045.36,218,221,0.00331293,366,434,
106001,28.009,1.05229,0.0419515,400,328,0.0501192,404,343,190.949,249,134,0.00362177,339,435,
107001,28.2733,0.946399,0.0486216,399,327,0.0510578,405,343,149.057,357,65,0.00330095,394,366,
108001,28.5375,0.928349,0.0433774,404,326,0.0472827,405,343,146.16,430,306,0.00261813,409,329,
109001,28.8017,1.06646,0.046636,405,326,0.0447701,417,315,286.703,488,188,0.00378424,339,435,
110001,29.066,0.743971,0.0477481,388,382,0.0563509,367,432,117.029,442,282,0.00251958,398,355,
111001,29.3302,0.756378,0.0444721,391,363,0.0586476,367,432,75.4848,444,274,0.00309315,398,355,
112001,29.5944,1.2863,0.0452395,426,292,0.0548265,367,432,373.188,488,190,0.00368879,366,434,
113001,29.8587,1.89129,0.0494281,393,367,0.0492397,367,433,704.317,461,244,0.0038723,389,373,
114001,30.1229,1.14004,0.0411351,396,328,0.0531205,367,432,202.984,284,23,0.00308275,337,435,
115001,30.3871,1.02546,0.0474562,397,327,0.035186,420,285,95.1188,579,8,0.00313472,386,383,
116001,30.6514,1.27533,0.0518286,405,337,0.046446,411,310,203.988,433,300,0.00360183,335,435,
117001,30.9156,0.916347,0.0471092,399,355,0.0524437,399,360,66.0862,480,190,0.00334874,339,435,
118001,31.1798,0.940288,0.0530279,427,277,0.0495172,388,383,107.404,365,238,0.0036562,383,386,
119001,31.4441,1.31316,0.0454752,435,249,0.0623911,367,432,280.081,323,302,0.00276739,357,435,
120001,31.7083,1.57215,0.0499621,398,325,0.0460728,367,433,400.269,421,298,0.00363207,388,378,
121001,31.9725,1.20246,0.0520409,412,290,0.0551421,400,346,258.629,428,207,0.00376155,378,400,
122001,32.2368,1.13482,0.0533886,397,343,0.0573889,398,349,134.246,394,36,0.0036294,397,349,
123001,32.501,1.16516,0.0549586,397,354,0.0472119,395,337,121.395,377,253,0.00401353,396,351,
124001,32.7652,1.08253,0.0577095,397,356,0.0614206,402,315,146.281,88,265,0.00430075,402,315,
125001,33.0295,1.07901,0.053026,397,356,0.0472265,402,322,163.237,452,262,0.00382996,394,353,
126001,33.2937,1.40253,0.0634455,425,245,0.0440202,367,432,394.514,369,430,0.00300413,402,322,
127001,33.5579,1.50873,0.0518272,425,284,0.0513586,391,360,322.927,508,46,0.00378218,391,361,
128001,33.8222,0.981739,0.0462581,393,370,0.0564382,367,432,100.926,85,271,0.00349843,387,375,
129001,34.0864,0.79927,0.0495009,437,205,0.0470758,430,256,74.8783,422,161,0.00280907,394,351,
130001,34.3506,0.879517,0.0542102,441,188,0.041483,434,262,82.1086,478,130,0.00328999,434,263,
131001,34.6149,0.891767,0.0584279,444,172,0.0462995,433,264,126.048,408,350,0.00365294,434,263,
132001,34.8791,3.83304,0.0542837,448,155,0.0574164,367,432,1477.46,499,168,0.0037278,353,435,
133001,35.1433,1.45015,0.0482338,455,137,0.0591981,367,432,453.654,405,324,0.00394108,282,435,
134001,35.4076,1.03574,0.050367,398,358,0.0501447,367,432,116.465,321,1,0.00397145,333,435,
135001,35.6718,1.06614,0.0471212,427,244,0.0622938,367,432,127.861,107,228,0.0037295,326,435,
136001,35.936,0.854168,0.0472695,399,329,0.0667975,367,432,63.3504,390,385,0.00374753,347,435,
137001,36.2003,1.05069,0.0566698,410,297,0.0604612,393,350,109.728,524,110,0.00431873,393,350,
138001,36.4645,1.24922,0.0501685,415,323,0.0465412,417,329,236.418,267,55,0.00375537,391,353,
139001,36.7287,1.19128,0.0578407,413,322,0.0601295,386,371,199.099,114,260,0.00508765,387,371,
140001,36.993,1.17134,0.0594513,404,338,0.0550162,367,432,267.331,149,280,0.00380517,411,306,
141001,37.2572,1.26278,0.0613186,417,294,0.0683493,367,432,142.753,408,350,0.00373457,398,352,
142001,37.5214,1.76979,0.0526996,412,294,0.0627774,398,351,555.209,569,28,0.00415328,398,351,
143001,37.7857,2.76783,0.0528615,399,343,0.0497651,366,300,1034.51,138,348,0.00329487,398,338,
144001,38.0499,1.20351,0.0397813,400,344,0.0520676,397,339,179.306,481,45,0.00378531,398,339,
145001,38.3141,1.22411,0.0395078,418,254,0.0535213,367,432,170.404,272,194,0.00329026,402,310,
146001,38.5784,1.88023,0.0490246,374,287,0.0576995,367,432,580.622,546,74,0.00276711,418,298,
147001,38.8426,1.03276,0.0459429,403,328,0.0561965,367,432,112.157,425,316,0.00294691,424,268,
148001,39.1068,1.06317,0.0524313,391,256,0.0516736,367,432,128.199,406,308,0.00337466,366,434,
149001,39.3711,1.57233,0.0465802,393,237,0.041322,302,69,408.4,443,278,0.00260718,399,357,
150001,39.6353,1.31088,0.0404991,316,128,0.0408296,386,204,240.369,412,266,0.00241353,411,330,
151001,39.8995,1.23164,0.0397766,306,148,0.0468112,378,197,298.11,534,98,0.0039172,391,372,
152001,40.1638,1.6649,0.0405318,461,221,0.0481496,367,432,570.21,285,182,0.00375331,390,373,
153001,40.428,2.56474,0.0473122,469,205,0.0491673,409,343,964.687,508,150,0.00289579,402,346,
154001,40.6922,1.06224,0.0471873,410,303,0.053389,367,432,183.082,205,115,0.00331754,353,435,
155001,40.9565,2.31471,0.0524981,408,304,0.0681273,367,432,827.087,323,105,0.00315682,342,435,
156001,41.2207,1.12641,0.046227,395,368,0.059701,367,432,200.86,274,1,0.00324119,348,435,
157001,41.4849,1.11726,0.0457818,407,341,0.0453129,367,433,142.397,317,210,0.00293622,348,435,
158001,41.7492,1.00646,0.0414427,438,251,0.045204,408,336,241.561,428,310,0.00265471,408,335,
159001,42.0134,1.33728,0.0560093,408,333,0.0419566,395,359,261.841,196,49,0.00317097,395,360,
160001,42.2776,0.895267,0.0451676,418,309,0.0562599,402,352,129.837,532,27,0.00315466,396,355,
161001,42.5419,0.847144,0.0493526,403,331,0.0503969,442,279,63.9403,223,55,0.0030213,416,321,
162001,42.8061,1.09818,0.0550236,401,348,0.0486293,367,432,218.261,414,338,0.00347771,389,377,
163001,43.0703,1.52556,0.0521344,401,319,0.0532208,407,344,297.802,409,81,0.00382582,401,346,
164001,43.3346,1.1468,0.0547834,401,319,0.0462229,366,434,120.481,388,83,0.00281286,405,341,
165001,43.5988,1.27487,0.0519735,415,283,0.0488401,407,339,199.712,236,27,0.00240877,395,362,
166001,43.863,1.21123,0.0484286,406,288,0.054458,416,312,212.685,105,231,0.00381989,395,363,
167001,44.1273,1.28772,0.0555086,404,330,0.0527535,367,432,205.172,414,319,0.00355986,395,361,
168001,44.3915,0.908379,0.0517276,411,309,0.0563009,367,432,128.241,519,128,0.00352055,403,327,
169001,44.6557,1.04193,0.0654524,421,289,0.0538628,367,432,193.336,513,39,0.00289392,405,344,
170001,44.92,1.72861,0.0557392,430,261,0.0526096,367,432,536.759,197,47,0.00391664,394,360,
171001,45.1842,0.89291,0.0482386,433,249,0.0620054,367,432,78.8946,417,198,0.00325022,334,435,
