Itterate ,Time ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_X ,MAX_ABS_U_Error_position_Y ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_X, MAX_ABS_V_Error_position_Y ,MAX_RS_Error ,MAX_RS_Error_Position_X ,MAX_RS_Error_Position_Y ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_X ,Bulk_Velocity_ABS_Error_Position_Y
1001,0.323942,1,0.102533,3,437,0.0347554,1,437,1,0,437,0.0105134,3,437,
2001,0.647561,2.66721,0.0513568,52,436,0.0657282,365,435,95.9764,59,325,0.00555652,52,436,
3001,0.97118,2.60774,0.0290136,121,435,0.0444888,374,416,735.545,71,301,0.00303419,120,436,
4001,1.2948,2.84414,0.0209846,360,435,0.0433616,367,432,1096.42,122,199,0.00357272,367,429,
5001,1.61842,0.542474,0.0265164,386,382,0.0495897,386,380,69.3304,322,429,0.00370115,386,380,
6001,1.94204,0.57008,0.0472007,384,363,0.057267,390,379,70.2909,408,349,0.00373964,388,384,
7001,2.26565,0.366706,0.0486332,385,364,0.0637751,394,362,26.6397,118,205,0.00550623,192,435,
8001,2.58927,0.534134,0.0711692,244,434,0.0697713,367,432,79.5548,168,432,0.0105957,243,435,
9001,2.91289,0.535173,0.0791279,294,434,0.0707395,400,343,40.1536,244,423,0.0139065,292,435,
10001,3.23651,0.55347,0.0741355,333,435,0.0877934,376,400,52.9139,177,430,0.0151446,333,435,
11001,3.56013,0.571378,0.0692323,340,433,0.0729278,397,357,73.6279,411,314,0.0105109,350,434,
12001,3.88375,0.794333,0.103382,378,394,0.0870484,386,368,207.209,390,383,0.0107618,376,393,
13001,4.20737,0.733141,0.087014,398,338,0.119776,387,366,73.057,400,294,0.0116445,387,366,
14001,4.53098,1.02778,0.0802189,404,313,0.0788104,364,377,178.132,339,426,0.0111478,387,365,
15001,4.8546,0.684754,0.0728479,402,312,0.0637531,382,398,80.7892,387,392,0.00859987,346,435,
16001,5.17822,1.09309,0.0637938,370,413,0.0711284,369,322,372.399,289,428,0.00817461,306,435,
17001,5.50184,0.801044,0.061312,376,400,0.0538021,342,432,151.464,368,366,0.0082363,343,435,
18001,5.82546,1.49189,0.0668505,368,422,0.0647489,350,282,364.418,427,310,0.00782108,369,425,
19001,6.14908,0.958271,0.0637595,386,344,0.0812751,391,353,156.549,392,300,0.00779598,390,355,
20001,6.4727,0.776572,0.0652493,395,331,0.0768871,398,336,82.6347,226,333,0.00869565,284,435,
21001,6.79632,0.885496,0.0705242,380,327,0.0639266,401,339,137.286,190,364,0.00904227,300,435,
22001,7.11993,0.757688,0.07183,385,360,0.0781015,402,338,85.1383,192,431,0.00964402,300,435,
23001,7.44355,0.859871,0.0747828,387,359,0.0818455,386,354,135.328,424,305,0.00862183,338,435,
24001,7.76717,2.01742,0.0672003,383,332,0.0615094,293,399,673.375,319,356,0.0078143,255,435,
25001,8.09079,0.701871,0.0559741,365,299,0.0637071,305,404,102.637,384,194,0.0083173,286,435,
26001,8.41441,0.849839,0.0856732,272,435,0.0745421,401,354,182.971,438,290,0.0164411,272,435,
27001,8.73803,0.835614,0.0757696,263,435,0.0788776,269,432,156.029,385,246,0.0130468,272,435,
28001,9.06165,0.834999,0.0609747,282,435,0.0679471,318,282,93.7679,481,199,0.0109374,319,435,
29001,9.38526,1.02074,0.0575073,319,435,0.0630029,322,433,165.993,374,362,0.0114651,319,435,
30001,9.70888,0.802969,0.0512718,387,345,0.0608269,411,313,87.5688,268,343,0.00737155,411,313,
31001,10.0325,1.13112,0.0617127,373,406,0.0696343,414,278,216.952,311,220,0.0102963,414,278,
32001,10.3561,0.755927,0.0624041,382,383,0.0717937,414,278,80.5191,403,337,0.0104999,414,278,
33001,10.6797,0.907379,0.0753825,435,213,0.0718258,456,195,180.728,478,210,0.00949986,311,435,
34001,11.0034,1.91321,0.0561748,407,296,0.0651069,348,432,504.966,276,378,0.0107225,343,435,
35001,11.327,0.875289,0.063219,335,435,0.0803079,341,432,67.8418,377,221,0.0131042,335,435,
36001,11.6506,1.23436,0.0846864,374,407,0.0758111,385,387,175.879,553,7,0.012302,373,407,
37001,11.9742,0.896623,0.0799871,376,381,0.0942201,391,370,158.102,403,360,0.0108691,373,407,
38001,12.2978,2.01667,0.0770672,384,364,0.0977643,385,378,605.006,492,182,0.010463,376,402,
39001,12.6215,2.36245,0.0997533,389,349,0.079232,390,362,621.404,399,220,0.0107375,323,435,
40001,12.9451,1.4514,0.101614,395,331,0.076214,389,382,354.761,417,331,0.00778496,374,410,
41001,13.2687,2.28187,0.0846906,400,312,0.0657724,396,129,704.357,438,290,0.00848237,295,435,
42001,13.5923,1.13518,0.0709714,411,294,0.0657656,381,122,162.522,480,145,0.0123781,337,435,
43001,13.9159,1.07804,0.07181,367,325,0.0635448,365,117,144.506,441,165,0.0130036,351,435,
44001,14.2395,1.10032,0.0590687,429,272,0.0626398,350,113,145.145,442,282,0.0117987,351,435,
45001,14.5632,0.991616,0.0603966,432,263,0.0667657,361,431,125.711,193,55,0.00788692,371,418,
46001,14.8868,1.3715,0.0714422,386,373,0.0590405,318,113,299.533,212,27,0.00778485,279,435,
47001,15.2104,3.57328,0.0722605,391,364,0.0582226,400,310,1382.74,506,154,0.0077123,338,435,
48001,15.534,1.04845,0.066584,442,224,0.0546972,284,119,212.531,490,186,0.00854389,352,435,
49001,15.8576,1.01301,0.0711814,400,354,0.0710614,367,330,75.0467,317,415,0.00839399,355,435,
50001,16.1813,1.03514,0.0699844,367,424,0.0742375,353,432,131.795,397,247,0.0107661,348,435,
51001,16.5049,3.15754,0.0873736,417,301,0.0862035,386,358,1163.03,138,165,0.00842988,429,277,
52001,16.8285,1.1055,0.0756566,387,363,0.0618936,386,334,193.946,378,388,0.0101385,371,418,
53001,17.1521,1.42281,0.0793095,387,371,0.0695581,375,404,255.355,363,211,0.00926706,375,405,
54001,17.4757,2.69666,0.0779585,385,369,0.0911969,387,376,911.218,381,170,0.00857829,312,435,
55001,17.7994,1.66393,0.0768889,385,360,0.0760323,401,329,320.217,445,246,0.00941848,313,435,
56001,18.123,3.31595,0.0867906,389,368,0.0822408,386,328,1133.43,415,334,0.0104944,305,435,
57001,18.4466,2.3415,0.0955577,400,296,0.0745208,395,336,783.317,490,186,0.00972654,277,435,
58001,18.7702,3.85218,0.0687718,396,294,0.0626708,388,384,1439.85,369,430,0.0105766,293,435,
59001,19.0938,1.28429,0.0792741,397,355,0.0607026,400,360,138.791,352,276,0.0111278,308,435,
60001,19.4174,2.14627,0.0598139,322,435,0.0715503,388,123,729.099,322,343,0.0123656,322,435,
61001,19.7411,1.15125,0.0724569,322,435,0.0719411,361,123,170.579,166,109,0.0140623,322,435,
62001,20.0647,1.44875,0.0615577,404,266,0.0738377,339,131,314.752,475,216,0.0108421,303,435,
63001,20.3883,1.36877,0.0729558,291,435,0.0604306,297,432,373.69,110,221,0.0136228,301,435,
64001,20.7119,1.52344,0.0863052,314,435,0.0975497,321,432,314.531,448,270,0.0180972,314,435,
65001,21.0355,1.45198,0.0943657,317,434,0.0922237,358,431,245.102,236,267,0.0185514,314,435,
66001,21.3592,1.23854,0.0954757,332,435,0.0806081,338,431,150.128,571,1,0.0192246,332,435,
67001,21.6828,1.90842,0.104229,376,393,0.0802647,373,406,276.168,492,182,0.0182469,314,435,
68001,22.0064,2.10869,0.109432,377,393,0.0987757,356,431,456.93,35,379,0.0165561,349,435,
69001,22.33,1.05751,0.118696,377,390,0.0924294,383,373,94.9521,63,316,0.0151634,349,435,
70001,22.6536,1.33287,0.0977938,377,390,0.0829845,364,373,200.932,363,364,0.012829,342,435,
71001,22.9772,1.24939,0.0761031,376,375,0.0898512,383,371,114.965,367,401,0.0104943,372,411,
72001,23.3009,1.31134,0.0808187,373,411,0.0869718,372,410,111.463,537,89,0.0111648,372,411,
73001,23.6245,1.34382,0.0928131,379,384,0.0638795,376,351,240.126,467,232,0.0105485,266,435,
74001,23.9481,1.40344,0.0674689,380,383,0.0745312,379,379,240.92,332,81,0.00948496,280,435,
75001,24.2717,1.22752,0.070111,379,396,0.0732631,380,402,239.886,447,272,0.0108038,341,435,
76001,24.5953,1.11414,0.0823186,389,359,0.0738415,365,426,105.76,401,352,0.0147114,355,435,
77001,24.919,1.12013,0.0676539,369,401,0.100844,379,401,170.352,379,292,0.00950177,375,408,
78001,25.2426,1.65651,0.0903507,381,374,0.130191,380,368,452.816,313,355,0.0100271,381,367,
79001,25.5662,1.34824,0.0807631,407,333,0.0830778,398,363,192.443,308,267,0.00893955,380,368,
80001,25.8898,5.49112,0.0805176,413,291,0.101263,407,341,2089.68,581,1,0.00754619,414,248,
81001,26.2134,2.69252,0.0867707,418,252,0.0710004,413,246,632.932,517,132,0.00811278,372,415,
82001,26.5371,1.27993,0.0858498,415,269,0.0702619,424,207,263.949,394,291,0.00604675,424,207,
83001,26.8607,2.51368,0.0814527,414,246,0.0582384,432,171,786.374,179,84,0.00579002,424,262,
84001,27.1843,1.8552,0.0693511,410,228,0.0621123,353,308,617.913,531,104,0.00654957,424,264,
85001,27.5079,1.07882,0.0904346,421,203,0.0582451,433,277,211.637,560,46,0.00626049,433,278,
86001,27.8315,1.01182,0.0704492,422,187,0.0558415,422,294,112.109,553,56,0.00568124,422,295,
87001,28.1551,1.39312,0.0640096,422,101,0.0581482,411,171,178.808,538,75,0.00512803,430,257,
88001,28.4788,1.39428,0.0632915,421,88,0.0767747,402,156,279.208,128,213,0.0050257,429,257,
89001,28.8024,1.22936,0.0593351,420,75,0.0792297,396,141,178.715,533,99,0.00587827,172,436,
90001,29.126,1.63705,0.0496768,418,63,0.0657212,391,128,473.728,507,100,0.00660249,285,435,
91001,29.4496,1.12942,0.0504792,386,99,0.0526368,392,111,187.375,403,360,0.00838962,322,435,
92001,29.7732,1.387,0.0628847,369,419,0.0695163,386,391,271.134,439,288,0.01007,352,434,
93001,30.0969,1.00083,0.0627107,384,387,0.0627427,396,357,96.7046,166,109,0.00784388,205,436,
94001,30.4205,1.32864,0.0644226,389,347,0.0683722,396,358,228.992,528,108,0.00904321,253,435,
95001,30.7441,1.04384,0.0658584,389,348,0.0681748,354,432,97.5013,95,281,0.0121262,352,434,
