Itterate ,Time ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_X ,MAX_ABS_U_Error_position_Y ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_X, MAX_ABS_V_Error_position_Y ,MAX_RS_Error ,MAX_RS_Error_Position_X ,MAX_RS_Error_Position_Y ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_X ,Bulk_Velocity_ABS_Error_Position_Y
1001,0.323942,1,0.102979,363,437,0.0346589,1,437,1,0,437,0.0106061,363,437,
2001,0.647561,2.27952,0.0494612,64,436,0.0523014,365,434,76.0467,60,323,0.00604583,64,436,
3001,0.97118,1.28605,0.0287685,353,435,0.0478992,374,416,376.262,94,257,0.00285979,352,436,
4001,1.2948,1.96762,0.0238847,371,408,0.0495817,367,432,361.71,148,146,0.00421794,367,429,
5001,1.61842,0.335281,0.0349235,382,376,0.0412069,385,391,34.1786,319,427,0.00352837,384,380,
6001,1.94204,0.332121,0.045864,389,369,0.0585137,389,377,48.4939,383,353,0.00401885,388,381,
7001,2.26565,0.415099,0.0536667,383,347,0.0481242,390,353,58.7977,245,420,0.00481179,390,354,
8001,2.58927,1.20731,0.0544567,383,337,0.0395488,394,369,375.761,408,337,0.0078108,251,434,
9001,2.91289,0.59849,0.0658342,304,434,0.0566516,398,347,143.209,363,392,0.0113662,305,434,
10001,3.23651,0.72196,0.0623149,351,432,0.0583399,308,431,200.147,373,387,0.0116611,302,435,
11001,3.56013,0.597305,0.0725956,379,388,0.0792157,379,385,84.4885,345,426,0.0105085,380,386,
12001,3.88375,0.538402,0.0874951,379,387,0.0547487,386,383,68.2916,345,293,0.00931925,379,386,
13001,4.20737,0.523172,0.0769575,380,352,0.0670631,380,403,73.7013,358,295,0.00708074,376,404,
14001,4.53098,0.707842,0.0716838,384,338,0.074636,357,330,159.091,367,277,0.00830119,391,329,
15001,4.8546,0.681353,0.0678598,390,349,0.0618438,379,405,63.8904,461,244,0.0101441,384,378,
16001,5.17822,0.847507,0.0683887,382,324,0.0641063,351,318,172.166,478,210,0.0100797,384,378,
17001,5.50184,0.75173,0.0583578,385,376,0.059082,387,312,75.6205,423,320,0.00774852,388,360,
18001,5.82546,0.68934,0.0529737,353,356,0.058652,388,314,94.7769,299,415,0.00816295,389,343,
19001,6.14908,0.840504,0.0559356,383,336,0.0599754,359,432,129.216,543,78,0.00949845,354,435,
20001,6.4727,2.04815,0.0620895,355,434,0.0584443,378,408,440.051,480,206,0.0112042,354,435,
21001,6.79632,1.19026,0.0617504,371,409,0.0797293,383,397,129.679,447,170,0.0121938,377,401,
22001,7.11993,2.26069,0.10001,392,361,0.0726434,377,401,545.14,462,1,0.0124759,377,401,
23001,7.44355,0.726815,0.0815619,394,325,0.0786854,389,384,92.0411,382,334,0.00882569,382,387,
24001,7.76717,0.640112,0.0914804,395,323,0.0511618,389,383,120.676,446,274,0.00967401,371,295,
25001,8.09079,0.66277,0.0788274,371,295,0.0600445,404,308,91.1673,280,291,0.0102249,371,295,
26001,8.41441,0.757153,0.053059,408,304,0.0569639,400,276,181.727,309,241,0.00643741,401,313,
27001,8.73803,1.1199,0.0562206,399,297,0.0481246,347,277,335.469,414,338,0.00399251,332,435,
28001,9.06165,3.25337,0.0479779,413,293,0.0496223,374,259,860.523,520,126,0.00399126,352,434,
29001,9.38526,1.10907,0.0442802,392,372,0.0421274,359,254,141.613,554,56,0.0048368,383,389,
30001,9.70888,1.5445,0.0599347,382,237,0.0448964,405,258,331.378,478,1,0.00674552,284,435,
31001,10.0325,1.14121,0.0566262,299,434,0.0505319,366,244,205.862,484,198,0.00954584,350,435,
32001,10.3561,2.3769,0.054272,313,435,0.0652709,318,432,707.59,496,174,0.0108899,313,435,
33001,10.6797,0.747742,0.0483051,354,434,0.0600954,352,431,73.6673,508,150,0.00882465,346,435,
34001,11.0034,0.803247,0.0649803,384,386,0.0811302,395,346,133.454,322,429,0.00897607,395,346,
35001,11.327,2.23322,0.0585828,414,311,0.073889,394,348,234.004,477,1,0.00851767,395,346,
36001,11.6506,2.26535,0.0610736,411,312,0.0876127,378,393,326.668,492,160,0.0114577,378,393,
37001,11.9742,1.7531,0.0757482,379,369,0.0750922,380,371,241.713,449,268,0.0115979,380,370,
38001,12.2978,1.50175,0.0935901,380,370,0.0850929,385,347,367.566,411,247,0.00974496,380,370,
39001,12.6215,2.14174,0.117882,382,359,0.0728328,381,351,503.723,243,2,0.00906273,383,351,
40001,12.9451,1.07441,0.0914965,394,312,0.0888798,392,377,194.939,88,268,0.00860396,395,340,
41001,13.2687,0.994354,0.084279,387,313,0.0856563,405,350,116.782,395,374,0.00777639,393,362,
42001,13.5923,1.44189,0.0738714,369,302,0.0758459,363,288,427.031,409,348,0.00539207,399,332,
43001,13.9159,1.12317,0.0654841,402,296,0.0853552,344,272,107.783,170,197,0.00499308,390,271,
44001,14.2395,1.01517,0.0632788,391,272,0.0804327,314,277,179.483,358,387,0.00584485,366,253,
45001,14.5632,1.20556,0.0636486,269,300,0.0720449,320,294,325.155,165,111,0.00588928,366,253,
