Itterate ,Time ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_X ,MAX_ABS_U_Error_position_Y ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_X, MAX_ABS_V_Error_position_Y ,MAX_RS_Error ,MAX_RS_Error_Position_X ,MAX_RS_Error_Position_Y ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_X ,Bulk_Velocity_ABS_Error_Position_Y
1001,0.323942,1,0.102733,357,437,0.0458598,365,433,1,0,437,0.0105584,357,437,
2001,0.647561,2.84964,0.0590824,364,436,0.0782781,365,435,168.702,338,434,0.00545534,52,436,
3001,0.97118,2.93372,0.0290662,119,435,0.0458282,372,420,1054.27,66,311,0.00308003,116,436,
4001,1.2948,0.828963,0.0205088,360,435,0.0359608,367,432,154.353,116,211,0.0032304,367,429,
5001,1.61842,0.452423,0.0247558,386,381,0.0450075,386,379,42.369,327,428,0.00301612,385,381,
6001,1.94204,0.55279,0.0441804,385,365,0.0535752,390,378,56.1809,397,370,0.00350722,388,384,
7001,2.26565,0.39232,0.0466867,384,365,0.0677448,394,360,45.3419,141,432,0.00564585,192,435,
8001,2.58927,0.469216,0.0720251,243,434,0.0578674,398,356,31.8678,427,312,0.0108246,242,435,
9001,2.91289,0.853844,0.0881738,293,435,0.0669329,367,432,146.78,207,424,0.0158462,293,435,
10001,3.23651,0.5639,0.0804715,351,434,0.070057,375,403,85.2086,179,427,0.0160801,351,434,
11001,3.56013,0.647949,0.0967888,375,393,0.0756009,374,390,56.5277,399,281,0.0114763,376,403,
12001,3.88375,0.770473,0.08337,360,381,0.0651344,391,333,134.057,483,199,0.0110529,329,435,
13001,4.20737,1.00828,0.0903296,375,370,0.0862583,383,333,104.848,471,223,0.0109422,374,409,
14001,4.53098,1.6159,0.0915138,382,358,0.0787972,352,400,566.983,406,353,0.0110981,325,435,
15001,4.8546,1.57284,0.0875873,387,340,0.0835665,360,430,575.031,378,327,0.0127097,352,435,
16001,5.17822,0.581644,0.0913359,372,401,0.0966475,383,395,106.103,363,399,0.0113744,351,435,
17001,5.50184,12.5576,0.0929937,371,376,0.0893365,377,409,5022.16,351,427,0.0104792,348,435,
18001,5.82546,0.667445,0.100243,370,375,0.0938416,381,370,85.29,398,210,0.0106183,372,410,
19001,6.14908,0.683903,0.0819487,381,334,0.0997801,362,348,74.9289,288,365,0.00802883,380,333,
20001,6.4727,2.52481,0.074905,357,333,0.0665472,385,371,954.787,362,407,0.00989078,290,435,
21001,6.79632,0.607445,0.102883,356,334,0.073293,391,360,59.8834,401,358,0.00999775,391,360,
22001,7.11993,1.73428,0.0738356,379,336,0.0762226,360,350,537.803,356,399,0.0104647,347,435,
23001,7.44355,1.28889,0.0844965,396,314,0.0995962,402,344,314.95,394,378,0.00901682,370,421,
24001,7.76717,0.813651,0.0953992,385,322,0.0975555,391,367,117.392,377,390,0.00742457,381,360,
25001,8.09079,0.732289,0.092243,381,360,0.0812314,377,278,83.799,423,311,0.0102286,386,333,
26001,8.41441,0.99894,0.0762083,386,335,0.0691112,394,354,138.421,558,49,0.0110741,386,333,
27001,8.73803,1.24775,0.0621385,288,329,0.0769013,383,292,136.843,498,2,0.00937614,330,435,
28001,9.06165,2.13137,0.0669213,367,426,0.0615708,371,262,281.808,522,8,0.0100076,303,435,
29001,9.38526,0.821328,0.0731128,371,412,0.0655447,354,241,60.6239,498,170,0.00914682,340,435,
30001,9.70888,1.14859,0.06863,348,227,0.0545244,412,312,115.568,333,1,0.00853871,296,435,
31001,10.0325,1.91784,0.064136,391,369,0.073793,411,315,155.656,453,12,0.00892843,350,435,
32001,10.3561,1.88101,0.0615054,403,340,0.0667761,381,389,492.111,528,4,0.00829148,374,410,
