Itterate ,Time ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_X ,MAX_ABS_U_Error_position_Y ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_X, MAX_ABS_V_Error_position_Y ,MAX_RS_Error ,MAX_RS_Error_Position_X ,MAX_RS_Error_Position_Y ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_X ,Bulk_Velocity_ABS_Error_Position_Y
1001,0.323942,1,0.102592,2,437,0.0351743,367,427,1,0,437,0.0105255,2,437,
2001,0.647561,2.83705,0.0521458,52,436,0.0625388,365,435,80.4335,59,325,0.00526473,52,436,
3001,0.97118,1.48017,0.030848,356,435,0.0448729,374,416,410.975,75,294,0.00316448,111,436,
4001,1.2948,1.02847,0.0212693,360,435,0.0362305,367,432,194.152,106,231,0.00331545,367,429,
5001,1.61842,0.573262,0.0211723,378,394,0.0473535,386,383,103.079,320,430,0.00330154,386,383,
6001,1.94204,0.553422,0.038229,388,365,0.0515881,389,382,53.7683,274,428,0.00358858,388,384,
7001,2.26565,0.529505,0.0505185,237,435,0.0672112,396,358,91.2007,132,429,0.00606607,217,435,
8001,2.58927,0.490186,0.0632779,243,434,0.0642351,401,355,39.1091,230,425,0.0120304,271,435,
9001,2.91289,0.759688,0.0861107,294,435,0.0647436,406,338,184.71,261,1,0.014533,294,435,
10001,3.23651,0.590745,0.0701814,370,414,0.071333,369,419,82.2927,77,288,0.0126055,346,435,
11001,3.56013,0.574177,0.0651219,376,381,0.0832697,390,377,56.7756,387,390,0.0119291,346,435,
12001,3.88375,0.913297,0.0765417,376,382,0.0658391,389,376,269.157,370,354,0.00992637,289,435,
13001,4.20737,0.5949,0.0961818,395,349,0.0725589,395,358,88.9886,228,427,0.0102993,341,435,
14001,4.53098,0.854682,0.099839,412,323,0.0708533,377,354,139.879,419,327,0.0112142,372,414,
15001,4.8546,0.569117,0.0800877,372,409,0.0618274,377,409,41.3478,419,316,0.00982641,312,435,
16001,5.17822,0.66848,0.0758502,392,362,0.0683334,406,327,80.8275,460,246,0.010018,344,435,
17001,5.50184,0.663318,0.0758308,419,299,0.0697696,385,391,87.0921,421,202,0.00943811,347,435,
18001,5.82546,0.833343,0.0810177,428,283,0.0857178,386,373,176.003,467,226,0.0104528,313,435,
19001,6.14908,0.983429,0.0703278,430,269,0.082921,410,338,119.917,486,194,0.00967471,344,435,
20001,6.4727,0.855575,0.0864257,407,334,0.0589452,421,322,201.494,399,368,0.00730131,369,425,
21001,6.79632,0.798642,0.074735,429,240,0.0727202,421,310,153.535,428,310,0.00628424,231,435,
22001,7.11993,1.56504,0.0688233,383,352,0.0629945,426,229,476.416,484,198,0.00879072,264,435,
23001,7.44355,0.766997,0.0590517,390,336,0.0628755,411,221,110.338,381,371,0.0100909,298,435,
24001,7.76717,0.847166,0.0615043,403,319,0.0652492,390,220,129.41,429,271,0.00981888,319,435,
25001,8.09079,2.00975,0.0632999,372,410,0.0607832,366,222,677.717,276,361,0.0109376,369,425,
26001,8.41441,1.16445,0.0800252,381,388,0.0664905,387,372,297.307,422,227,0.0105099,282,435,
27001,8.73803,0.961248,0.0760347,378,388,0.0729316,385,373,126.109,283,223,0.01135,282,435,
28001,9.06165,0.984004,0.0714811,370,414,0.0802062,367,432,126.86,386,269,0.011589,372,415,
29001,9.38526,1.03687,0.0786464,386,334,0.064533,383,329,152.871,478,210,0.0113586,372,415,
30001,9.70888,0.960495,0.0751421,385,374,0.0809306,378,309,71.4414,330,403,0.00914516,371,418,
31001,10.0325,2.26199,0.0665891,394,366,0.0658357,389,359,573.677,518,128,0.00773485,289,435,
32001,10.3561,0.924137,0.0625155,227,343,0.0803659,389,358,84.4286,488,190,0.00708534,389,359,
33001,10.6797,1.09813,0.0792307,408,286,0.0630086,411,336,159.37,443,280,0.00722361,409,285,
34001,11.0034,2.31834,0.0961161,382,354,0.0773174,391,367,618.347,436,194,0.00844416,391,366,
35001,11.327,1.25856,0.0880858,394,334,0.0594018,390,371,233.865,415,206,0.00833202,309,435,
36001,11.6506,1.22925,0.0876834,384,314,0.0796264,379,304,184.401,385,330,0.00948197,348,435,
37001,11.9742,0.814749,0.0854213,398,272,0.0864432,405,278,49.2801,385,377,0.0115945,232,435,
38001,12.2978,0.992829,0.0832711,408,252,0.0642327,216,432,153.713,399,215,0.013505,241,435,
39001,12.6215,1.12485,0.0797417,415,234,0.0594489,255,433,117.752,423,320,0.0129734,257,435,
40001,12.9451,1.3571,0.0642175,416,213,0.0663088,400,334,277.268,467,232,0.0107576,239,435,
41001,13.2687,1.27688,0.0661244,273,435,0.0645823,367,432,265.756,420,326,0.0125328,273,435,
42001,13.5923,1.66665,0.0678946,417,291,0.0638852,405,197,383.047,68,308,0.0124341,346,435,
43001,13.9159,1.45334,0.0685623,301,435,0.064724,393,190,402.859,408,154,0.0125485,301,435,
44001,14.2395,1.19002,0.0681364,313,435,0.0589777,381,187,206.341,417,176,0.014066,313,435,
45001,14.5632,1.08313,0.0695748,370,415,0.0629019,367,189,189.684,375,122,0.0123849,351,435,
46001,14.8868,1.02426,0.079638,392,356,0.0765262,359,432,158.303,347,190,0.0087557,354,435,
47001,15.2104,0.970397,0.0606145,440,156,0.075399,408,214,101.666,418,187,0.00838878,314,435,
48001,15.534,1.07937,0.0625958,443,138,0.0666277,392,211,129.821,402,360,0.00952766,309,435,
49001,15.8576,1.13789,0.0742185,399,331,0.0569651,436,283,109.292,414,338,0.00985704,352,435,
50001,16.1813,1.16736,0.0689465,387,374,0.0737608,386,386,203.994,455,256,0.0102283,330,435,
51001,16.5049,1.12818,0.0780056,387,374,0.0724934,386,370,163.433,347,254,0.0129114,346,435,
52001,16.8285,1.18411,0.0687349,399,323,0.0712348,367,432,171.493,521,124,0.0133962,346,435,
53001,17.1521,1.38688,0.0745724,407,291,0.0631525,354,433,165.103,377,282,0.00865335,355,435,
54001,17.4757,1.11402,0.0882104,372,410,0.0609785,410,329,135.298,442,140,0.00872571,351,435,
55001,17.7994,0.937851,0.0770783,417,248,0.0709779,388,364,105.776,437,234,0.00723986,373,411,
56001,18.123,0.835919,0.0700534,423,231,0.076154,385,377,81.6864,445,218,0.00842252,385,378,
57001,18.4466,5.99401,0.0913486,403,331,0.106018,389,380,2366.16,418,330,0.0119496,300,435,
58001,18.7702,5.29131,0.090962,403,334,0.0727545,386,381,1939.47,413,24,0.0120199,300,435,
59001,19.0938,1.32961,0.0863484,386,350,0.0698135,391,369,236.142,339,302,0.0118352,310,435,
60001,19.4174,1.15345,0.0769309,415,287,0.0661051,391,370,153.986,201,40,0.011634,317,435,
61001,19.7411,1.26676,0.0709965,417,267,0.0743856,402,354,238.274,515,136,0.00902226,372,415,
62001,20.0647,1.07876,0.0650965,405,322,0.073374,408,238,176.26,423,219,0.00955192,263,435,
63001,20.3883,0.898792,0.0696561,386,334,0.0564774,393,375,83.4792,459,83,0.0111428,300,435,
64001,20.7119,2.4281,0.0682131,355,435,0.0680846,409,337,820.41,498,139,0.0133615,355,435,
65001,21.0355,0.983565,0.0676159,435,270,0.0776406,423,308,153.295,76,289,0.0129528,338,435,
66001,21.3592,0.944432,0.065648,377,398,0.0691272,441,274,96.9519,428,310,0.0110826,338,435,
67001,21.6828,1.52751,0.0657076,391,359,0.0622956,467,226,391.524,557,1,0.00873934,278,435,
68001,22.0064,1.62737,0.0638827,462,214,0.0529649,396,327,352.872,237,15,0.0105599,336,435,
69001,22.33,2.29902,0.0656701,470,194,0.0535982,304,433,745.163,133,175,0.00963462,301,435,
70001,22.6536,0.98154,0.0725841,393,361,0.0622753,362,432,79.9099,408,347,0.00992051,319,435,
71001,22.9772,0.869258,0.0726383,392,365,0.0847865,396,341,56.1146,299,362,0.00971223,291,435,
72001,23.3009,1.36937,0.0647198,424,299,0.073075,395,342,393.749,450,266,0.0109064,331,435,
73001,23.6245,1.13191,0.0622728,303,435,0.0553918,330,433,189.206,454,258,0.0115299,303,435,
74001,23.9481,0.970357,0.0697782,342,435,0.0506329,415,245,140.71,146,149,0.0139272,342,435,
