Itterate ,Time ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_X ,MAX_ABS_U_Error_position_Y ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_X, MAX_ABS_V_Error_position_Y ,MAX_RS_Error ,MAX_RS_Error_Position_X ,MAX_RS_Error_Position_Y ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_X ,Bulk_Velocity_ABS_Error_Position_Y
1001,1.01116,1,0.103861,115,140,0.0670811,116,138,1,0,140,0.010804,115,140,
2001,2.02132,0.756903,0.0675753,118,137,0.0722415,116,138,31.95,48,137,0.00452278,107,139,
3001,3.03147,1.02959,0.027102,117,131,0.0354377,142,88,105.103,123,130,0.00233978,118,136,
4001,4.04162,0.685943,0.03492,118,131,0.049458,119,136,21.0432,143,88,0.00457098,119,136,
5001,5.05177,3.05947,0.032081,135,90,0.0333884,142,87,382.062,125,101,0.00182262,119,136,
6001,6.06193,1.24048,0.0278998,142,73,0.0294156,150,70,133.557,137,84,0.00137271,144,59,
7001,7.07208,0.561268,0.0314257,145,60,0.0284764,152,55,23.2624,48,48,0.001897,119,136,
8001,8.08223,0.835164,0.0206787,117,134,0.0409907,119,136,42.7041,133,63,0.00480117,119,136,
9001,9.09238,0.820334,0.0278151,114,124,0.0283032,120,135,43.1049,113,84,0.00134767,153,55,
10001,10.1025,1.22195,0.0364193,117,134,0.0289999,119,136,46.9332,171,32,0.00351194,119,136,
11001,11.1127,1.2762,0.0315438,117,133,0.0288311,147,78,97.234,140,73,0.0025861,119,135,
12001,12.1228,1.48537,0.0398343,117,129,0.0379041,118,138,66.1462,104,124,0.00239345,118,138,
13001,13.133,1.28036,0.0503264,119,133,0.070112,118,138,52.3851,81,1,0.00222081,118,138,
14001,14.1431,1.41751,0.0424663,119,133,0.038841,119,136,53.8793,146,2,0.0050985,119,136,
15001,15.1533,1.4444,0.0358427,117,130,0.0420027,119,136,128.858,129,2,0.00537941,119,136,
16001,16.1635,2.47126,0.0334224,116,133,0.0309184,121,132,255.321,169,36,0.0031095,119,136,
17001,17.1736,1.05053,0.0339755,116,133,0.0334581,119,137,37.1775,136,84,0.00331683,119,136,
18001,18.1838,1.7585,0.0228822,118,128,0.0310378,119,137,159.521,95,6,0.00264696,119,136,
19001,19.1939,1.27223,0.0308915,117,122,0.0320441,118,138,51.7864,125,105,0.00276406,120,134,
20001,20.2041,1.605,0.0280519,117,132,0.035413,155,61,75.7355,117,133,0.00188808,118,131,
21001,21.2142,1.2136,0.0235189,119,133,0.0345315,149,74,39.901,166,42,0.00140662,149,72,
22001,22.2244,1.13723,0.033421,118,132,0.0407541,119,137,60.4319,106,1,0.00215429,118,135,
23001,23.2345,1.26782,0.0361619,150,43,0.0351295,156,56,91.3835,140,48,0.00277617,119,135,
24001,24.2447,1.9053,0.0356121,149,42,0.039475,118,138,172.023,52,92,0.00276286,119,136,
25001,25.2548,1.2951,0.0342918,118,132,0.0371824,150,72,39.1028,50,45,0.00189052,143,79,
26001,26.265,1.07951,0.0333811,116,133,0.0404366,120,134,28.5566,115,5,0.0024118,120,133,
27001,27.2751,1.30439,0.0333743,120,134,0.0574137,118,138,37.4401,172,30,0.00301668,120,133,
28001,28.2853,2.71617,0.0297115,143,40,0.0266374,119,137,313.215,167,1,0.00138042,124,124,
29001,29.2954,1.05487,0.0270994,114,124,0.0355187,118,138,55.3109,117,121,0.00172557,119,136,
30001,30.3056,1.2341,0.0406603,121,132,0.0466616,119,137,39.6398,176,22,0.00402364,119,136,
31001,31.3157,3.0352,0.0343837,120,134,0.0294693,119,136,309.301,70,18,0.00321702,119,136,
32001,32.3259,1.24116,0.0356251,117,129,0.0286453,118,138,97.2238,109,67,0.00143404,128,116,
33001,33.336,0.921487,0.0254093,151,40,0.0311392,145,81,33.925,114,114,0.00157973,145,81,
34001,34.3462,0.890515,0.0328627,118,128,0.0493285,118,138,38.7532,152,70,0.00252377,119,136,
35001,35.3563,1.25071,0.0392616,117,131,0.0382893,118,138,58.9133,151,72,0.00343333,119,136,
36001,36.3665,1.12415,0.0313434,117,128,0.0327776,120,134,81.7648,161,52,0.00235786,119,136,
37001,37.3767,1.09106,0.0306746,121,134,0.0456404,119,137,47.2891,152,1,0.00373905,119,136,
38001,38.3868,1.18662,0.041534,120,134,0.0535238,118,138,95.1494,123,130,0.00183674,119,136,
39001,39.397,10.9977,0.033939,120,134,0.0452101,118,138,1407.01,120,136,0.00196068,120,131,
40001,40.4071,1.14082,0.0373016,116,126,0.036128,116,126,83.4119,71,5,0.00347172,119,136,
41001,41.4173,1.31222,0.0284039,116,121,0.023454,118,129,124.697,121,134,0.00205583,119,135,
42001,42.4274,1.28041,0.0332686,118,130,0.0357111,119,137,84.1002,113,2,0.00140763,120,128,
43001,43.4376,1.28393,0.0380011,117,132,0.0344728,119,137,98.7065,168,6,0.00138678,120,134,
44001,44.4477,1.15459,0.0313261,117,133,0.027946,117,133,35.3645,74,3,0.00174469,117,133,
45001,45.4579,1.05874,0.0460156,117,131,0.0401641,118,138,73.4226,86,6,0.00225265,118,135,
46001,46.468,1.17866,0.0350074,114,124,0.0293466,119,137,77.3345,121,134,0.00249523,118,135,
47001,47.4782,0.810693,0.0354751,115,122,0.0274339,120,134,55.3841,168,24,0.00247859,120,134,
48001,48.4883,3.80495,0.0350409,119,133,0.0273175,121,121,479.614,153,1,0.00216075,120,134,
49001,49.4985,1.11457,0.0299258,117,130,0.023811,120,134,62.0079,125,126,0.00244835,119,136,
50001,50.5086,1.31384,0.0496592,117,130,0.0357694,117,129,114.159,169,36,0.00413167,119,136,
51001,51.5188,1.22116,0.0370681,119,136,0.0283786,117,129,78.9896,64,16,0.00184756,117,129,
52001,52.5289,0.892737,0.0322503,118,132,0.0287296,120,134,34.3417,14,124,0.00202744,119,136,
53001,53.5391,0.868192,0.0420906,119,133,0.0425524,120,134,45.1856,163,48,0.00217501,118,134,
54001,54.5492,0.667535,0.0340172,116,129,0.0277145,117,130,18.9534,95,6,0.00289112,119,135,
55001,55.5594,0.855073,0.0429874,117,133,0.0365968,119,137,56.7427,69,7,0.0025163,118,130,
56001,56.5696,1.02076,0.0476694,117,133,0.0441109,118,138,44.2161,64,22,0.00265465,120,131,
57001,57.5797,0.844394,0.037625,120,134,0.0405996,118,138,56.712,175,13,0.00212641,120,134,
58001,58.5899,2.75681,0.0321774,115,119,0.0348781,120,134,339.242,32,80,0.0023794,120,134,
59001,59.6,0.761294,0.023476,115,118,0.044294,120,134,30.1916,162,50,0.00256848,120,134,
60001,60.6102,0.991872,0.0194716,118,129,0.0206336,118,138,33.8706,67,14,0.00143027,119,135,
61001,61.6203,2.3206,0.0293972,119,133,0.040732,119,137,190.633,52,40,0.00434277,119,136,
62001,62.6305,1.04537,0.0335024,119,133,0.0287345,119,137,46.2141,178,18,0.00214597,120,134,
63001,63.6406,1.0877,0.033531,117,119,0.027108,125,118,40.5959,142,1,0.00193163,120,134,
64001,64.6508,0.718533,0.0258723,163,13,0.0255462,159,16,17.6075,115,2,0.00177781,119,136,
65001,65.6609,1.10068,0.0320406,117,128,0.0290618,121,132,66.4472,19,120,0.00253638,119,136,
66001,66.6711,2.361,0.0267783,117,128,0.0281389,121,132,237.606,122,132,0.00183962,121,132,
67001,67.6812,0.971948,0.0261189,120,134,0.0237592,120,134,44.4468,116,60,0.0020279,120,134,
68001,68.6914,0.996165,0.0308915,117,121,0.042873,119,136,44.0297,90,4,0.00401781,119,136,
69001,69.7015,0.851357,0.0269519,117,121,0.0347239,119,136,39.1021,172,20,0.00299477,119,136,
70001,70.7117,1.23513,0.0220864,116,125,0.0404165,119,137,116.336,26,99,0.00148398,118,135,
71001,71.7218,0.898472,0.0245219,117,132,0.0480596,119,137,52.2397,120,136,0.0011885,147,20,
72001,72.732,0.865958,0.0190828,118,127,0.0197136,162,34,50.7537,32,80,0.00159583,119,135,
73001,73.7421,0.989129,0.0385318,117,130,0.0449117,120,134,93.3669,121,134,0.00216561,120,134,
74001,74.7523,0.816445,0.0457056,117,131,0.0349428,119,136,36.265,175,3,0.00403455,119,136,
75001,75.7625,2.17433,0.0332066,119,133,0.0279753,121,132,241.752,72,6,0.00189035,121,132,
76001,76.7726,1.10691,0.0344217,117,131,0.0267492,118,132,76.3442,121,134,0.00154274,119,136,
77001,77.7828,1.05093,0.0163674,164,5,0.02878,161,32,51.6819,87,2,0.00191775,119,136,
78001,78.7929,3.38819,0.0379477,117,133,0.03183,160,13,419.147,172,30,0.00156229,120,131,
79001,79.8031,1.44566,0.0350177,149,2,0.0313846,133,10,102.968,27,93,0.0030368,119,136,
80001,80.8132,1.70492,0.0300235,130,4,0.0326164,160,31,102.101,184,6,0.00119987,156,31,
81001,81.8234,1.49364,0.0243165,112,7,0.0254427,118,132,148.509,163,48,0.00192249,118,134,
82001,82.8335,7.64458,0.021284,117,73,0.0289936,120,135,968.791,100,66,0.00167857,119,136,
83001,83.8437,1.54174,0.0266437,155,11,0.0280861,43,61,94.5584,42,60,0.00157285,119,135,
84001,84.8538,1.28193,0.0217947,120,102,0.0209268,33,83,66.5971,33,81,0.00118416,128,115,
85001,85.864,0.982382,0.0330417,117,121,0.0398714,119,136,45.6444,26,101,0.00396538,119,136,
86001,86.8741,1.13468,0.0300847,164,32,0.0350836,158,26,86.862,168,37,0.00136685,151,22,
87001,87.8843,1.46079,0.0201482,134,3,0.0300261,119,136,146.493,170,31,0.00315836,119,136,
88001,88.8944,1.18332,0.0263344,168,16,0.0224085,159,21,113.167,88,7,0.00163379,119,136,
89001,89.9046,2.61178,0.0204505,117,129,0.0320215,159,35,321.119,101,76,0.00144567,158,40,
90001,90.9147,0.802327,0.0225152,155,8,0.0301169,153,17,45.31,98,2,0.00146443,151,23,
91001,91.9249,1.26194,0.0301181,117,125,0.0329021,120,134,97.6457,158,58,0.00313316,119,136,
92001,92.935,1.29553,0.0403236,167,3,0.0534824,120,134,71.5354,155,10,0.00377924,119,136,
93001,93.9452,1.24649,0.0352226,160,3,0.0743743,120,134,49.0645,82,3,0.0019971,118,138,
94001,94.9553,1.01533,0.0456873,151,3,0.0473481,139,11,49.9472,21,104,0.00141595,157,24,
95001,95.9655,2.24614,0.0396349,139,3,0.0286401,126,11,180.18,113,5,0.00174416,105,20,
96001,96.9757,1.02122,0.0356833,114,8,0.0287904,156,24,71.0188,103,54,0.00172059,155,25,
97001,97.9858,3.72581,0.0280015,120,134,0.030129,60,36,453.879,89,70,0.0013463,119,134,
98001,98.996,1.48644,0.0269057,161,12,0.0267546,119,137,55.7109,82,76,0.00150904,119,134,
99001,100.006,0.855051,0.0342842,157,14,0.0332956,119,137,38.4185,175,1,0.00171109,120,134,
100001,101.016,1.42896,0.0268672,120,134,0.0388135,120,134,100.626,39,66,0.00302312,120,134,
101001,102.026,0.821758,0.0215677,164,30,0.0228442,160,33,49.9208,87,3,0.00148995,120,134,
102001,103.037,1.45725,0.0310842,117,127,0.026803,154,25,95.0465,118,138,0.00131258,152,32,
103001,104.047,1.85568,0.025748,118,125,0.0357207,120,134,122.621,101,78,0.00172346,119,136,
104001,105.057,1.45078,0.0301075,117,126,0.0347112,120,134,128.825,121,134,0.00172583,119,136,
105001,106.067,0.924451,0.0313025,162,27,0.0392174,159,29,34.1279,170,16,0.00155205,136,96,
106001,107.077,1.1844,0.0303723,163,3,0.0310688,119,137,38.9272,68,9,0.00135735,147,72,
107001,108.087,1.38198,0.0336839,155,3,0.0310507,159,15,118.175,121,134,0.00155317,118,134,
108001,109.097,2.46354,0.0381493,145,2,0.0311245,130,11,228.351,26,101,0.00168293,121,132,
109001,110.108,2.0455,0.0316244,128,3,0.0230247,121,132,231.329,161,52,0.00167483,121,132,
110001,111.118,0.970341,0.0348726,117,124,0.0270466,121,132,57.5665,161,32,0.0021164,119,135,
111001,112.128,0.915241,0.0252868,116,123,0.0246093,121,132,47.1792,85,1,0.00136989,130,112,
112001,113.138,1.00234,0.0193496,118,132,0.0294912,119,137,72.567,85,2,0.00163794,119,136,
113001,114.148,1.00487,0.0326597,117,128,0.0330298,119,136,53.3766,166,1,0.00304777,119,136,
114001,115.158,0.770218,0.0420993,160,3,0.0394205,163,20,23.3454,149,9,0.00273072,119,136,
115001,116.169,1.83449,0.0407389,152,3,0.0513657,139,13,167.851,174,5,0.00189479,142,20,
116001,117.179,1.52367,0.0415133,137,4,0.0434559,121,13,152.665,110,10,0.00197121,130,20,
117001,118.189,1.05806,0.0352681,117,8,0.043806,97,17,39.921,110,59,0.00180297,104,22,
118001,119.199,1.80546,0.0271008,75,22,0.0377621,81,25,153.364,87,1,0.00266628,120,133,
119001,120.209,3.19925,0.025906,69,34,0.0280765,159,41,391.722,64,16,0.00223683,119,136,
120001,121.219,0.899254,0.0330624,118,126,0.0346196,121,133,28.894,52,40,0.00198601,119,135,
121001,122.229,1.04835,0.0394273,120,134,0.0461655,120,134,60.874,164,46,0.00191541,120,134,
122001,123.24,1.94395,0.0233573,116,124,0.0400637,119,136,171.322,39,67,0.00377268,119,136,
123001,124.25,0.884988,0.0328926,117,123,0.0387382,157,31,34.0388,61,31,0.00291818,119,136,
124001,125.26,1.62737,0.0245479,157,21,0.0280419,118,138,110.87,178,2,0.00252424,119,136,
125001,126.27,1.59926,0.0240876,154,10,0.0342893,154,25,155.644,54,36,0.00142038,146,24,
126001,127.28,5.39174,0.0344169,168,3,0.0316915,155,32,673.912,180,1,0.00213647,118,127,
127001,128.29,0.814651,0.0244883,116,129,0.0260092,157,45,24.1049,171,3,0.00196199,117,130,
128001,129.301,0.794524,0.021707,156,28,0.0305266,121,132,33.7297,64,17,0.00154889,121,132,
129001,130.311,1.24709,0.0316699,118,131,0.0370038,119,137,54.7468,56,32,0.00188136,121,132,
130001,131.321,1.02825,0.0409511,116,126,0.0272994,115,127,42.7527,160,54,0.00204319,119,136,
131001,132.331,1.45316,0.0470905,116,126,0.0376965,158,16,142.352,62,20,0.00164962,142,82,
132001,133.341,0.922711,0.0499367,149,3,0.0412924,138,11,42.2271,70,4,0.0020904,121,132,
133001,134.351,1.26913,0.04043,135,3,0.0334024,117,12,69.7128,171,32,0.00164455,119,136,
134001,135.361,1.35832,0.0293712,118,129,0.0380366,120,134,71.2152,176,22,0.00227633,119,136,
135001,136.372,1.55708,0.0285224,97,13,0.0342422,120,134,96.8408,158,58,0.00182941,155,27,
136001,137.382,1.42857,0.0251356,117,127,0.032143,47,53,82.575,54,36,0.00174825,121,132,
137001,138.392,1.38748,0.0383311,117,127,0.0503837,120,134,75.3085,93,6,0.00183576,117,129,
138001,139.402,0.899466,0.0275682,164,27,0.0470977,120,134,26.0895,31,90,0.00176776,117,127,
139001,140.412,2.16781,0.0367477,164,3,0.0334757,160,24,193.498,156,62,0.00303233,119,136,
140001,141.422,1.38748,0.0362636,156,3,0.0345768,162,15,92.2779,176,1,0.00135551,157,23,
141001,142.433,1.10304,0.0416759,120,134,0.0275258,129,10,63.9786,126,3,0.0020124,119,134,
142001,143.443,1.6044,0.0304389,160,5,0.0256984,160,35,115.329,104,6,0.00167938,119,136,
143001,144.453,0.926227,0.0221461,155,17,0.0233177,118,138,37.8848,100,2,0.00171006,121,132,
144001,145.463,1.15904,0.0224712,114,75,0.0215776,59,35,63.6075,181,2,0.00146937,120,131,
145001,146.473,1.05127,0.0342515,118,125,0.0285931,161,33,78.6864,65,14,0.00272619,119,136,
