Itterate ,Time ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_X ,MAX_ABS_U_Error_position_Y ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_X, MAX_ABS_V_Error_position_Y ,MAX_RS_Error ,MAX_RS_Error_Position_X ,MAX_RS_Error_Position_Y ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_X ,Bulk_Velocity_ABS_Error_Position_Y
1001,0.523011,1,0.0846099,183,221,0.0457017,187,211,1,0,221,0.00721165,183,221,
2001,1.0455,0.848895,0.0559328,184,219,0.047388,187,211,17.4098,164,215,0.00386071,180,218,
3001,1.56799,0.520728,0.0246417,180,219,0.0356403,198,191,33.8602,191,195,0.00190028,188,211,
4001,2.09048,0.493402,0.0155649,182,218,0.0291514,202,181,46.4555,121,2,0.00162892,192,202,
5001,2.61297,0.50452,0.0198801,198,178,0.041253,205,170,30.9286,139,212,0.00233717,205,171,
6001,3.13546,0.546443,0.024328,210,155,0.0385544,209,151,32.8044,80,66,0.00203043,209,153,
7001,3.65795,0.618603,0.0327005,209,142,0.0463115,186,218,27.6365,163,206,0.00273969,155,219,
8001,4.18043,0.459262,0.0336651,209,142,0.0426933,186,218,20.6343,233,123,0.00261686,173,220,
9001,4.70292,0.524264,0.0373971,205,170,0.0409515,200,173,25.1472,189,194,0.00253648,200,174,
10001,5.22541,0.554612,0.0332155,203,159,0.0353403,200,176,56.1556,217,156,0.00250486,200,174,
11001,5.7479,0.528778,0.0392567,208,154,0.0413597,213,150,45.6921,191,177,0.00196744,200,176,
12001,6.27039,1.17182,0.0423508,204,153,0.0398465,198,192,145.703,221,147,0.00188842,198,191,
13001,6.79288,0.78142,0.0453085,204,154,0.0341688,208,168,52.424,198,178,0.00205284,202,172,
14001,7.31537,0.661863,0.0418631,208,149,0.0340082,188,214,56.2219,175,146,0.00267037,187,216,
15001,7.83786,0.81602,0.0349295,185,213,0.0398374,187,216,79.8291,234,122,0.00353597,187,216,
16001,8.36035,1.12209,0.0259417,180,135,0.0414667,186,218,118.91,244,93,0.00228067,187,216,
17001,8.88283,1.18532,0.0233302,169,150,0.0318107,187,217,134.827,209,172,0.00151463,210,163,
18001,9.40532,1.05196,0.0333821,186,211,0.0347109,187,217,104.061,285,2,0.00149032,187,216,
19001,9.92781,0.945442,0.0347887,187,216,0.0384361,217,153,73.1302,179,146,0.0016743,221,139,
20001,10.4503,1.10042,0.0367834,187,216,0.041858,223,141,54.5545,252,2,0.00230991,215,145,
21001,10.9728,1.44005,0.0313147,187,216,0.0300372,231,125,111.791,227,78,0.00185672,215,146,
22001,11.4953,0.901043,0.043908,228,120,0.0336419,229,127,80.9287,235,120,0.00157602,184,212,
23001,12.0178,0.868488,0.0419766,184,212,0.0418555,234,115,43.0614,194,44,0.00182338,194,95,
24001,12.5403,1.27685,0.0285638,236,93,0.0331733,187,217,97.466,81,64,0.00167349,187,216,
25001,13.0627,0.865153,0.0300618,234,79,0.0286538,228,84,45.5934,122,3,0.00192824,187,216,
26001,13.5852,0.893893,0.0323829,187,216,0.0291686,187,217,78.941,237,116,0.00158772,223,136,
27001,14.1077,0.911326,0.0347745,229,105,0.0291522,225,61,54.5734,53,121,0.00149307,233,114,
28001,14.6302,1.49629,0.0345265,187,216,0.0387584,187,217,229.441,256,78,0.00160038,187,216,
29001,15.1527,0.849509,0.0347461,187,216,0.0424087,186,218,60.5305,258,72,0.00185975,211,158,
30001,15.6752,1.76341,0.0296989,187,216,0.0357384,186,218,307.628,241,108,0.00186212,187,216,
31001,16.1977,0.957253,0.0363716,225,114,0.0409283,225,133,60.6561,199,34,0.00189626,220,134,
32001,16.7202,1.11999,0.0338109,223,115,0.0380762,186,218,109.268,243,103,0.00190472,198,191,
33001,17.2427,0.73459,0.0354527,218,102,0.0360837,209,170,27.8694,164,136,0.00243263,187,216,
34001,17.7651,1.73605,0.0244478,210,98,0.036236,186,218,243.91,238,114,0.00255679,187,216,
35001,18.2876,0.935223,0.0328451,184,212,0.0396205,186,218,48.9775,201,81,0.0021928,187,216,
36001,18.8101,1.31665,0.0249223,187,216,0.030322,186,218,207.782,228,134,0.00187204,237,92,
37001,19.3326,0.797357,0.024342,243,68,0.0320139,236,93,41.7135,280,30,0.00208185,187,216,
38001,19.8551,1.11557,0.0288836,247,62,0.0326126,186,218,93.6519,263,64,0.00175347,187,216,
39001,20.3776,1.50944,0.0229261,185,210,0.0279883,186,218,196.112,291,3,0.00169182,153,220,
40001,20.9001,0.99655,0.0226609,192,196,0.0325354,197,194,77.1407,239,111,0.00245327,173,220,
41001,21.4226,1.19171,0.0315968,151,219,0.0344385,153,218,155.614,257,76,0.00381579,151,220,
42001,21.9451,1.12546,0.0365615,147,219,0.0326567,205,175,58.8234,255,11,0.00404461,167,220,
43001,22.4675,1.04122,0.0360705,163,219,0.0359845,213,154,71.3551,205,61,0.00392545,162,220,
44001,22.99,1.00822,0.0328958,216,139,0.0289519,224,129,57.5762,180,217,0.00396514,178,220,
45001,23.5125,0.941742,0.0405651,207,161,0.0311466,225,128,54.5177,261,68,0.00303299,174,220,
46001,24.035,0.993603,0.0428592,213,139,0.036674,198,191,57.3339,268,54,0.00211644,188,212,
47001,24.5575,2.46374,0.040889,197,180,0.0359332,196,184,431.637,189,176,0.00219399,197,180,
48001,25.08,2.18693,0.0524997,195,181,0.0398371,196,195,344.69,196,67,0.00246843,198,167,
49001,25.6025,1.26547,0.0521626,198,176,0.0498889,207,167,88.1119,219,149,0.00274328,207,168,
50001,26.125,1.02043,0.0526693,208,146,0.025023,219,138,27.3258,163,189,0.00136475,191,203,
51001,26.6475,1.11221,0.0440404,198,156,0.0249981,174,43,81.7448,229,130,0.00137278,206,138,
52001,27.1699,5.30853,0.03737,185,213,0.0484883,208,172,1062.83,134,76,0.00208717,204,173,
53001,27.6924,0.933041,0.0357839,198,139,0.0356947,205,178,53.8886,227,14,0.0022072,187,216,
54001,28.2149,3.22482,0.0399065,184,206,0.0501235,186,218,609.124,189,214,0.00216096,205,170,
55001,28.7374,0.992902,0.0335801,185,213,0.0570473,186,218,78.7355,264,62,0.00223858,187,216,
56001,29.2599,1.09046,0.0355281,214,128,0.0497669,219,150,61.8036,100,27,0.00210133,187,216,
57001,29.7824,1.37293,0.0410093,184,208,0.0448481,186,218,113.203,215,75,0.0016067,186,215,
58001,30.3049,1.17579,0.0336042,184,208,0.0376767,186,218,115.673,190,212,0.00168227,186,214,
59001,30.8274,0.971488,0.0334849,185,214,0.0311473,187,217,33.3268,251,87,0.00164511,186,214,
60001,31.3499,0.980075,0.0355282,184,206,0.0316759,187,217,61.696,37,157,0.00177987,187,212,
61001,31.8723,0.999137,0.027883,186,211,0.0322236,187,217,90.5117,34,167,0.00175038,221,137,
62001,32.3948,0.77518,0.0223157,229,70,0.0379713,186,218,23.4659,170,66,0.00221402,187,216,
63001,32.9173,0.94375,0.0206963,242,91,0.0425631,186,218,83.1572,147,117,0.00143261,187,216,
64001,33.4398,0.925736,0.0235693,250,71,0.0394458,186,218,78.393,257,75,0.00265646,187,216,
65001,33.9623,0.935961,0.0229455,186,65,0.0446331,187,216,56.6277,279,26,0.00347443,187,216,
66001,34.4848,1.56447,0.0194198,185,210,0.0450876,187,216,202.982,104,19,0.00348532,187,216,
67001,35.0073,1.69395,0.0274639,254,42,0.0422511,187,217,257.241,242,102,0.00308373,187,216,
68001,35.5298,1.45597,0.0241479,262,27,0.0364156,187,217,195.492,254,82,0.00258069,187,216,
69001,36.0523,1.44112,0.0239387,107,101,0.0380758,186,218,172.418,93,39,0.00251035,187,216,
70001,36.5747,1.06272,0.0261332,101,111,0.0339386,187,217,88.1393,245,100,0.00265741,187,216,
71001,37.0972,1.11943,0.0243608,96,122,0.0413276,186,218,87.0113,151,141,0.0023593,187,216,
72001,37.6197,2.39441,0.024781,234,88,0.0477182,186,218,389.852,159,135,0.00264357,187,216,
73001,38.1422,1.31259,0.0256196,135,104,0.0449523,186,218,132.845,231,128,0.00208536,187,216,
74001,38.6647,2.0851,0.0270554,130,114,0.0369295,214,160,335.366,83,174,0.00180725,187,216,
75001,39.1872,1.42337,0.0240741,129,123,0.0443987,186,218,84.819,221,146,0.00264985,215,149,
76001,39.7097,1.22965,0.027261,225,126,0.0444055,186,218,96.7099,98,86,0.00231334,215,149,
77001,40.2322,1.34189,0.0284249,229,107,0.0391565,187,217,130.394,127,179,0.00336799,187,216,
78001,40.7547,3.34901,0.0295868,229,108,0.0356285,187,217,496.428,68,111,0.00259003,187,216,
79001,41.2771,2.55424,0.0287711,231,115,0.0269664,187,217,475.755,293,4,0.00177974,219,142,
80001,41.7996,1.18044,0.0280061,187,216,0.0260953,186,218,98.6347,290,1,0.00158754,236,76,
81001,42.3221,0.970561,0.0335744,187,216,0.0248752,231,58,65.892,66,145,0.00153945,187,215,
82001,42.8446,1.22992,0.0327189,187,216,0.0349531,228,35,122.007,60,106,0.00196111,187,216,
83001,43.3671,1.18344,0.0333197,187,216,0.0372093,187,217,142.879,220,150,0.00199702,187,216,
84001,43.8896,1.44776,0.0319842,225,130,0.0430613,187,217,202.36,251,88,0.00195739,222,128,
85001,44.4121,1.70976,0.0316588,225,124,0.0451642,186,218,244.892,232,125,0.0021587,187,216,
86001,44.9346,1.43839,0.0364863,221,103,0.0511593,186,218,163.64,274,33,0.00223492,223,123,
87001,45.4571,1.84507,0.0502591,221,103,0.0437752,186,218,216.013,222,112,0.00201824,225,105,
88001,45.9795,2.05767,0.0461454,226,88,0.0357917,186,218,355.991,75,215,0.00184571,223,87,
89001,46.502,1.16081,0.0353428,185,209,0.0273724,220,62,131.762,49,128,0.00184705,218,70,
90001,47.0245,0.986103,0.0367214,184,209,0.0305606,213,46,45.645,229,78,0.00155687,185,208,
91001,47.547,1.35576,0.0307623,184,209,0.0352902,206,28,132.934,209,12,0.00155633,185,208,
92001,48.0695,1.36823,0.0354603,185,210,0.0312097,195,17,115.219,270,50,0.00146727,185,210,
93001,48.592,1.08587,0.0309701,185,210,0.0331557,187,217,61.7589,139,216,0.0015178,185,210,
94001,49.1145,1.14383,0.0329962,240,39,0.0311648,187,217,115.147,157,1,0.000892686,249,52,
95001,49.637,0.965935,0.0289647,235,28,0.0399252,187,216,36.4586,251,75,0.00309718,187,216,
96001,50.1595,1.44256,0.0220038,225,19,0.0342418,187,216,86.0056,236,5,0.00252381,187,216,
97001,50.6819,1.87241,0.0402388,255,54,0.0357915,186,218,292.538,255,80,0.00224345,187,216,
98001,51.2044,1.25527,0.0282917,256,55,0.0358382,186,218,134.655,256,78,0.00260776,187,216,
99001,51.7269,2.68078,0.0235629,208,166,0.0549621,187,216,430.785,263,58,0.00320923,187,216,
100001,52.2494,1.38828,0.0388023,257,40,0.0645515,187,216,83.0182,108,12,0.00416722,187,216,
101001,52.7719,2.34468,0.0330203,216,142,0.0395463,187,217,379.571,265,27,0.00243319,187,216,
102001,53.2944,1.82452,0.0330855,220,120,0.0473544,186,218,255.459,92,41,0.00222932,211,160,
103001,53.8169,1.10502,0.0326719,222,100,0.0515218,213,162,69.0884,242,106,0.00274634,209,163,
104001,54.3394,1.18996,0.031111,221,86,0.0403245,223,142,81.9057,251,87,0.00335677,187,216,
105001,54.8619,2.09022,0.0284259,227,85,0.0368163,187,216,364.158,239,112,0.00323004,187,216,
106001,55.3843,1.2949,0.0292416,223,74,0.0481797,186,218,143.621,278,34,0.00219444,187,216,
107001,55.9068,1.24337,0.0264242,224,74,0.0469365,186,218,91.4484,52,121,0.00224601,187,216,
108001,56.4293,1.33706,0.0255343,237,61,0.0470395,186,218,172.232,103,19,0.00247088,187,216,
109001,56.9518,0.903732,0.0270597,252,70,0.0461623,186,218,63.5571,257,75,0.00226544,187,216,
110001,57.4743,2.09475,0.0314803,252,50,0.0465371,186,218,371.198,291,8,0.00207753,187,216,
111001,57.9968,1.22862,0.0294137,185,213,0.0372269,186,218,99.2903,70,94,0.00198845,187,216,
112001,58.5193,0.967184,0.0262265,252,61,0.0338113,244,49,89.0145,258,47,0.00198563,187,216,
113001,59.0418,0.89091,0.0202966,243,55,0.0319451,187,217,52.284,110,8,0.000951711,215,154,
114001,59.5643,1.21935,0.0214577,234,10,0.0353372,186,218,133.561,165,2,0.00150428,203,176,
115001,60.0867,1.07864,0.0283716,187,216,0.0363828,187,217,92.1503,131,2,0.00172271,208,166,
116001,60.6092,1.08441,0.0266503,187,216,0.0341305,187,217,91.7795,247,95,0.00154596,230,116,
117001,61.1317,1.05508,0.0319252,185,210,0.0371875,187,217,66.0596,38,149,0.00154459,230,117,
118001,61.6542,1.20121,0.0366684,261,38,0.0336367,215,27,104.436,23,189,0.00136812,240,85,
