Itterate ,Time ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_X ,MAX_ABS_U_Error_position_Y ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_X, MAX_ABS_V_Error_position_Y ,MAX_RS_Error ,MAX_RS_Error_Position_X ,MAX_RS_Error_Position_Y ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_X ,Bulk_Velocity_ABS_Error_Position_Y
1001,0.640556,1,0.103466,174,221,0.047433,185,217,1,0,221,0.0107183,174,221,
2001,1.28047,1.07109,0.0379578,183,215,0.0483512,185,218,38.8029,106,15,0.00448431,79,220,
3001,1.92039,0.590824,0.0271161,179,219,0.0381445,197,192,44.1778,111,4,0.00272686,187,213,
4001,2.5603,0.656849,0.0231758,184,209,0.0528172,203,172,42.4326,133,209,0.00329026,203,173,
5001,3.20022,0.751166,0.0389213,207,157,0.075281,186,218,59.4906,183,203,0.00427558,186,218,
6001,3.84013,2.47313,0.0465121,185,214,0.0600537,188,214,442.03,190,212,0.00505485,190,204,
7001,4.48005,0.862443,0.0472112,190,205,0.0436408,192,204,77.5321,204,180,0.0052709,180,219,
8001,5.11997,0.723666,0.0502599,201,163,0.0574637,208,158,64.4671,176,127,0.00491835,173,219,
9001,5.75988,0.835827,0.0423935,197,146,0.0447676,194,139,74.2183,151,143,0.00305187,173,219,
10001,6.3998,1.59468,0.0437829,185,213,0.0409711,194,138,232.556,246,84,0.0034468,187,212,
11001,7.03971,0.889678,0.0531759,207,156,0.0537336,213,151,43.5423,167,154,0.00334426,199,184,
12001,7.67963,1.05059,0.0404518,213,127,0.047141,214,151,69.9841,130,207,0.00252351,209,154,
13001,8.31954,0.892989,0.0377326,205,136,0.058277,187,216,65.7816,71,83,0.00334563,187,216,
14001,8.95946,0.968655,0.0383017,203,127,0.0484647,225,125,116.086,52,122,0.00215043,189,210,
15001,9.59937,0.932116,0.0352178,185,212,0.0534002,232,105,71.9653,212,166,0.00342172,189,209,
16001,10.2393,0.925703,0.0479106,184,212,0.0669131,202,183,44.4139,157,206,0.00456008,196,186,
17001,10.8792,1.07566,0.0565428,191,192,0.0649771,197,185,72.3988,97,180,0.00432423,197,186,
18001,11.5191,1.23927,0.076847,193,171,0.0521645,192,194,90.1404,241,108,0.00398304,193,189,
19001,12.159,1.12174,0.0603819,192,171,0.0447889,187,216,71.4854,231,49,0.00338933,187,216,
20001,12.799,0.909357,0.0387006,177,169,0.040608,206,175,42.4058,125,217,0.00268025,181,167,
21001,13.4389,1.16831,0.0381196,254,58,0.03841,225,126,74.64,217,67,0.00259777,222,133,
22001,14.0788,1.18037,0.0393495,190,166,0.039127,159,180,103.101,203,35,0.00205225,206,170,
23001,14.7187,3.29176,0.0470021,195,157,0.0519314,187,216,492.548,244,99,0.00345118,189,209,
24001,15.3586,1.68809,0.0475768,203,146,0.0512651,203,181,199.586,247,96,0.00382197,189,207,
25001,15.9985,1.21322,0.0453528,201,174,0.0472209,203,180,117.285,216,115,0.00346743,186,218,
26001,16.6384,0.919709,0.0407761,213,149,0.0401397,207,172,64.639,247,76,0.00337004,237,82,
27001,17.2784,1.66456,0.0431129,217,139,0.044071,187,216,179.625,233,124,0.00372372,231,53,
28001,17.9183,2.37608,0.0417208,224,126,0.0432267,223,138,295.436,207,155,0.00316324,231,53,
29001,18.5582,1.34527,0.0491974,231,107,0.0460128,232,119,140.474,265,60,0.00248481,217,126,
30001,19.1981,1.20403,0.0464561,234,92,0.0391949,237,104,77.8187,196,1,0.00255947,231,86,
31001,19.838,1.04751,0.0323471,232,88,0.0424556,245,82,61.4124,246,51,0.00287999,226,65,
32001,20.4779,1.25279,0.0334282,227,69,0.03965,187,217,139.009,169,206,0.00304795,226,66,
33001,21.1179,1.12592,0.034729,186,215,0.0378333,187,216,38.0113,109,7,0.00354512,186,218,
34001,21.7578,1.23105,0.0451203,185,212,0.0420867,215,18,95.1007,130,153,0.00251517,185,212,
35001,22.3977,2.68143,0.0427837,185,207,0.0370395,206,12,502.633,238,114,0.00189467,192,201,
36001,23.0376,2.97649,0.0324053,207,3,0.0405159,185,211,415.593,97,31,0.00324712,186,218,
37001,23.6775,1.68611,0.0333471,182,206,0.0354392,187,216,254.972,164,3,0.00224919,185,212,
38001,24.3174,1.22489,0.0334718,259,37,0.0404987,210,168,72.199,86,83,0.00272132,186,218,
39001,24.9573,1.90799,0.0482852,185,210,0.043235,221,146,130.832,219,152,0.00227274,189,206,
40001,25.5973,31.6931,0.0400351,183,211,0.0485484,220,132,6433.49,190,212,0.00319335,220,133,
41001,26.2372,1.37698,0.0432056,186,215,0.0414104,228,129,98.1311,193,162,0.00318715,188,214,
42001,26.8771,2.64139,0.0416385,229,106,0.0512889,231,113,308.63,63,156,0.00283557,230,113,
43001,27.517,1.27488,0.0466576,232,93,0.0490986,187,216,64.4268,113,4,0.00380396,186,218,
44001,28.1569,1.37232,0.0460959,230,96,0.0440919,229,91,80.3335,238,113,0.00335141,185,210,
45001,28.7968,1.77284,0.0399586,236,56,0.0427643,228,64,188.679,87,188,0.00268956,186,218,
46001,29.4368,1.31772,0.0447493,234,40,0.0389596,224,139,128.558,262,65,0.00211598,185,209,
47001,30.0767,1.25379,0.0365499,232,31,0.0363174,236,115,140.103,116,189,0.00218762,228,124,
48001,30.7166,1.51678,0.0451872,242,90,0.0432988,225,27,137.618,47,131,0.0015412,213,155,
49001,31.3565,1.4844,0.0443893,249,72,0.037801,252,81,136.466,210,11,0.00303522,186,218,
50001,31.9964,2.04771,0.0425127,249,75,0.0416719,207,174,183.913,243,104,0.00344698,189,207,
51001,32.6363,1.78053,0.0406596,250,75,0.0331126,212,164,162.913,196,176,0.00282524,189,208,
52001,33.2763,1.3804,0.029952,228,122,0.0534524,187,216,65.4359,205,122,0.00373064,214,149,
53001,33.9162,1.21511,0.0398794,216,138,0.0395099,223,137,64.6774,225,139,0.00333413,223,132,
54001,34.5561,1.33518,0.0464037,237,92,0.0419551,224,135,92.2935,207,89,0.00289872,218,145,
55001,35.196,1.14925,0.040662,249,76,0.04572,187,216,53.8353,214,69,0.00255258,219,136,
56001,35.8359,1.26121,0.0400333,244,71,0.0429242,239,103,114.345,87,51,0.00244278,191,205,
57001,36.4758,1.02838,0.0376164,244,76,0.0433275,187,217,47.8445,184,212,0.00249242,222,120,
58001,37.1157,1.15752,0.0412596,238,85,0.0428914,187,216,81.5658,70,85,0.00248751,222,120,
59001,37.7557,1.76165,0.0364276,231,78,0.0395816,205,54,208.721,234,2,0.00185818,209,162,
60001,38.3956,1.00829,0.0288349,249,61,0.0443794,221,23,81.9286,264,26,0.0020942,225,130,
61001,39.0355,4.99913,0.0276735,230,99,0.0434689,208,22,982.077,203,1,0.00245339,208,171,
62001,39.6754,1.46984,0.030363,251,35,0.0388059,190,25,88.2716,280,10,0.00231849,231,76,
63001,40.3153,1.33172,0.0341983,206,174,0.0429137,206,176,88.0999,105,17,0.00324243,221,138,
64001,40.9552,1.18859,0.0417285,211,159,0.043177,187,216,115.945,32,161,0.00264735,207,163,
65001,41.5952,1.82635,0.0357795,223,124,0.0292034,199,190,289.982,262,66,0.00232274,187,215,
66001,42.2351,1.50541,0.0358959,117,67,0.0320841,186,218,74.4124,255,18,0.00190675,186,218,
67001,42.875,0.996185,0.0387084,104,83,0.0362609,231,68,54.75,105,19,0.00255016,226,129,
68001,43.5149,1.37438,0.0373872,93,100,0.0447875,187,216,180.209,38,157,0.00181438,230,69,
69001,44.1548,1.16839,0.0349309,86,119,0.0240992,230,46,124.523,260,70,0.00199072,225,125,
70001,44.7947,1.47879,0.0318685,81,138,0.0245539,235,78,172.182,179,127,0.00192604,235,88,
71001,45.4347,0.990805,0.0310399,222,59,0.0263862,187,216,107.828,272,46,0.00180266,228,52,
72001,46.0746,1.07293,0.0289023,228,52,0.0269928,85,165,85.7553,157,115,0.00190168,228,52,
73001,46.7145,1.05838,0.0318679,216,34,0.0385527,243,75,58.8144,158,8,0.00179756,238,84,
74001,47.3544,1.10711,0.0332862,250,71,0.0494187,187,216,84.1854,101,23,0.00222649,186,218,
75001,47.9943,1.45337,0.0326775,230,22,0.0353181,118,181,135.42,260,66,0.00175953,190,208,
76001,48.6342,1.13725,0.0334574,250,31,0.0478469,186,218,66.0572,290,1,0.00335141,188,214,
77001,49.2741,1.19528,0.0368429,248,32,0.0324863,187,217,99.5545,162,179,0.0019464,206,175,
78001,49.9141,1.06504,0.0233158,235,72,0.0365235,212,164,59.0752,183,208,0.00243113,209,166,
79001,50.554,1.16227,0.0282943,187,146,0.0314453,245,65,61.5881,38,159,0.00210499,223,136,
80001,51.1939,1.25639,0.0318888,199,129,0.0307756,235,30,86.2864,280,1,0.00229923,194,200,
81001,51.8338,1.29812,0.030949,208,111,0.0373503,228,112,101.92,122,104,0.00240991,192,201,
82001,52.4737,0.996747,0.0340865,233,93,0.0454578,233,91,58.0955,95,35,0.00343148,233,92,
83001,53.1136,1.47516,0.0265917,225,71,0.0414231,231,75,182.859,143,1,0.00311334,231,76,
84001,53.7536,1.60883,0.0276454,224,49,0.0371138,205,67,168.432,286,4,0.00251061,230,78,
85001,54.3935,1.17628,0.0328509,229,69,0.0379909,209,59,75.9785,266,58,0.0021729,216,41,
86001,55.0334,1.26984,0.0315504,228,24,0.0355904,200,50,110.225,117,6,0.00209666,217,41,
87001,55.6733,1.09804,0.0210445,231,9,0.0399826,187,216,106.016,31,165,0.00267802,186,218,
88001,56.3132,0.938152,0.0238657,153,65,0.0297512,179,44,101.512,126,119,0.00226566,187,215,
89001,56.9531,1.58068,0.0280337,139,73,0.0366818,187,217,237.555,159,64,0.00210628,189,209,
90001,57.593,0.924598,0.0300999,126,84,0.0311181,187,216,65.6085,261,51,0.00231134,221,139,
91001,58.233,1.21104,0.0320455,117,99,0.0299959,235,57,111.503,91,43,0.00219383,233,99,
92001,58.8729,1.24636,0.0319772,123,81,0.0267441,187,217,87.6334,258,46,0.0022741,232,81,
93001,59.5128,1.18711,0.0336296,240,42,0.0341668,253,60,125.892,260,69,0.00227505,233,64,
94001,60.1527,1.67341,0.035942,254,53,0.0419666,242,59,207.314,245,69,0.00234781,209,169,
95001,60.7926,1.4904,0.0326949,186,215,0.0444937,187,217,137.359,268,51,0.00249277,221,140,
96001,61.4325,1.07997,0.0380782,185,210,0.0335891,185,210,91.8666,224,142,0.00274596,185,212,
97001,62.0725,1.14834,0.0341624,180,203,0.0360031,186,218,122.219,136,133,0.00297334,186,218,
98001,62.7124,2.12629,0.035546,192,198,0.0351306,242,57,357.478,113,3,0.00250313,193,199,
