Itterate ,Time ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_X ,MAX_ABS_U_Error_position_Y ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_X, MAX_ABS_V_Error_position_Y ,MAX_RS_Error ,MAX_RS_Error_Position_X ,MAX_RS_Error_Position_Y ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_X ,Bulk_Velocity_ABS_Error_Position_Y
1001,0.323942,1,0.102638,2,437,0.0433061,367,428,1,0,437,0.0105349,2,437,
2001,0.647561,2.91984,0.0606221,363,436,0.0750133,365,435,79.2719,58,327,0.00519544,50,436,
3001,0.97118,1.75141,0.0291311,112,435,0.0413524,371,422,485.43,73,298,0.00319574,110,436,
4001,1.2948,1.18308,0.0215469,360,435,0.0430849,367,432,245.37,116,212,0.00335028,367,429,
5001,1.61842,0.806503,0.0196883,378,394,0.0416278,388,380,211.8,158,426,0.00259871,387,383,
6001,1.94204,0.628061,0.0339978,391,365,0.0473791,390,381,177.826,220,419,0.00344954,390,380,
7001,2.26565,0.508283,0.053996,237,435,0.0803075,397,362,55.4572,405,337,0.00605156,236,436,
8001,2.58927,0.661661,0.0674472,271,435,0.0695647,402,341,153.831,142,429,0.0130706,271,435,
9001,2.91289,0.604519,0.0857393,295,435,0.0639716,380,403,65.4765,409,348,0.0144169,295,435,
10001,3.23651,0.667245,0.0757241,369,419,0.0760848,369,423,113.658,426,314,0.0122967,295,435,
11001,3.56013,0.701352,0.0622845,345,435,0.0770587,379,392,101.973,420,325,0.0123953,345,435,
12001,3.88375,0.732779,0.0877337,385,377,0.076211,398,355,93.1284,398,359,0.0100091,289,435,
13001,4.20737,0.558383,0.0740074,369,415,0.0661628,344,433,53.058,462,242,0.0101882,301,435,
14001,4.53098,0.600525,0.0922231,381,350,0.0637499,384,377,88.7946,363,421,0.0104095,352,435,
15001,4.8546,0.514044,0.0891978,372,408,0.0626827,349,433,42.5856,397,248,0.0104076,325,435,
16001,5.17822,0.607283,0.0734842,379,392,0.0577346,361,431,94.7009,370,255,0.0101886,346,435,
17001,5.50184,0.921641,0.069689,367,422,0.0715806,406,295,198.825,458,247,0.00960298,312,435,
18001,5.82546,0.806939,0.0712416,372,410,0.0651608,413,308,83.4257,380,331,0.00908779,334,435,
19001,6.14908,0.740344,0.0606335,401,353,0.0547613,404,274,133.983,442,282,0.00698034,398,281,
20001,6.4727,1.08519,0.0624675,412,326,0.0796408,395,245,148.172,465,230,0.00886372,273,435,
21001,6.79632,0.94334,0.0746049,404,335,0.08141,389,359,184.784,423,318,0.0103646,326,435,
22001,7.11993,2.80251,0.0626215,402,334,0.0783832,370,235,1082.53,454,258,0.0106333,326,435,
23001,7.44355,1.29242,0.0699729,405,316,0.0739915,356,234,339.988,446,270,0.0103986,372,414,
24001,7.76717,0.880555,0.0831119,390,365,0.0827402,389,362,154.012,467,232,0.00790812,389,362,
25001,8.09079,0.928253,0.0690165,392,339,0.0676033,399,356,109.785,472,222,0.0102285,278,435,
26001,8.41441,0.883052,0.0730156,396,317,0.0688305,394,266,197.542,424,317,0.0102572,313,435,
27001,8.73803,0.80815,0.0837186,398,337,0.0597954,291,251,83.4719,370,428,0.0114371,283,435,
28001,9.06165,1.17038,0.080692,370,414,0.0633236,394,366,177.194,439,270,0.011172,338,435,
29001,9.38526,1.29286,0.0736999,375,403,0.0642478,336,433,235.837,398,370,0.0108082,338,435,
30001,9.70888,0.913303,0.0729969,371,411,0.0614803,380,403,95.9438,411,344,0.0106174,308,435,
31001,10.0325,0.816994,0.0623078,409,284,0.0607388,379,302,85.7289,406,354,0.00993735,329,435,
32001,10.3561,2.19096,0.0637955,415,232,0.0631239,359,432,696.045,403,250,0.00860668,354,435,
33001,10.6797,1.55954,0.0640662,383,389,0.0576122,430,301,483.76,527,112,0.00829718,268,435,
34001,11.0034,1.29404,0.0561201,367,423,0.0528283,412,334,182.198,57,328,0.00904724,304,435,
35001,11.327,1.62393,0.0572562,384,388,0.0631797,451,257,316.169,540,3,0.00867421,339,435,
36001,11.6506,1.9074,0.0735007,368,422,0.0643243,367,432,275.765,545,13,0.0069515,340,435,
37001,11.9742,1.30807,0.0771951,385,374,0.0799916,411,288,169.938,171,249,0.00712804,244,435,
38001,12.2978,1.8831,0.0717842,386,375,0.0695575,427,247,210.29,426,251,0.00926291,257,435,
39001,12.6215,1.11956,0.0803325,379,353,0.0524012,383,396,189.379,434,191,0.0103045,290,435,
40001,12.9451,1.05567,0.06149,392,341,0.0646289,350,433,68.4001,463,240,0.0105895,314,435,
41001,13.2687,1.2579,0.0650905,381,323,0.0759587,399,306,203.084,490,186,0.0115982,372,416,
42001,13.5923,1.32795,0.0684783,370,414,0.0842771,397,356,190.18,364,298,0.00989669,372,416,
43001,13.9159,1.25877,0.0655072,390,292,0.069826,410,324,221.677,159,125,0.0109784,309,435,
44001,14.2395,1.31408,0.0684463,365,427,0.0773391,391,374,224.062,363,429,0.00999029,323,435,
45001,14.5632,1.1832,0.081373,388,378,0.0654658,403,322,178.692,368,432,0.00765292,343,435,
46001,14.8868,1.7315,0.0763897,388,378,0.0569129,425,313,594.574,362,136,0.00809753,293,435,
47001,15.2104,1.46281,0.0663297,448,235,0.0815748,367,432,392.273,522,122,0.00832646,330,435,
48001,15.534,1.19652,0.0689536,388,370,0.0716261,385,388,150.205,419,328,0.00793047,372,414,
