Itterate ,Time ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_X ,MAX_ABS_U_Error_position_Y ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_X, MAX_ABS_V_Error_position_Y ,MAX_RS_Error ,MAX_RS_Error_Position_X ,MAX_RS_Error_Position_Y ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_X ,Bulk_Velocity_ABS_Error_Position_Y
1001,1.01116,1,0.103543,115,140,0.051314,118,137,1,0,140,0.0107781,115,140,
2001,2.02132,0.607569,0.0393654,112,138,0.0542342,119,136,10.6535,47,137,0.00389462,112,139,
3001,3.03147,0.632368,0.0252499,117,134,0.0328054,131,104,18.325,90,133,0.00216225,121,129,
4001,4.04162,0.75042,0.0330054,116,122,0.0305491,120,135,27.3707,47,51,0.00172719,120,134,
5001,5.05177,0.752144,0.0497123,119,129,0.0363526,117,129,42.6276,103,118,0.00226078,118,138,
6001,6.06193,0.561724,0.0449651,119,129,0.0382381,117,130,39.7933,158,57,0.00282228,118,138,
7001,7.07208,0.914247,0.0443146,117,130,0.0368839,119,137,34.087,169,33,0.00197836,118,128,
8001,8.08223,0.973068,0.0387938,118,135,0.037297,118,138,54.6725,71,3,0.00455969,118,138,
9001,9.09238,4.13555,0.0311733,142,55,0.0345687,119,137,518.598,160,54,0.00334697,118,138,
10001,10.1025,1.56567,0.0297116,119,129,0.0261504,144,84,175.512,174,26,0.00254361,120,134,
11001,11.1127,1.28225,0.0437555,118,131,0.0352726,118,131,139.532,31,82,0.00378944,118,138,
12001,12.1228,1.01158,0.0499618,118,131,0.0456138,118,138,106.592,124,128,0.00450715,118,138,
13001,13.133,0.802461,0.0418208,120,134,0.0400815,118,138,42.8091,166,42,0.00388282,118,138,
14001,14.1431,1.17206,0.038521,117,125,0.035679,120,126,66.6487,146,82,0.00168964,155,43,
15001,15.1533,1.10771,0.0386639,117,130,0.0360329,119,136,49.1104,164,2,0.00283936,119,136,
16001,16.1635,2.80358,0.0362427,117,133,0.0288796,118,138,343.32,143,7,0.00338026,118,138,
17001,17.1736,1.14842,0.0393663,118,132,0.0309026,118,132,43.266,178,1,0.00197831,118,133,
18001,18.1838,1.09355,0.0376517,118,130,0.0318656,118,130,38.1857,117,119,0.00182784,120,129,
19001,19.1939,1.04603,0.0359923,120,134,0.0421136,119,136,45.5933,173,25,0.00345819,119,136,
20001,20.2041,1.32826,0.0418906,120,134,0.0390962,151,69,59.6593,151,68,0.00312451,119,136,
21001,21.2142,2.03775,0.0413113,118,131,0.0368239,119,137,85.4952,170,31,0.00317763,118,131,
22001,22.2244,1.19687,0.03528,144,54,0.0377915,119,136,68.1582,100,53,0.00364199,118,138,
23001,23.2345,1.23599,0.0453769,118,135,0.0330436,119,136,38.4703,170,32,0.00340746,118,138,
24001,24.2447,1.25649,0.0257934,132,41,0.0288502,137,37,47.8826,78,7,0.00177145,153,48,
25001,25.2548,1.77885,0.0404705,115,126,0.0418644,121,132,142.183,182,10,0.00316238,120,133,
26001,26.265,0.964123,0.0470414,116,125,0.039547,119,128,37.8311,165,42,0.00305457,121,129,
27001,27.2751,0.934174,0.0354873,116,129,0.0418972,119,136,42.4928,174,24,0.00256765,121,129,
28001,28.2853,1.21187,0.0315782,116,129,0.0296987,117,128,59.4409,179,16,0.00228932,119,135,
29001,29.2954,1.18872,0.0317104,115,128,0.0296944,119,137,39.2661,167,40,0.0015359,118,134,
30001,30.3056,1.1048,0.0473152,117,127,0.0515016,120,134,37.6702,185,3,0.00429597,120,134,
31001,31.3157,1.49222,0.0362239,117,127,0.0274617,118,138,113.826,160,54,0.00262323,119,136,
32001,32.3259,1.17904,0.0375515,118,131,0.0415413,119,136,64.8947,56,32,0.00368454,120,134,
33001,33.336,1.15873,0.0437582,118,131,0.0337502,121,132,59.7081,177,8,0.00180713,120,134,
